name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sphingomonas	13687	G	7866	920	8786	0.07386
Sphingobium	165695	G	289	13	302	0.00254
Novosphingobium	165696	G	44	7	51	0.00043
Sphingopyxis	165697	G	10	0	10	0.00008
Parasphingopyxis	1234545	G	3	0	3	0.00003
Tsuneonella	2800686	G	106	245	351	0.00295
Qipengyuania	1855416	G	67	352	419	0.00352
Erythrobacter	1041	G	36	314	350	0.00294
Croceibacterium	2676755	G	1	1	2	0.00002
Sandaracinobacteroides	2883109	G	50	10	60	0.00050
Sphingosinicella	335405	G	49	15	64	0.00054
Polymorphobacter	1508451	G	1	0	1	0.00001
Zymomonas	541	G	8	0	8	0.00007
Rhodopseudomonas	1073	G	107	2074	2181	0.01833
Bradyrhizobium	374	G	91	137	228	0.00192
Tardiphaga	1395974	G	33	668	701	0.00589
Afipia	1033	G	15	0	15	0.00013
Microvirga	186650	G	744	75	819	0.00689
Methylobacterium	407	G	434	225	659	0.00554
Devosia	46913	G	634	223	857	0.00720
Phreatobacter	1632780	G	411	124	535	0.00450
Rhizobium	379	G	96	66	162	0.00136
Pararhizobium	1612611	G	4	0	4	0.00003
Agrobacterium	357	G	1	155	156	0.00131
Neorhizobium	1525371	G	1	14	15	0.00013
Liberibacter	34019	G	3	23	26	0.00022
Shinella	323620	G	1	0	1	0.00001
Mesorhizobium	68287	G	350	0	350	0.00294
Enhydrobacter	212791	G	167	33	200	0.00168
Pseudorhodoplanes	1734920	G	106	20	126	0.00106
Terrihabitans	2874214	G	6	1	7	0.00006
Pseudolabrys	556257	G	102	32	134	0.00113
Labrys	204476	G	74	0	74	0.00062
Xanthobacter	279	G	16	3	19	0.00016
Ancylobacter	99	G	7	2	9	0.00008
Azorhizobium	6	G	5	1	6	0.00005
Hyphomicrobium	81	G	125	0	125	0.00105
Rhodomicrobium	1068	G	36	6	42	0.00035
Methyloligella	1485594	G	1	0	1	0.00001
Beijerinckia	532	G	103	35	138	0.00116
Methylocapsa	184923	G	10	2	12	0.00010
Aureimonas	414371	G	97	0	97	0.00082
Martelella	293088	G	22	5	27	0.00023
Aurantimonas	182269	G	2	0	2	0.00002
Salinarimonas	690086	G	108	40	148	0.00124
Chenggangzhangella	2041902	G	81	22	103	0.00087
Kaistia	166953	G	48	16	64	0.00054
Cohaesibacter	655352	G	34	0	34	0.00029
Methylocystis	133	G	18	0	18	0.00015
Terrirubrum	3142786	G	17	3	20	0.00017
Methyloraptor	3382645	G	16	5	21	0.00018
Brucella	234	G	12	2698	2710	0.02278
Afifella	643217	G	7	1	8	0.00007
Blastochloris	59282	G	7	0	7	0.00006
Bartonella	773	G	1	0	1	0.00001
Anderseniella	444432	G	1	0	1	0.00001
Roseibium	150830	G	1	0	1	0.00001
Bosea	85413	G	1	0	1	0.00001
Chelatococcus	28209	G	1	0	1	0.00001
Pleomorphomonas	261933	G	1	0	1	0.00001
Asticcacaulis	76890	G	316	15	331	0.00278
Caulobacter	75	G	202	23	225	0.00189
Brevundimonas	41275	G	109	1	110	0.00092
Phenylobacterium	20	G	38	7	45	0.00038
Terricaulis	2768684	G	15	1	16	0.00013
Skermanella	204447	G	196	0	196	0.00165
Niveispirillum	1543704	G	37	17	54	0.00045
Azospirillum	191	G	12	0	12	0.00010
Hypericibacter	2705399	G	88	2	90	0.00076
Caenispirillum	414051	G	69	51	120	0.00101
Ferrovibrio	1231242	G	15	5	20	0.00017
Pararhodospirillum	1612157	G	6	1	7	0.00006
Stella	93	G	6	3	9	0.00008
Terasakiella	196080	G	5	0	5	0.00004
Varunaivibrio	1866954	G	4	1	5	0.00004
Nisaea	390876	G	1	0	1	0.00001
Roseomonas	125216	G	154	104	258	0.00217
Roseococcus	35812	G	7	5	12	0.00010
Komagataeibacter	1434011	G	19	18	37	0.00031
Acidibrevibacterium	2603324	G	14	11	25	0.00021
Granulibacter	364409	G	10	4	14	0.00012
Commensalibacter	1079922	G	7	0	7	0.00006
Lichenicola	2804525	G	7	4	11	0.00009
Acidisoma	512381	G	11	5	16	0.00013
Acidocella	50709	G	9	6	15	0.00013
Acidiphilium	522	G	1	0	1	0.00001
Elioraea	457933	G	6	4	10	0.00008
Wolbachia	953	G	95	117	212	0.00178
Candidatus Neoehrlichia	467749	G	1	0	1	0.00001
Candidatus Mesenet	2883098	G	1	0	1	0.00001
Candidatus Megaera	1742636	G	6	1	7	0.00006
Rickettsia	780	G	2	0	2	0.00002
Orientia	69474	G	1	0	1	0.00001
Candidatus Deianiraea	2603321	G	1	0	1	0.00001
Pontivivens	1844015	G	18	57	75	0.00063
Rhodovulum	34008	G	12	23	35	0.00029
Paracoccus	265	G	3	4	7	0.00006
Pikeienuella	2831955	G	2	1	3	0.00003
Roseicyclus	336277	G	4	0	4	0.00003
Ruegeria	97050	G	4	4	8	0.00007
Sulfitobacter	60136	G	2	1	3	0.00003
Jannaschia	188905	G	2	2	4	0.00003
Hyphobacterium	2004661	G	29	2	31	0.00026
Maricaulis	74317	G	8	0	8	0.00007
Algimonas	1246884	G	5	0	5	0.00004
Candidatus Paracaedibacter	1521255	G	8	0	8	0.00007
Candidatus Bodocaedibacter	3163645	G	3	0	3	0.00003
Candidatus Nucleicultrix	1509243	G	8	0	8	0.00007
Candidatus Bealeia	1920992	G	2	1	3	0.00003
Tistrella	171436	G	18	0	18	0.00015
Candidatus Pelagibacter	198251	G	10	0	10	0.00008
Candidatus Fonsibacter	2045213	G	2	0	2	0.00002
Sneathiella	510690	G	1	0	1	0.00001
Hyphomonas	85	G	1	1	2	0.00002
Rhodanobacter	75309	G	4344	0	4344	0.03652
Luteibacter	242605	G	134	790	924	0.00777
Dokdonella	323413	G	10	173	183	0.00154
Dyella	231454	G	4	126	130	0.00109
Tahibacter	1453544	G	4	6	10	0.00008
Aerosticca	2707020	G	1	73	74	0.00062
Luteimonas	83614	G	2279	24	2303	0.01936
Lysobacter	68	G	135	496	631	0.00530
Agrilutibacter	3382696	G	77	463	540	0.00454
Pseudoxanthomonas	83618	G	48	5	53	0.00045
Stenotrophomonas	40323	G	47	2	49	0.00041
Xylella	2370	G	22	246	268	0.00225
Arenimonas	490567	G	18	59	77	0.00065
Xanthomonas	338	G	6	202	208	0.00175
Pseudolysobacter	2709666	G	1	0	1	0.00001
Thiocapsa	1056	G	1215	0	1215	0.01021
Caldichromatium	2828366	G	23	3	26	0.00022
Thermochromatium	85073	G	15	5	20	0.00017
Nitrosococcus	1227	G	2	0	2	0.00002
Allochromatium	85072	G	2	0	2	0.00002
Marichromatium	85076	G	1	0	1	0.00001
Candidatus Thiodiazotropha	1913444	G	200	0	200	0.00168
Spiribacter	1335745	G	34	1	35	0.00029
Halorhodospira	85108	G	3	0	3	0.00003
Alkalilimnicola	133193	G	1	0	1	0.00001
Ectothiorhodosinus	233099	G	1	0	1	0.00001
Aquisalimonas	406099	G	1	0	1	0.00001
Acidihalobacter	1765964	G	1	0	1	0.00001
Guyparkeria	2035712	G	6	0	6	0.00005
Halothiobacillus	109262	G	1	0	1	0.00001
Granulosicoccus	437504	G	1	0	1	0.00001
Steroidobacter	469322	G	684	73	757	0.00636
Escherichia	561	G	100	342	442	0.00372
Candidatus Moranella	1048757	G	91	0	91	0.00077
Klebsiella	570	G	18	165	183	0.00154
Salmonella	590	G	13	2459	2472	0.02078
Candidatus Blochmanniella	203804	G	4	0	4	0.00003
Symbiopectobacterium	801	G	1	0	1	0.00001
Candidatus Profftia	1177214	G	3	0	3	0.00003
Enterobacter	547	G	2	4	6	0.00005
Citrobacter	544	G	2	3	5	0.00004
Candidatus Curculioniphilus	690591	G	1	0	1	0.00001
Sodalis	84565	G	124	18	142	0.00119
Edwardsiella	635	G	68	11	79	0.00066
Proteus	583	G	38	6	44	0.00037
Arsenophonus	637	G	3	0	3	0.00003
Morganella	581	G	2	0	2	0.00002
Providencia	586	G	2	0	2	0.00002
Brenneria	71655	G	15	1	16	0.00013
Dickeya	204037	G	15	3	18	0.00015
Buchnera	32199	G	14	1	15	0.00013
Erwinia	551	G	3	13	16	0.00013
Serratia	613	G	3	2	5	0.00004
Yersinia	629	G	1	355	356	0.00299
Pseudomonas	286	G	258	41	299	0.00251
Stutzerimonas	2901164	G	4	3	7	0.00006
Halopseudomonas	2901189	G	1	0	1	0.00001
Kangiella	261963	G	256	0	256	0.00215
Legionella	445	G	58	14	72	0.00061
Aquicella	254245	G	50	1	51	0.00043
Coxiella	776	G	4	9	13	0.00011
Sulfurifustis	1692042	G	110	12	122	0.00103
Acidiferrobacter	986106	G	6	0	6	0.00005
Sulfuricaulis	1744881	G	2	0	2	0.00002
Avibacterium	292486	G	102	8	110	0.00092
Haemophilus	724	G	1	0	1	0.00001
Lonepinella	53416	G	1	0	1	0.00001
Paraphotobacterium	2042066	G	67	5	72	0.00061
Vibrio	662	G	17	66	83	0.00070
Thalassotalea	1518149	G	51	2	53	0.00045
Shewanella	22	G	4	0	4	0.00003
Parashewanella	2547964	G	1	0	1	0.00001
Psychromonas	67572	G	5	0	5	0.00004
Pseudoalteromonas	53246	G	2	2	4	0.00003
Flocculibacter	2834759	G	2	0	2	0.00002
Alteromonas	226	G	1	0	1	0.00001
Methylobacter	429	G	7	17	24	0.00020
Methylocaldum	73778	G	5	10	15	0.00013
Methylococcus	413	G	4	6	10	0.00008
Methylomagnum	1760987	G	2	3	5	0.00004
Methylotuvimicrobium	2822410	G	2	0	2	0.00002
Kushneria	504090	G	2	7	9	0.00008
Halomonas	2745	G	1	24	25	0.00021
Candidatus Carsonella	114185	G	1	0	1	0.00001
