name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium	374	G	94	6	100	0.00100
Rhodopseudomonas	1073	G	48	534	582	0.00585
Afipia	1033	G	9	0	9	0.00009
Tardiphaga	1395974	G	4	49	53	0.00053
Nitrobacter	911	G	2	18	20	0.00020
Hyphomicrobium	81	G	388	0	388	0.00390
Rhodomicrobium	1068	G	130	40	170	0.00171
Microvirga	186650	G	416	6	422	0.00424
Methylobacterium	407	G	55	26	81	0.00081
Enhydrobacter	212791	G	339	128	467	0.00469
Pseudorhodoplanes	1734920	G	133	55	188	0.00189
Nordella	169055	G	5	1	6	0.00006
Candidatus Hodgkinia	573657	G	4	0	4	0.00004
Terrihabitans	2874214	G	3	1	4	0.00004
Devosia	46913	G	316	215	531	0.00533
Pelagibacterium	1082930	G	1	0	1	0.00001
Xanthobacter	279	G	158	0	158	0.00159
Labrys	204476	G	38	0	38	0.00038
Pseudolabrys	556257	G	18	11	29	0.00029
Azorhizobium	6	G	15	9	24	0.00024
Ancylobacter	99	G	6	4	10	0.00010
Mesorhizobium	68287	G	227	0	227	0.00228
Nitratireductor	245876	G	1	0	1	0.00001
Phreatobacter	1632780	G	143	106	249	0.00250
Rhizobium	379	G	23	62	85	0.00085
Neorhizobium	1525371	G	2	7	9	0.00009
Pararhizobium	1612611	G	2	0	2	0.00002
Liberibacter	34019	G	21	0	21	0.00021
Shinella	323620	G	5	0	5	0.00005
Georhizobium	2661800	G	1	0	1	0.00001
Beijerinckia	532	G	47	16	63	0.00063
Methylovirgula	1156568	G	4	0	4	0.00004
Methylocella	120652	G	3	0	3	0.00003
Methylocapsa	184923	G	3	0	3	0.00003
Salinarimonas	690086	G	50	37	87	0.00087
Chenggangzhangella	2041902	G	42	23	65	0.00065
Kaistia	166953	G	36	26	62	0.00062
Anderseniella	444432	G	22	5	27	0.00027
Parvibaculum	256616	G	2	6	8	0.00008
Cohaesibacter	655352	G	15	0	15	0.00015
Terrirubrum	3142786	G	11	4	15	0.00015
Martelella	293088	G	7	2	9	0.00009
Aureimonas	414371	G	2	0	2	0.00002
Aurantimonas	182269	G	1	0	1	0.00001
Pleomorphomonas	261933	G	9	6	15	0.00015
Methylocystis	133	G	7	1	8	0.00008
Afifella	643217	G	6	2	8	0.00008
Brucella	234	G	5	2410	2415	0.02426
Oceaniradius	2679892	G	3	2	5	0.00005
Roseitalea	1915401	G	2	1	3	0.00003
Chelatococcus	28209	G	4	0	4	0.00004
Blastochloris	59282	G	4	0	4	0.00004
Methyloraptor	3382645	G	3	2	5	0.00005
Acuticoccus	1904377	G	2	0	2	0.00002
Bosea	85413	G	1	0	1	0.00001
Stappia	152161	G	1	0	1	0.00001
Sphingomonas	13687	G	1029	344	1373	0.01379
Sphingobium	165695	G	199	5	204	0.00205
Novosphingobium	165696	G	17	3	20	0.00020
Sphingopyxis	165697	G	8	0	8	0.00008
Alterisphingorhabdus	3382518	G	3	1	4	0.00004
Sphingorhabdus	1434046	G	2	0	2	0.00002
Sphingomicrobium	1227948	G	1	0	1	0.00001
Erythrobacter	1041	G	65	831	896	0.00900
Tsuneonella	2800686	G	21	60	81	0.00081
Qipengyuania	1855416	G	13	78	91	0.00091
Aurantiacibacter	2800681	G	12	0	12	0.00012
Croceibacterium	2676755	G	2	6	8	0.00008
Sphingosinicella	335405	G	98	57	155	0.00156
Polymorphobacter	1508451	G	1	0	1	0.00001
Zymomonas	541	G	32	2	34	0.00034
Skermanella	204447	G	574	0	574	0.00577
Niveispirillum	1543704	G	193	107	300	0.00301
Azospirillum	191	G	18	16	34	0.00034
Indioceanicola	2478349	G	3	2	5	0.00005
Ferrovibrio	1231242	G	291	147	438	0.00440
Pararhodospirillum	1612157	G	29	11	40	0.00040
Algihabitans	2821512	G	10	4	14	0.00014
Candidatus Endolissoclinum	1263978	G	2	0	2	0.00002
Magnetospirillum	13134	G	1	1	2	0.00002
Defluviicoccus	111830	G	1	0	1	0.00001
Hypericibacter	2705399	G	151	1	152	0.00153
Caenispirillum	414051	G	55	45	100	0.00100
Nisaea	390876	G	17	0	17	0.00017
Stella	93	G	10	7	17	0.00017
Varunaivibrio	1866954	G	6	1	7	0.00007
Terasakiella	196080	G	1	0	1	0.00001
Caulobacter	75	G	472	184	656	0.00659
Brevundimonas	41275	G	113	39	152	0.00153
Terricaulis	2768684	G	107	19	126	0.00127
Phenylobacterium	20	G	27	9	36	0.00036
Asticcacaulis	76890	G	7	0	7	0.00007
Pseudorhodobacter	238783	G	29	101	130	0.00131
Paracoccus	265	G	18	69	87	0.00087
Rhodovulum	34008	G	8	41	49	0.00049
Pontivivens	1844015	G	3	18	21	0.00021
Pikeienuella	2831955	G	1	2	3	0.00003
Jannaschia	188905	G	15	22	37	0.00037
Roseicyclus	336277	G	2	0	2	0.00002
Sulfitobacter	60136	G	1	0	1	0.00001
Palleronia	315422	G	1	0	1	0.00001
Hyphobacterium	2004661	G	250	46	296	0.00297
Maricaulis	74317	G	1	0	1	0.00001
Algimonas	1246884	G	3	0	3	0.00003
Roseomonas	125216	G	100	51	151	0.00152
Roseococcus	35812	G	1	0	1	0.00001
Acidibrevibacterium	2603324	G	29	30	59	0.00059
Granulibacter	364409	G	5	5	10	0.00010
Lichenicola	2804525	G	3	4	7	0.00007
Rhodovastum	504465	G	2	1	3	0.00003
Commensalibacter	1079922	G	1	0	1	0.00001
Elioraea	457933	G	19	12	31	0.00031
Acidisoma	512381	G	19	7	26	0.00026
Wolbachia	953	G	25	61	86	0.00086
Neorickettsia	33993	G	10	0	10	0.00010
Candidatus Neoehrlichia	467749	G	10	2	12	0.00012
Candidatus Mesenet	2883098	G	6	0	6	0.00006
Anaplasma	768	G	1	0	1	0.00001
Ehrlichia	943	G	1	0	1	0.00001
Candidatus Phycorickettsia	2115980	G	2	1	3	0.00003
Rickettsia	780	G	1	0	1	0.00001
Candidatus Bealeia	1920992	G	19	2	21	0.00021
Candidatus Nucleicultrix	1509243	G	8	0	8	0.00008
Candidatus Paracaedibacter	1521255	G	3	0	3	0.00003
Candidatus Bodocaedibacter	3163645	G	3	0	3	0.00003
Candidatus Odyssella	84646	G	1	0	1	0.00001
Candidatus Pelagibacter	198251	G	7	0	7	0.00007
Candidatus Fonsibacter	2045213	G	4	0	4	0.00004
Temperatibacter	1549129	G	2	0	2	0.00002
Gimibacter	3058346	G	2	1	3	0.00003
Kordiimonas	288021	G	3	0	3	0.00003
Hyphococcus	2038635	G	6	0	6	0.00006
Aquisalinus	1795639	G	1	0	1	0.00001
Tistrella	171436	G	6	0	6	0.00006
Candidatus Viadribacter	2892997	G	5	0	5	0.00005
Sneathiella	510690	G	2	0	2	0.00002
Arenimonas	490567	G	446	431	877	0.00881
Luteimonas	83614	G	335	7	342	0.00344
Lysobacter	68	G	222	174	396	0.00398
Agrilutibacter	3382696	G	46	65	111	0.00112
Stenotrophomonas	40323	G	45	0	45	0.00045
Pseudoxanthomonas	83618	G	36	6	42	0.00042
Xanthomonas	338	G	27	960	987	0.00991
Xylella	2370	G	7	14	21	0.00021
Solilutibacter	3382695	G	3	3	6	0.00006
Dokdonella	323413	G	149	221	370	0.00372
Rhodanobacter	75309	G	114	0	114	0.00115
Tahibacter	1453544	G	50	26	76	0.00076
Luteibacter	242605	G	27	39	66	0.00066
Aerosticca	2707020	G	21	64	85	0.00085
Dyella	231454	G	1	0	1	0.00001
Thiocapsa	1056	G	1327	0	1327	0.01333
Nitrosococcus	1227	G	13	0	13	0.00013
Thermochromatium	85073	G	12	6	18	0.00018
Allochromatium	85072	G	7	3	10	0.00010
Marichromatium	85076	G	6	1	7	0.00007
Candidatus Thiodiazotropha	1913444	G	712	0	712	0.00715
Sedimenticola	349742	G	3	132	135	0.00136
Thiolapillus	1608298	G	2	61	63	0.00063
Spiribacter	1335745	G	256	26	282	0.00283
Acidihalobacter	1765964	G	10	0	10	0.00010
Ectothiorhodospira	1051	G	1	0	1	0.00001
Granulosicoccus	437504	G	1	0	1	0.00001
Guyparkeria	2035712	G	1	0	1	0.00001
Escherichia	561	G	388	1079	1467	0.01474
Candidatus Moranella	1048757	G	326	157	483	0.00485
Klebsiella	570	G	41	570	611	0.00614
Citrobacter	544	G	32	69	101	0.00101
Salmonella	590	G	32	7656	7688	0.07723
Candidatus Purcelliella	472825	G	12	1	13	0.00013
Candidatus Blochmanniella	203804	G	8	5	13	0.00013
Enterobacter	547	G	12	18	30	0.00030
Candidatus Curculioniphilus	690591	G	3	0	3	0.00003
Candidatus Schneideria	1081630	G	2	0	2	0.00002
Candidatus Riesia	401618	G	2	0	2	0.00002
Superficieibacter	2303321	G	1	0	1	0.00001
Sodalis	84565	G	549	74	623	0.00626
Edwardsiella	635	G	63	9	72	0.00072
Erwinia	551	G	15	2	17	0.00017
Buchnera	32199	G	5	0	5	0.00005
Pantoea	53335	G	4	1	5	0.00005
Proteus	583	G	7	0	7	0.00007
Arsenophonus	637	G	7	0	7	0.00007
Providencia	586	G	3	0	3	0.00003
Brenneria	71655	G	9	3	12	0.00012
Dickeya	204037	G	2	1	3	0.00003
Pectobacterium	122277	G	1	8	9	0.00009
Serratia	613	G	3	9	12	0.00012
Steroidobacter	469322	G	735	75	810	0.00814
Pseudomonas	286	G	314	195	509	0.00511
Entomomonas	2758906	G	6	0	6	0.00006
Halopseudomonas	2901189	G	5	3	8	0.00008
Stutzerimonas	2901164	G	1	5	6	0.00006
Ectopseudomonas	3236654	G	1	13	14	0.00014
Paraphotobacterium	2042066	G	251	17	268	0.00269
Vibrio	662	G	140	424	564	0.00567
Kangiella	261963	G	260	0	260	0.00261
Aquicella	254245	G	94	38	132	0.00133
Legionella	445	G	40	15	55	0.00055
Methylococcus	413	G	60	26	86	0.00086
Methylocaldum	73778	G	54	26	80	0.00080
Methylobacter	429	G	2	1	3	0.00003
Methylomarinovum	1486720	G	1	0	1	0.00001
Candidatus Palibaumannia	198346	G	136	9	145	0.00146
Candidatus Vondammii	2686004	G	7	0	7	0.00007
Candidatus Nardonella	204619	G	1	0	1	0.00001
Celerinatantimonas	412033	G	1	0	1	0.00001
Cellvibrio	10	G	76	1	77	0.00077
Congregibacter	393661	G	60	3	63	0.00063
Aequoribacter	2847769	G	2	0	2	0.00002
Microbulbifer	48073	G	3	0	3	0.00003
Zhongshania	1434050	G	1	0	1	0.00001
Thalassotalea	1518149	G	77	3	80	0.00080
Thalassomonas	137583	G	1	0	1	0.00001
Psychromonas	67572	G	10	0	10	0.00010
Pseudoalteromonas	53246	G	4	3	7	0.00007
Flocculibacter	2834759	G	2	0	2	0.00002
Shewanella	22	G	2	0	2	0.00002
Moritella	58050	G	2	0	2	0.00002
Sulfurifustis	1692042	G	80	8	88	0.00088
Acidiferrobacter	986106	G	7	0	7	0.00007
Sulfuricaulis	1744881	G	2	0	2	0.00002
Allohahella	1855402	G	27	5	32	0.00032
Hahella	158481	G	2	0	2	0.00002
Venatoribacter	2893036	G	21	10	31	0.00031
Marinomonas	28253	G	1	0	1	0.00001
Vreelandella	3137766	G	3	3	6	0.00006
Candidatus Carsonella	114185	G	2	0	2	0.00002
Halomonas	2745	G	1	0	1	0.00001
Endozoicomonas	305899	G	6	0	6	0.00006
Marinicella	863253	G	2	0	2	0.00002
Pleionea	1502941	G	1	0	1	0.00001
Algiphilus	1266053	G	32	4	36	0.00036
Solimonas	413435	G	12	3	15	0.00015
Flagellatimonas	2893022	G	1	0	1	0.00001
Avibacterium	292486	G	40	5	45	0.00045
Haemophilus	724	G	1	0	1	0.00001
Acinetobacter	469	G	18	312	330	0.00331
Moraxella	475	G	5	0	5	0.00005
Psychrobacter	497	G	3	0	3	0.00003
Aquirhabdus	2824158	G	2	0	2	0.00002
Thiomicrorhabdus	2039723	G	13	0	13	0.00013
Thiomicrospira	933	G	7	0	7	0.00007
Hydrogenovibrio	28884	G	1	0	1	0.00001
Thiosulfatimonas	2781121	G	1	0	1	0.00001
Francisella	262	G	1	0	1	0.00001
Sulfurivermis	2034504	G	20	4	24	0.00024
Ignatzschineria	112008	G	4	0	4	0.00004
Wohlfahrtiimonas	582472	G	4	0	4	0.00004
Cardiobacterium	2717	G	2	0	2	0.00002
Woeseia	1738655	G	9	0	9	0.00009
Aeromonas	642	G	4	6	10	0.00010
Zophobihabitans	2894762	G	1	0	1	0.00001
Pseudoduganella	1522432	G	47	414	461	0.00463
Massilia	149698	G	30	658	688	0.00691
Duganella	75654	G	4	0	4	0.00004
Noviherbaspirillum	1344552	G	23	53	76	0.00076
Janthinobacterium	29580	G	22	9	31	0.00031
Actimicrobium	1051898	G	22	33	55	0.00055
Collimonas	202907	G	9	0	9	0.00009
Herminiimonas	303379	G	4	3	7	0.00007
Herbaspirillum	963	G	3	0	3	0.00003
Undibacterium	401469	G	2	0	2	0.00002
Candidatus Zinderia	884214	G	2	0	2	0.00002
Ralstonia	48736	G	228	636	864	0.00868
Cupriavidus	106589	G	84	10	94	0.00094
Paraburkholderia	1822464	G	53	72	125	0.00126
Burkholderia	32008	G	16	733	749	0.00752
Robbsia	2038280	G	14	6	20	0.00020
