name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium	374	G	161	19	180	0.00200
Rhodopseudomonas	1073	G	93	1047	1140	0.01264
Afipia	1033	G	10	0	10	0.00011
Nitrobacter	911	G	1	9	10	0.00011
Tardiphaga	1395974	G	1	12	13	0.00014
Hyphomicrobium	81	G	453	0	453	0.00502
Rhodomicrobium	1068	G	136	38	174	0.00193
Methyloligella	1485594	G	7	2	9	0.00010
Xanthobacter	279	G	271	2	273	0.00303
Pseudolabrys	556257	G	60	29	89	0.00099
Labrys	204476	G	46	0	46	0.00051
Azorhizobium	6	G	18	9	27	0.00030
Ancylobacter	99	G	1	0	1	0.00001
Microvirga	186650	G	239	7	246	0.00273
Methylobacterium	407	G	38	55	93	0.00103
Mesorhizobium	68287	G	309	1	310	0.00344
Enhydrobacter	212791	G	199	67	266	0.00295
Pseudorhodoplanes	1734920	G	80	26	106	0.00117
Terrihabitans	2874214	G	9	3	12	0.00013
Nordella	169055	G	2	0	2	0.00002
Candidatus Hodgkinia	573657	G	1	0	1	0.00001
Devosia	46913	G	148	121	269	0.00298
Pelagibacterium	1082930	G	1	0	1	0.00001
Rhizobium	379	G	76	30	106	0.00117
Neorhizobium	1525371	G	1	4	5	0.00006
Liberibacter	34019	G	12	0	12	0.00013
Sinorhizobium	28105	G	2	0	2	0.00002
Georhizobium	2661800	G	1	0	1	0.00001
Beijerinckia	532	G	103	19	122	0.00135
Methylovirgula	1156568	G	2	0	2	0.00002
Methylocapsa	184923	G	1	0	1	0.00001
Phreatobacter	1632780	G	69	43	112	0.00124
Salinarimonas	690086	G	36	23	59	0.00065
Cohaesibacter	655352	G	30	0	30	0.00033
Methylocystis	133	G	23	6	29	0.00032
Terrirubrum	3142786	G	21	7	28	0.00031
Chenggangzhangella	2041902	G	17	8	25	0.00028
Kaistia	166953	G	17	10	27	0.00030
Bosea	85413	G	16	0	16	0.00018
Martelella	293088	G	10	8	18	0.00020
Aureimonas	414371	G	3	0	3	0.00003
Afifella	643217	G	10	3	13	0.00014
Pleomorphomonas	261933	G	10	6	16	0.00018
Brucella	234	G	9	3807	3816	0.04230
Oceaniradius	2679892	G	6	3	9	0.00010
Methyloraptor	3382645	G	2	1	3	0.00003
Anderseniella	444432	G	2	0	2	0.00002
Acuticoccus	1904377	G	1	0	1	0.00001
Blastochloris	59282	G	1	0	1	0.00001
Sphingomonas	13687	G	849	277	1126	0.01248
Sphingobium	165695	G	48	7	55	0.00061
Novosphingobium	165696	G	34	5	39	0.00043
Sphingopyxis	165697	G	17	0	17	0.00019
Alterisphingorhabdus	3382518	G	1	0	1	0.00001
Sphingomicrobium	1227948	G	1	0	1	0.00001
Parasphingopyxis	1234545	G	1	0	1	0.00001
Tsuneonella	2800686	G	57	356	413	0.00458
Erythrobacter	1041	G	18	558	576	0.00638
Aurantiacibacter	2800681	G	3	0	3	0.00003
Qipengyuania	1855416	G	2	15	17	0.00019
Sphingosinicella	335405	G	259	114	373	0.00413
Polymorphobacter	1508451	G	1	0	1	0.00001
Zymomonas	541	G	10	0	10	0.00011
Skermanella	204447	G	481	0	481	0.00533
Niveispirillum	1543704	G	99	39	138	0.00153
Azospirillum	191	G	3	0	3	0.00003
Indioceanicola	2478349	G	2	1	3	0.00003
Hypericibacter	2705399	G	132	1	133	0.00147
Ferrovibrio	1231242	G	36	14	50	0.00055
Pararhodospirillum	1612157	G	12	3	15	0.00017
Algihabitans	2821512	G	1	0	1	0.00001
Caenispirillum	414051	G	33	20	53	0.00059
Stella	93	G	6	3	9	0.00010
Varunaivibrio	1866954	G	6	1	7	0.00008
Nisaea	390876	G	2	0	2	0.00002
Thalassospira	168934	G	2	0	2	0.00002
Brevundimonas	41275	G	127	60	187	0.00207
Terricaulis	2768684	G	92	14	106	0.00117
Caulobacter	75	G	82	26	108	0.00120
Phenylobacterium	20	G	67	20	87	0.00096
Asticcacaulis	76890	G	1	0	1	0.00001
Acidibrevibacterium	2603324	G	62	33	95	0.00105
Lichenicola	2804525	G	6	5	11	0.00012
Granulibacter	364409	G	1	0	1	0.00001
Commensalibacter	1079922	G	1	0	1	0.00001
Roseomonas	125216	G	73	22	95	0.00105
Acidisoma	512381	G	36	6	42	0.00047
Elioraea	457933	G	21	6	27	0.00030
Hyphobacterium	2004661	G	191	31	222	0.00246
Oceanicaulis	153232	G	1	0	1	0.00001
Algimonas	1246884	G	1	0	1	0.00001
Wolbachia	953	G	44	60	104	0.00115
Candidatus Neoehrlichia	467749	G	18	1	19	0.00021
Neorickettsia	33993	G	10	0	10	0.00011
Candidatus Mesenet	2883098	G	10	0	10	0.00011
Ehrlichia	943	G	7	0	7	0.00008
Orientia	69474	G	8	0	8	0.00009
Candidatus Megaera	1742636	G	1	0	1	0.00001
Candidatus Bandiella	2716172	G	1	0	1	0.00001
Rhodovulum	34008	G	9	42	51	0.00057
