name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudoxanthomonas	83618	G	104	101	205	0.00761
Luteimonas	83614	G	30	0	30	0.00111
Xanthomonas	338	G	28	1613	1641	0.06088
Stenotrophomonas	40323	G	18	8	26	0.00096
Agrilutibacter	3382696	G	14	32	46	0.00171
Lysobacter	68	G	13	4	17	0.00063
Pseudolysobacter	2709666	G	1	0	1	0.00004
Luteibacter	242605	G	34	32	66	0.00245
Dyella	231454	G	1	2	3	0.00011
Tahibacter	1453544	G	1	0	1	0.00004
Sodalis	84565	G	1114	226	1340	0.04971
Escherichia	561	G	90	536	626	0.02322
Klebsiella	570	G	24	336	360	0.01336
Salmonella	590	G	19	5682	5701	0.21150
Enterobacter	547	G	7	25	32	0.00119
Citrobacter	544	G	3	13	16	0.00059
Shigella	620	G	3	84	87	0.00323
Candidatus Profftia	1177214	G	1	0	1	0.00004
Candidatus Moranella	1048757	G	1	1	2	0.00007
Superficieibacter	2303321	G	1	0	1	0.00004
Morganella	581	G	3	0	3	0.00011
Proteus	583	G	1	0	1	0.00004
Providencia	586	G	1	0	1	0.00004
Yersinia	629	G	2	525	527	0.01955
Serratia	613	G	1	10	11	0.00041
Erwinia	551	G	2	0	2	0.00007
Edwardsiella	635	G	1	0	1	0.00004
Pseudomonas	286	G	163	74	237	0.00879
Ectopseudomonas	3236654	G	10	13	23	0.00085
Pseudidiomarina	2800384	G	21	1	22	0.00082
Shewanella	22	G	11	10	21	0.00078
Moritella	58050	G	7	0	7	0.00026
Pseudoalteromonas	53246	G	4	5	9	0.00033
Agarivorans	261825	G	3	0	3	0.00011
Aquicella	254245	G	29	2	31	0.00115
Legionella	445	G	5	0	5	0.00019
Steroidobacter	469322	G	27	3	30	0.00111
Sulfurifustis	1692042	G	23	2	25	0.00093
Acinetobacter	469	G	13	8	21	0.00078
Moraxella	475	G	2	0	2	0.00007
Psychrobacter	497	G	1	0	1	0.00004
Aquirhabdus	2824158	G	1	0	1	0.00004
Venatoribacter	2893036	G	5	0	5	0.00019
Marinomonas	28253	G	4	0	4	0.00015
Salinispirillum	1649491	G	3	0	3	0.00011
Thioflavicoccus	156885	G	3	0	3	0.00011
Thiocapsa	1056	G	1	0	1	0.00004
Halorhodospira	85108	G	2	0	2	0.00007
Ectothiorhodosinus	233099	G	2	0	2	0.00007
Halothiobacillus	109262	G	2	0	2	0.00007
Aeromonas	642	G	10	18	28	0.00104
Vibrio	662	G	9	107	116	0.00430
Wohlfahrtiimonas	582472	G	5	0	5	0.00019
Saccharophagus	316625	G	2	0	2	0.00007
Cellvibrio	10	G	1	0	1	0.00004
Oceanicoccus	1084558	G	1	0	1	0.00004
Avibacterium	292486	G	2	1	3	0.00011
Mergibacter	2899790	G	1	0	1	0.00004
Methylophaga	40222	G	1	0	1	0.00004
Thiosulfatimonas	2781121	G	1	0	1	0.00004
Rhizobium	379	G	663	438	1101	0.04085
Hyphomicrobium	81	G	285	0	285	0.01057
Devosia	46913	G	138	17	155	0.00575
Azorhizobium	6	G	133	22	155	0.00575
Pseudolabrys	556257	G	2	0	2	0.00007
Labrys	204476	G	1	0	1	0.00004
Tardiphaga	1395974	G	16	89	105	0.00390
Bradyrhizobium	374	G	5	0	5	0.00019
Enhydrobacter	212791	G	80	9	89	0.00330
Candidatus Hodgkinia	573657	G	1	0	1	0.00004
Methylocapsa	184923	G	39	1	40	0.00148
Aureimonas	414371	G	15	0	15	0.00056
Martelella	293088	G	8	0	8	0.00030
Phreatobacter	1632780	G	17	2	19	0.00070
Methylobacterium	407	G	10	0	10	0.00037
Chenggangzhangella	2041902	G	7	1	8	0.00030
Mesorhizobium	68287	G	2	0	2	0.00007
Brucella	234	G	1	300	301	0.01117
Kaistia	166953	G	1	0	1	0.00004
Sphingomonas	13687	G	873	53	926	0.03435
Sphingobium	165695	G	44	0	44	0.00163
Novosphingobium	165696	G	2	0	2	0.00007
Sphingopyxis	165697	G	2	0	2	0.00007
Erythrobacter	1041	G	7	43	50	0.00185
Sandaracinobacteroides	2883109	G	11	2	13	0.00048
Sphingosinicella	335405	G	5	2	7	0.00026
Brevundimonas	41275	G	83	29	112	0.00416
Caulobacter	75	G	55	0	55	0.00204
Asticcacaulis	76890	G	14	0	14	0.00052
Hypericibacter	2705399	G	27	0	27	0.00100
Terasakiella	196080	G	1	0	1	0.00004
Acidibrevibacterium	2603324	G	2	0	2	0.00007
Roseomonas	125216	G	2	0	2	0.00007
Elioraea	457933	G	1	0	1	0.00004
Parvularcula	208215	G	5	0	5	0.00019
Candidatus Mesenet	2883098	G	1	0	1	0.00004
Variovorax	34072	G	1899	183	2082	0.07724
Comamonas	283	G	12	0	12	0.00045
Ralstonia	48736	G	983	30	1013	0.03758
Paraburkholderia	1822464	G	39	0	39	0.00145
Polynucleobacter	44013	G	24	0	24	0.00089
Burkholderia	32008	G	12	0	12	0.00045
Caballeronia	1827195	G	10	0	10	0.00037
Limnobacter	131079	G	2	0	2	0.00007
Cupriavidus	106589	G	1	29	30	0.00111
Herbaspirillum	963	G	98	91	189	0.00701
Collimonas	202907	G	1	0	1	0.00004
Actimicrobium	1051898	G	1	0	1	0.00004
Tepidimonas	114248	G	2	3	5	0.00019
Sulfuritortus	1938335	G	5	5	10	0.00037
Mucilaginibacter	423349	G	147	1	148	0.00549
Pedobacter	84567	G	82	1	83	0.00308
Adhaeribacter	299566	G	84	7	91	0.00338
Dyadobacter	120831	G	83	7	90	0.00334
Chryseolinea	1433993	G	1	0	1	0.00004
Niabella	379899	G	32	2	34	0.00126
Rhizosphaericola	3114547	G	29	2	31	0.00115
Paraflavitalea	2698688	G	23	0	23	0.00085
Chitinophaga	79328	G	3	0	3	0.00011
Flavobacterium	237	G	25	0	25	0.00093
Chryseobacterium	59732	G	6	0	6	0.00022
Melioribacter	1134403	G	2	0	2	0.00007
Gemmatimonas	173479	G	12	0	12	0.00045
Gemmatirosa	1706036	G	1	2	3	0.00011
Pseudogemmatithrix	3237678	G	1	4	5	0.00019
Pirellula	123	G	36	8	44	0.00163
Stieleria	2795973	G	35	0	35	0.00130
Lignipirellula	2795775	G	20	17	37	0.00137
Rosistilla	2795779	G	2	0	2	0.00007
Mariniblastus	2005380	G	1	0	1	0.00004
Botrimarina	2795782	G	8	33	41	0.00152
Aeoliella	2795781	G	3	5	8	0.00030
Bythopirellula	1400386	G	2	4	6	0.00022
Alienimonas	2714737	G	100	32	132	0.00490
Caulifigura	2795778	G	2	0	2	0.00007
Rubinisphaera	1649490	G	1	0	1	0.00004
Urbifossiella	2807415	G	39	33	72	0.00267
Gemmata	113	G	1	0	1	0.00004
Paludisphaera	1763521	G	2	5	7	0.00026
Tautonia	2680020	G	2	3	5	0.00019
Humisphaera	2807511	G	8	0	8	0.00030
Verrucomicrobium	2735	G	39	9	48	0.00178
Luteolibacter	518753	G	9	5	14	0.00052
Roseimicrobium	1348508	G	4	1	5	0.00019
Oleiharenicola	2100741	G	2	18	20	0.00074
Coraliomargarita	442430	G	1	0	1	0.00004
Simkania	34093	G	2	0	2	0.00007
Neochlamydia	112987	G	1	0	1	0.00004
Luteitalea	2004797	G	207	0	207	0.00768
Tunturiibacter	3154218	G	30	0	30	0.00111
Candidatus Korobacter	658061	G	2	0	2	0.00007
Paludibaculum	1649475	G	1	0	1	0.00004
Desulfuromonas	890	G	113	0	113	0.00419
Geobacter	28231	G	4	0	4	0.00015
Maridesulfovibrio	2794998	G	25	24	49	0.00182
Desulfurivibrio	427922	G	34	1	35	0.00130
Desulfobulbus	893	G	1	0	1	0.00004
Polyangium	55	G	17	74	91	0.00338
Sorangium	39643	G	1	0	1	0.00004
Haliangium	162027	G	12	13	25	0.00093
Pendulispora	3375062	G	1	0	1	0.00004
Dictyoglomus	13	G	115	2	117	0.00434
Bacteriovorax	146784	G	57	0	57	0.00211
Campylobacter	194	G	1	0	1	0.00004
Sulfurimonas	202746	G	1	0	1	0.00004
Leptospira	171	G	4	1	5	0.00019
Dissulfurispira	2811506	G	1	0	1	0.00004
Sphaerobacter	2056	G	1	0	1	0.00004
Enterococcus	1350	G	476	173	649	0.02408
Dellaglioa	2767880	G	14	0	14	0.00052
Weissella	46255	G	2	0	2	0.00007
Fructilactobacillus	2767881	G	1	0	1	0.00004
Aerococcus	1375	G	1	0	1	0.00004
Granulicatella	117563	G	1	0	1	0.00004
Bacillus	1386	G	74	4047	4121	0.15288
Priestia	2800373	G	42	0	42	0.00156
Peribacillus	2675229	G	33	13	46	0.00171
Alkalicoccus	2005375	G	3	0	3	0.00011
Lysinibacillus	400634	G	2	0	2	0.00007
Fervidibacillus	3033930	G	1	0	1	0.00004
Salicibibacter	2685905	G	1	0	1	0.00004
Heyndrickxia	2837504	G	1	0	1	0.00004
Paenibacillus	44249	G	31	375	406	0.01506
Brevibacillus	55080	G	4	0	4	0.00015
Staphylococcus	1279	G	3	3	6	0.00022
Tumebacillus	432330	G	1	0	1	0.00004
Kyrpidia	1129704	G	1	0	1	0.00004
Geobacillus	129337	G	2	2	4	0.00015
Listeria	1637	G	1	0	1	0.00004
Thermoactinomyces	2023	G	1	0	1	0.00004
Dehalobacter	56112	G	137	10	147	0.00545
Clostridium	1485	G	88	9	97	0.00360
Caloramator	44258	G	7	0	7	0.00026
Candidatus Arthromitus	49082	G	1	0	1	0.00004
Acetobacterium	33951	G	1	0	1	0.00004
Solibaculum	2842531	G	1	0	1	0.00004
Ammonifex	42837	G	6	0	6	0.00022
