name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium	374	G	95	29	124	0.00140
Rhodopseudomonas	1073	G	61	1040	1101	0.01246
Afipia	1033	G	19	0	19	0.00021
Tardiphaga	1395974	G	4	76	80	0.00091
Nitrobacter	911	G	1	13	14	0.00016
Devosia	46913	G	440	152	592	0.00670
Pelagibacterium	1082930	G	1	0	1	0.00001
Microvirga	186650	G	210	10	220	0.00249
Methylobacterium	407	G	128	124	252	0.00285
Enhydrobacter	212791	G	232	62	294	0.00333
Pseudorhodoplanes	1734920	G	122	33	155	0.00175
Terrihabitans	2874214	G	6	2	8	0.00009
Candidatus Hodgkinia	573657	G	1	0	1	0.00001
Mesorhizobium	68287	G	306	0	306	0.00346
Rhizobium	379	G	21	83	104	0.00118
Pararhizobium	1612611	G	1	0	1	0.00001
Liberibacter	34019	G	17	0	17	0.00019
Sinorhizobium	28105	G	1	24	25	0.00028
Labrys	204476	G	78	0	78	0.00088
Xanthobacter	279	G	29	0	29	0.00033
Pseudolabrys	556257	G	18	7	25	0.00028
Azorhizobium	6	G	3	1	4	0.00005
Ancylobacter	99	G	1	0	1	0.00001
Phreatobacter	1632780	G	128	63	191	0.00216
Hyphomicrobium	81	G	108	0	108	0.00122
Rhodomicrobium	1068	G	7	1	8	0.00009
Methyloligella	1485594	G	2	0	2	0.00002
Beijerinckia	532	G	76	28	104	0.00118
Methylocapsa	184923	G	6	1	7	0.00008
Salinarimonas	690086	G	70	36	106	0.00120
Chenggangzhangella	2041902	G	49	18	67	0.00076
Kaistia	166953	G	24	11	35	0.00040
Brucella	234	G	13	3163	3176	0.03594
Methylocystis	133	G	12	1	13	0.00015
Cohaesibacter	655352	G	9	0	9	0.00010
Terrirubrum	3142786	G	8	2	10	0.00011
Pleomorphomonas	261933	G	8	4	12	0.00014
Aureimonas	414371	G	6	0	6	0.00007
Aurantimonas	182269	G	1	0	1	0.00001
Martelella	293088	G	1	0	1	0.00001
Blastochloris	59282	G	8	0	8	0.00009
