name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Ralstonia	48736	G	1782	31	1813	0.04319
Paraburkholderia	1822464	G	404	9	413	0.00984
Burkholderia	32008	G	133	20357	20490	0.48814
Caballeronia	1827195	G	34	0	34	0.00081
Polynucleobacter	44013	G	23	1	24	0.00057
Cupriavidus	106589	G	8	52	60	0.00143
Candidatus Vallotia	2018044	G	5	1	6	0.00014
Lautropia	47670	G	3	7	10	0.00024
Robbsia	2038280	G	2	2	4	0.00010
Mycetohabitans	2571159	G	1	1	2	0.00005
Pararobbsia	2718863	G	1	1	2	0.00005
Massilia	149698	G	75	0	75	0.00179
Duganella	75654	G	33	0	33	0.00079
Pseudoduganella	1522432	G	27	65	92	0.00219
Herbaspirillum	963	G	84	299	383	0.00912
Janthinobacterium	29580	G	56	0	56	0.00133
Collimonas	202907	G	2	6	8	0.00019
Variovorax	34072	G	190	15	205	0.00488
Comamonas	283	G	5	0	5	0.00012
Rhodoferax	28065	G	1	0	1	0.00002
Ottowia	219181	G	1	6	7	0.00017
Taylorella	29574	G	5	2	7	0.00017
Basilea	1472344	G	4	1	5	0.00012
Bordetella	517	G	2	99	101	0.00241
Turicimonas	1918598	G	10	3	13	0.00031
Sutterella	40544	G	1	0	1	0.00002
Tepidimonas	114248	G	2	10	12	0.00029
Jeongeupia	885864	G	26	0	26	0.00062
Kingella	32257	G	1	13	14	0.00033
Aquella	2593687	G	1	0	1	0.00002
Sideroxyarcus	2943286	G	18	137	155	0.00369
Thiobacillus	919	G	7	74	81	0.00193
Sodalis	84565	G	721	194	915	0.02180
Escherichia	561	G	126	352	478	0.01139
Klebsiella	570	G	50	155	205	0.00488
Salmonella	590	G	48	5592	5640	0.13436
Enterobacter	547	G	13	32	45	0.00107
Candidatus Gullanella	1906661	G	1	0	1	0.00002
Candidatus Profftia	1177214	G	3	0	3	0.00007
Shigella	620	G	3	28	31	0.00074
Candidatus Moranella	1048757	G	3	0	3	0.00007
Superficieibacter	2303321	G	3	0	3	0.00007
Atlantibacter	1903434	G	1	0	1	0.00002
Candidatus Schneideria	1081630	G	1	0	1	0.00002
Candidatus Ishikawella	409304	G	1	0	1	0.00002
Plesiomonas	702	G	1	0	1	0.00002
Citrobacter	544	G	1	2	3	0.00007
Yersinia	629	G	9	624	633	0.01508
Serratia	613	G	8	16	24	0.00057
Morganella	581	G	5	0	5	0.00012
Arsenophonus	637	G	5	1	6	0.00014
Proteus	583	G	3	0	3	0.00007
Providencia	586	G	3	0	3	0.00007
Pantoea	53335	G	2	0	2	0.00005
Erwinia	551	G	1	1	2	0.00005
Pectobacterium	122277	G	3	1	4	0.00010
Luteibacter	242605	G	1799	25	1824	0.04345
Rhodanobacter	75309	G	41	0	41	0.00098
Dyella	231454	G	3	87	90	0.00214
Tahibacter	1453544	G	1	6	7	0.00017
Stenotrophomonas	40323	G	89	0	89	0.00212
Lysobacter	68	G	5	0	5	0.00012
Xanthomonas	338	G	1	3	4	0.00010
Luteimonas	83614	G	1	0	1	0.00002
Pseudomonas	286	G	90	17	107	0.00255
Stutzerimonas	2901164	G	1	1	2	0.00005
Marinobacter	2742	G	1	0	1	0.00002
Thiocapsa	1056	G	9	0	9	0.00021
Thioflavicoccus	156885	G	6	0	6	0.00014
Candidatus Thiodiazotropha	1913444	G	15	0	15	0.00036
Ectothiorhodosinus	233099	G	1	0	1	0.00002
Acinetobacter	469	G	24	2	26	0.00062
Aquicella	254245	G	20	0	20	0.00048
Legionella	445	G	2	0	2	0.00005
Shewanella	22	G	14	1	15	0.00036
Pseudoalteromonas	53246	G	4	1	5	0.00012
Pseudidiomarina	2800384	G	2	0	2	0.00005
Aeromonas	642	G	4	0	4	0.00010
Vibrio	662	G	4	0	4	0.00010
Thiosulfatimonas	2781121	G	2	0	2	0.00005
Mergibacter	2899790	G	1	0	1	0.00002
Pasteurella	745	G	1	1	2	0.00005
Candidatus Paraluminiphilus	3040948	G	1	0	1	0.00002
Algiphilus	1266053	G	1	0	1	0.00002
Rhizobium	379	G	65	181	246	0.00586
Agrobacterium	357	G	1	753	754	0.01796
Georhizobium	2661800	G	13	0	13	0.00031
Labrys	204476	G	196	0	196	0.00467
Rhodopseudomonas	1073	G	1	0	1	0.00002
Methylobacterium	407	G	43	0	43	0.00102
Phreatobacter	1632780	G	26	86	112	0.00267
Kaistia	166953	G	21	87	108	0.00257
Devosia	46913	G	2	0	2	0.00005
Rhodomicrobium	1068	G	1	1	2	0.00005
Mesorhizobium	68287	G	1	0	1	0.00002
Terrihabitans	2874214	G	1	2	3	0.00007
Roseomonas	125216	G	46	19	65	0.00155
Elioraea	457933	G	1	0	1	0.00002
Sphingomonas	13687	G	24	8	32	0.00076
Sphingobium	165695	G	16	0	16	0.00038
Alterisphingorhabdus	3382518	G	1	0	1	0.00002
Zymomonas	541	G	1	0	1	0.00002
Rickettsia	780	G	21	1	22	0.00052
Brevundimonas	41275	G	7	0	7	0.00017
Caulobacter	75	G	5	0	5	0.00012
Paracoccus	265	G	5	5	10	0.00024
Ferrovibrio	1231242	G	1	1	2	0.00005
Tistrella	171436	G	1	0	1	0.00002
Mucilaginibacter	423349	G	100	0	100	0.00238
Pedobacter	84567	G	23	0	23	0.00055
Tannerella	195950	G	79	3	82	0.00195
Bacteroides	816	G	2	0	2	0.00005
Phocaeicola	909656	G	1	0	1	0.00002
Chryseobacterium	59732	G	40	0	40	0.00095
Cruoricaptor	1433995	G	17	10	27	0.00064
Flavobacterium	237	G	14	0	14	0.00033
Dyadobacter	120831	G	34	3	37	0.00088
Pontibacter	323449	G	1	0	1	0.00002
Persicobacter	59740	G	1	0	1	0.00002
Spirosoma	107	G	1	0	1	0.00002
Chitinophaga	79328	G	9	0	9	0.00021
Paraflavitalea	2698688	G	3	0	3	0.00007
Luteolibacter	518753	G	46	30	76	0.00181
Pirellula	123	G	15	1	16	0.00038
Gimesia	1649453	G	2	0	2	0.00005
Candidatus Velamenicoccus	2789201	G	1	0	1	0.00002
Desulfuromonas	890	G	74	0	74	0.00176
Geobacter	28231	G	3	0	3	0.00007
Maridesulfovibrio	2794998	G	14	4	18	0.00043
Dictyoglomus	13	G	30	0	30	0.00071
Luteitalea	2004797	G	16	0	16	0.00038
Bdellovibrio	958	G	1	0	1	0.00002
Enterococcus	1350	G	461	99	560	0.01334
Dellaglioa	2767880	G	26	2	28	0.00067
Fructilactobacillus	2767881	G	10	0	10	0.00024
Periweissella	2930384	G	1	0	1	0.00002
Apilactobacillus	2767877	G	1	0	1	0.00002
Streptococcus	1301	G	2	0	2	0.00005
Granulicatella	117563	G	1	0	1	0.00002
Peribacillus	2675229	G	138	16	154	0.00367
Bacillus	1386	G	90	2934	3024	0.07204
Priestia	2800373	G	11	0	11	0.00026
Alkalicoccus	2005375	G	5	0	5	0.00012
Fervidibacillus	3033930	G	1	0	1	0.00002
Lysinibacillus	400634	G	1	0	1	0.00002
Sporosarcina	1569	G	26	0	26	0.00062
Paenibacillus	44249	G	7	42	49	0.00117
Anoxybacillus	150247	G	5	0	5	0.00012
Geobacillus	129337	G	1	0	1	0.00002
Staphylococcus	1279	G	3	0	3	0.00007
Tumebacillus	432330	G	3	0	3	0.00007
Turicibacter	191303	G	90	0	90	0.00214
Tannockella	2943184	G	1	31	32	0.00076
Dehalobacter	56112	G	81	3	84	0.00200
Clostridium	1485	G	10	2	12	0.00029
Acetobacterium	33951	G	1	0	1	0.00002
Aristaeella	3046369	G	1	0	1	0.00002
Blautia	572511	G	6	0	6	0.00014
Miniphocaeibacter	2126548	G	14	0	14	0.00033
Finegoldia	150022	G	12	1	13	0.00031
Anaerococcus	165779	G	1	0	1	0.00002
Corynebacterium	1716	G	650	22	672	0.01601
Tsukamurella	2060	G	19	0	19	0.00045
Mycobacterium	1763	G	4	13	17	0.00040
Rhodococcus	1827	G	1	0	1	0.00002
Gordonia	2053	G	2	0	2	0.00005
Micrococcus	1269	G	45	0	45	0.00107
Rothia	32207	G	9	0	9	0.00021
Nesterenkonia	57494	G	1	0	1	0.00002
Aquiluna	529881	G	1	0	1	0.00002
Rhodoluna	529883	G	1	47	48	0.00114
Microbacterium	33882	G	1	0	1	0.00002
Brevibacterium	1696	G	2	37	39	0.00093
Brachybacterium	43668	G	2	0	2	0.00005
Aeromicrobium	2040	G	13	0	13	0.00031
Cutibacterium	1912216	G	3	6	9	0.00021
Saccharothrix	2071	G	6	0	6	0.00014
Streptomyces	1883	G	2	17	19	0.00045
Natronoglycomyces	2838311	G	1	1	2	0.00005
Tepidiforma	2682228	G	11	0	11	0.00026
Spiroplasma	2132	G	2	0	2	0.00005
Mycoplasmopsis	2767358	G	1	1	2	0.00005
Nodosilinea	1120752	G	1	0	1	0.00002
Minisyncoccus	3238478	G	124	0	124	0.00295
Candidatus Saccharimonas	1331051	G	1	29	30	0.00071
Deinococcus	1298	G	43	2	45	0.00107
Aminomonas	81411	G	5	0	5	0.00012
