name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Massilia	149698	G	7154	14614	21768	0.56928
Duganella	75654	G	250	0	250	0.00654
Pseudoduganella	1522432	G	12	118	130	0.00340
Glaciimonas	1229970	G	279	78	357	0.00934
Oxalobacter	846	G	13	1	14	0.00037
Herbaspirillum	963	G	5	0	5	0.00013
Janthinobacterium	29580	G	2	2	4	0.00010
Collimonas	202907	G	2	2	4	0.00010
Noviherbaspirillum	1344552	G	2	2	4	0.00010
Paraburkholderia	1822464	G	225	3	228	0.00596
Ralstonia	48736	G	137	75	212	0.00554
Caballeronia	1827195	G	99	0	99	0.00259
Cupriavidus	106589	G	28	19	47	0.00123
Burkholderia	32008	G	26	1401	1427	0.03732
Lautropia	47670	G	4	0	4	0.00010
Polynucleobacter	44013	G	3	0	3	0.00008
Robbsia	2038280	G	3	0	3	0.00008
Mycoavidus	1810868	G	2	0	2	0.00005
Limnobacter	131079	G	1	0	1	0.00003
Variovorax	34072	G	52	0	52	0.00136
Limnohabitans	665874	G	15	0	15	0.00039
Ramlibacter	174951	G	6	549	555	0.01451
Comamonas	283	G	4	132	136	0.00356
Vandammella	2919468	G	1	55	56	0.00146
Hydrogenophaga	47420	G	1	0	1	0.00003
Oligella	90243	G	2	0	2	0.00005
Bordetella	517	G	1	0	1	0.00003
Taylorella	29574	G	1	49	50	0.00131
Basilea	1472344	G	1	0	1	0.00003
Tepidimonas	114248	G	1	0	1	0.00003
Turicimonas	1918598	G	1	0	1	0.00003
Ideonella	36862	G	1	0	1	0.00003
Sulfuritortus	1938335	G	134	102	236	0.00617
Thiobacillus	919	G	10	5	15	0.00039
Methylobacillus	404	G	16	8	24	0.00063
Methylovorus	81682	G	3	0	3	0.00008
Nitrosomonas	914	G	5	0	5	0.00013
Sideroxyarcus	2943286	G	2	0	2	0.00005
Ferriphaselus	1443590	G	1	0	1	0.00003
Sterolibacterium	157591	G	1	0	1	0.00003
Sulfuriferula	1778653	G	1	0	1	0.00003
Laribacter	168470	G	2	1	3	0.00008
Chitinimonas	240411	G	1	1	2	0.00005
Pseudothauera	2891324	G	4	1	5	0.00013
Bradyrhizobium	374	G	32	30	62	0.00162
Rhodopseudomonas	1073	G	11	1402	1413	0.03695
Nitrobacter	911	G	1	102	103	0.00269
Afipia	1033	G	1	0	1	0.00003
Methylobacterium	407	G	84	23	107	0.00280
Microvirga	186650	G	33	0	33	0.00086
Devosia	46913	G	46	6	52	0.00136
Enhydrobacter	212791	G	46	4	50	0.00131
Pseudorhodoplanes	1734920	G	2	0	2	0.00005
Rhizobium	379	G	4	24	28	0.00073
Shinella	323620	G	4	0	4	0.00010
Hyphomicrobium	81	G	21	0	21	0.00055
Rhodomicrobium	1068	G	7	0	7	0.00018
Pleomorphomonas	261933	G	26	4	30	0.00078
Xanthobacter	279	G	12	0	12	0.00031
Labrys	204476	G	4	0	4	0.00010
Phreatobacter	1632780	G	13	1	14	0.00037
Methylocystis	133	G	11	0	11	0.00029
Methylovirgula	1156568	G	8	1	9	0.00024
Blastochloris	59282	G	9	0	9	0.00024
Kaistia	166953	G	3	0	3	0.00008
Brucella	234	G	2	500	502	0.01313
Salinarimonas	690086	G	2	0	2	0.00005
Lichenihabitans	2723776	G	1	0	1	0.00003
Afifella	643217	G	1	0	1	0.00003
Mesorhizobium	68287	G	1	0	1	0.00003
Martelella	293088	G	1	0	1	0.00003
Sphingomonas	13687	G	1012	94	1106	0.02892
