name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stenotrophomonas	40323	G	163439	8057	171496	0.68356
Luteimonas	83614	G	1	0	1	0.00000
Pseudomonas	286	G	23318	9866	33184	0.13227
Enterobacter	547	G	3417	3645	7062	0.02815
Serratia	613	G	5	0	5	0.00002
Halomonas	2745	G	14	1	15	0.00006
Steroidobacter	469322	G	2	0	2	0.00001
Thiocapsa	1056	G	1	0	1	0.00000
Methylococcus	413	G	1	0	1	0.00000
Achromobacter	222	G	88	0	88	0.00035
Pigmentiphaga	152267	G	28	0	28	0.00011
Alcaligenes	507	G	2	0	2	0.00001
Castellaniella	359336	G	1	0	1	0.00000
Acidovorax	12916	G	83	2	85	0.00034
Simplicispira	352450	G	1	0	1	0.00000
Janthinobacterium	29580	G	80	0	80	0.00032
Paraburkholderia	1822464	G	1	0	1	0.00000
Azonexus	146936	G	1	0	1	0.00000
Tateyamaria	299261	G	115	0	115	0.00046
Polymorphobacter	1508451	G	43	0	43	0.00017
Sphingomonas	13687	G	2	0	2	0.00001
Sphingobium	165695	G	1	0	1	0.00000
Phreatobacter	1632780	G	21	0	21	0.00008
Agrobacterium	357	G	1	0	1	0.00000
Skermanella	204447	G	1	0	1	0.00000
Flagellimonas	444459	G	35	0	35	0.00014
Maribacter	252356	G	1	0	1	0.00000
Dokdonia	326319	G	1	0	1	0.00000
Flavisolibacter	398041	G	1	0	1	0.00000
Pseudobacter	1860196	G	1	0	1	0.00000
Pontibacter	323449	G	1	0	1	0.00000
Melioribacter	1134403	G	2	0	2	0.00001
Symmachiella	2795780	G	6	0	6	0.00002
Rubinisphaera	1649490	G	1	0	1	0.00000
Pirellula	123	G	2	0	2	0.00001
Aureliella	2795605	G	1	0	1	0.00000
Aquisphaera	1511635	G	1	0	1	0.00000
Humisphaera	2807511	G	1	0	1	0.00000
Roseibacillus	518755	G	1	0	1	0.00000
Akkermansia	239934	G	1	0	1	0.00000
Kiritimatiella	1921784	G	1	0	1	0.00000
Luteitalea	2004797	G	8	0	8	0.00003
Malaciobacter	2321114	G	5	0	5	0.00002
Bdellovibrio	958	G	2	0	2	0.00001
Myxococcus	32	G	1	0	1	0.00000
Geomonas	2651583	G	1	0	1	0.00000
Streptomyces	1883	G	19247	4	19251	0.07673
Micromonospora	1873	G	73	0	73	0.00029
Phycicoccus	367298	G	1	0	1	0.00000
Leucobacter	55968	G	1	0	1	0.00000
Corynebacterium	1716	G	1	0	1	0.00000
Mycobacterium	1763	G	1	0	1	0.00000
Rhodococcus	1827	G	1	0	1	0.00000
Gordonia	2053	G	1	0	1	0.00000
Nocardioides	1839	G	1	0	1	0.00000
Actinosynnema	40566	G	1	0	1	0.00000
Blastococcus	38501	G	1	0	1	0.00000
Rubrobacter	42255	G	1	0	1	0.00000
Raoultibacter	1926677	G	1	0	1	0.00000
Bacillus	1386	G	19057	22	19079	0.07605
Paenibacillus	44249	G	3	0	3	0.00001
Aneurinibacillus	55079	G	1	0	1	0.00000
Staphylococcus	1279	G	1	0	1	0.00000
Macrococcus	69965	G	1	0	1	0.00000
Streptococcus	1301	G	1	0	1	0.00000
Carnobacterium	2747	G	1	0	1	0.00000
Phosphitispora	2903061	G	1	0	1	0.00000
Leptolyngbya	47251	G	5	0	5	0.00002
Deinococcus	1298	G	1	0	1	0.00000
Homo	9605	G	137	0	137	0.00055
Candidatus Nitrosocosmicus	1826864	G	4	0	4	0.00002
Halogeometricum	60846	G	1	0	1	0.00000
