name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Ralstonia	48736	G	1398	0	1398	0.19712
Paraburkholderia	1822464	G	521	0	521	0.07346
Cupriavidus	106589	G	4	38	42	0.00592
Polynucleobacter	44013	G	2	0	2	0.00028
Herbaspirillum	963	G	11	17	28	0.00395
Collimonas	202907	G	2	2	4	0.00056
Variovorax	34072	G	24	0	24	0.00338
Comamonas	283	G	1	0	1	0.00014
Sodalis	84565	G	291	26	317	0.04470
Escherichia	561	G	74	213	287	0.04047
Salmonella	590	G	10	1482	1492	0.21038
Klebsiella	570	G	10	42	52	0.00733
Enterobacter	547	G	3	8	11	0.00155
Shigella	620	G	3	39	42	0.00592
Citrobacter	544	G	2	7	9	0.00127
Candidatus Ishikawella	409304	G	2	0	2	0.00028
Yersinia	629	G	14	1362	1376	0.19402
Serratia	613	G	4	6	10	0.00141
Pectobacterium	122277	G	5	2	7	0.00099
Erwinia	551	G	1	0	1	0.00014
Pantoea	53335	G	1	0	1	0.00014
Morganella	581	G	2	0	2	0.00028
Stenotrophomonas	40323	G	57	2	59	0.00832
Xanthomonas	338	G	29	3	32	0.00451
Luteibacter	242605	G	15	0	15	0.00212
Rhodanobacter	75309	G	7	0	7	0.00099
Acinetobacter	469	G	28	0	28	0.00395
Steroidobacter	469322	G	15	0	15	0.00212
Pseudomonas	286	G	10	5	15	0.00212
Shewanella	22	G	3	0	3	0.00042
Pseudoalteromonas	53246	G	1	0	1	0.00014
Vibrio	662	G	4	0	4	0.00056
Thiocapsa	1056	G	2	0	2	0.00028
Thioflavicoccus	156885	G	1	0	1	0.00014
Mergibacter	2899790	G	3	0	3	0.00042
Aeromonas	642	G	2	1	3	0.00042
Salinispirillum	1649491	G	1	0	1	0.00014
Bradyrhizobium	374	G	1	39	40	0.00564
Rhizobium	379	G	7	0	7	0.00099
Methylobacterium	407	G	2	0	2	0.00028
Sphingobium	165695	G	12	0	12	0.00169
Sphingomonas	13687	G	8	0	8	0.00113
Aurantiacibacter	2800681	G	1	0	1	0.00014
Asticcacaulis	76890	G	7	0	7	0.00099
Brevundimonas	41275	G	2	0	2	0.00028
Wolbachia	953	G	5	0	5	0.00071
Rickettsia	780	G	1	0	1	0.00014
Elioraea	457933	G	1	0	1	0.00014
Candidatus Hydrogenosomobacter	2654634	G	1	0	1	0.00014
Desulfuromonas	890	G	270	0	270	0.03807
Geobacter	28231	G	2	0	2	0.00028
Pedobacter	84567	G	55	0	55	0.00776
Sphingobacterium	28453	G	20	0	20	0.00282
Croceimicrobium	2828338	G	34	0	34	0.00479
Flavobacterium	237	G	1	0	1	0.00014
Paludibaculum	1649475	G	11	0	11	0.00155
Geothrix	44675	G	1	0	1	0.00014
Luteitalea	2004797	G	1	0	1	0.00014
Singulisphaera	466152	G	6	1	7	0.00099
Candidatus Velamenicoccus	2789201	G	1	0	1	0.00014
Bdellovibrio	958	G	1	0	1	0.00014
Enterococcus	1350	G	200	78	278	0.03920
Dellaglioa	2767880	G	5	0	5	0.00071
Streptococcus	1301	G	1	0	1	0.00014
Salicibibacter	2685905	G	66	1	67	0.00945
Bacillus	1386	G	22	152	174	0.02453
Priestia	2800373	G	11	0	11	0.00155
Alkalicoccus	2005375	G	3	0	3	0.00042
Heyndrickxia	2837504	G	1	0	1	0.00014
Radiobacillus	2785518	G	1	0	1	0.00014
Fervidibacillus	3033930	G	1	0	1	0.00014
Tumebacillus	432330	G	2	0	2	0.00028
Listeria	1637	G	1	0	1	0.00014
Paenibacillus	44249	G	1	0	1	0.00014
Geobacillus	129337	G	1	1	2	0.00028
Clostridium	1485	G	17	1	18	0.00254
Acetobacterium	33951	G	2	0	2	0.00028
Chakrabartyella	3088373	G	1	0	1	0.00014
Allobaculum	174708	G	1	0	1	0.00014
Microlunatus	29404	G	43	13	56	0.00790
Streptosporangium	2000	G	26	0	26	0.00367
Kocuria	57493	G	2	0	2	0.00028
Brachybacterium	43668	G	2	1	3	0.00042
Rathayibacter	33886	G	1	0	1	0.00014
Streptomyces	1883	G	1	0	1	0.00014
Gleimia	2692113	G	2	0	2	0.00028
Conexibacter	191494	G	2	0	2	0.00028
Dermatobacter	3075137	G	1	0	1	0.00014
Limnospira	2596745	G	1	0	1	0.00014
Leptolyngbya	47251	G	1	0	1	0.00014
Candidatus Phytoplasma	33926	G	1	0	1	0.00014
Candidatus Nanosynbacter	2093823	G	53	0	53	0.00747
Candidatus Saccharimonas	1331051	G	2	0	2	0.00028
Minisyncoccus	3238478	G	36	0	36	0.00508
Aminomonas	81411	G	4	0	4	0.00056
