name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium	374	G	145	51	196	0.00196
Rhodopseudomonas	1073	G	142	1963	2105	0.02101
Afipia	1033	G	23	0	23	0.00023
Tardiphaga	1395974	G	13	196	209	0.00209
Nitrobacter	911	G	1	11	12	0.00012
Microvirga	186650	G	312	13	325	0.00324
Methylobacterium	407	G	145	112	257	0.00257
Devosia	46913	G	417	202	619	0.00618
Enhydrobacter	212791	G	326	111	437	0.00436
Pseudorhodoplanes	1734920	G	170	59	229	0.00229
Terrihabitans	2874214	G	9	3	12	0.00012
Mesorhizobium	68287	G	306	0	306	0.00305
Hyphomicrobium	81	G	196	0	196	0.00196
Rhodomicrobium	1068	G	91	26	117	0.00117
Methyloligella	1485594	G	6	2	8	0.00008
Rhizobium	379	G	22	183	205	0.00205
Pararhizobium	1612611	G	7	0	7	0.00007
Liberibacter	34019	G	23	0	23	0.00023
Shinella	323620	G	1	0	1	0.00001
Georhizobium	2661800	G	1	0	1	0.00001
Labrys	204476	G	90	0	90	0.00090
Xanthobacter	279	G	26	2	28	0.00028
Azorhizobium	6	G	15	7	22	0.00022
Pseudolabrys	556257	G	14	7	21	0.00021
Ancylobacter	99	G	3	1	4	0.00004
Beijerinckia	532	G	71	26	97	0.00097
Methylocapsa	184923	G	24	7	31	0.00031
Methylovirgula	1156568	G	1	0	1	0.00001
Phreatobacter	1632780	G	108	71	179	0.00179
Salinarimonas	690086	G	87	57	144	0.00144
Chenggangzhangella	2041902	G	83	40	123	0.00123
Blastochloris	59282	G	68	0	68	0.00068
Kaistia	166953	G	58	36	94	0.00094
Anderseniella	444432	G	31	14	45	0.00045
Terrirubrum	3142786	G	26	9	35	0.00035
Cohaesibacter	655352	G	20	0	20	0.00020
Afifella	643217	G	12	5	17	0.00017
Methyloraptor	3382645	G	9	5	14	0.00014
Brucella	234	G	9	2993	3002	0.02996
Martelella	293088	G	3	1	4	0.00004
Aureimonas	414371	G	3	0	3	0.00003
Aurantimonas	182269	G	1	0	1	0.00001
Methylocystis	133	G	6	1	7	0.00007
Pleomorphomonas	261933	G	4	2	6	0.00006
Bartonella	773	G	3	0	3	0.00003
Bosea	85413	G	2	0	2	0.00002
Chelatococcus	28209	G	2	0	2	0.00002
Lichenihabitans	2723776	G	1	0	1	0.00001
Acuticoccus	1904377	G	1	0	1	0.00001
Sphingomonas	13687	G	3751	699	4450	0.04442
Sphingobium	165695	G	235	2	237	0.00237
Novosphingobium	165696	G	28	8	36	0.00036
Sphingopyxis	165697	G	25	0	25	0.00025
Parasphingopyxis	1234545	G	2	0	2	0.00002
Sphingomicrobium	1227948	G	1	0	1	0.00001
Erythrobacter	1041	G	55	428	483	0.00482
Tsuneonella	2800686	G	54	120	174	0.00174
Qipengyuania	1855416	G	6	26	32	0.00032
Croceibacterium	2676755	G	3	5	8	0.00008
Alteriqipengyuania	2800680	G	1	6	7	0.00007
Sphingosinicella	335405	G	71	42	113	0.00113
Sandaracinobacteroides	2883109	G	3	1	4	0.00004
Zymomonas	541	G	39	3	42	0.00042
Hypericibacter	2705399	G	212	4	216	0.00216
Skermanella	204447	G	87	0	87	0.00087
Niveispirillum	1543704	G	41	17	58	0.00058
Azospirillum	191	G	15	4	19	0.00019
Caenispirillum	414051	G	114	72	186	0.00186
Ferrovibrio	1231242	G	24	10	34	0.00034
Pararhodospirillum	1612157	G	18	5	23	0.00023
Terasakiella	196080	G	6	0	6	0.00006
