name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Burkholderia	32008	G	281	21495	21776	0.46809
Ralstonia	48736	G	89	1	90	0.00193
Cupriavidus	106589	G	86	17	103	0.00221
Paraburkholderia	1822464	G	31	2	33	0.00071
Candidatus Vallotia	2018044	G	29	1	30	0.00064
Robbsia	2038280	G	7	1	8	0.00017
Caballeronia	1827195	G	3	0	3	0.00006
Polynucleobacter	44013	G	1	0	1	0.00002
Mycoavidus	1810868	G	1	0	1	0.00002
Pararobbsia	2718863	G	1	0	1	0.00002
Massilia	149698	G	34	51	85	0.00183
Pseudoduganella	1522432	G	21	19	40	0.00086
Noviherbaspirillum	1344552	G	21	5	26	0.00056
Herbaspirillum	963	G	1	0	1	0.00002
Variovorax	34072	G	24	0	24	0.00052
Limnohabitans	665874	G	17	0	17	0.00037
Vandammella	2919468	G	2	18	20	0.00043
Comamonas	283	G	2	62	64	0.00138
Tepidimonas	114248	G	32	10	42	0.00090
Turicimonas	1918598	G	14	0	14	0.00030
Taylorella	29574	G	8	34	42	0.00090
Basilea	1472344	G	2	0	2	0.00004
Bordetella	517	G	1	3	4	0.00009
Achromobacter	222	G	1	0	1	0.00002
Niveibacterium	1769726	G	94	38	132	0.00284
Azospira	146937	G	1	0	1	0.00002
Ferribacterium	88875	G	2	14	16	0.00034
Thauera	33057	G	2	1	3	0.00006
Sideroxyarcus	2943286	G	12	37	49	0.00105
Ferriphaselus	1443590	G	1	2	3	0.00006
Thiobacillus	919	G	7	31	38	0.00082
Nitrosomonas	914	G	1	0	1	0.00002
Jeongeupia	885864	G	2	0	2	0.00004
Vogesella	57739	G	15	6	21	0.00045
Kingella	32257	G	4	2	6	0.00013
Rhodopseudomonas	1073	G	22	11761	11783	0.25328
Bradyrhizobium	374	G	14	990	1004	0.02158
Nitrobacter	911	G	6	2213	2219	0.04770
Afipia	1033	G	1	0	1	0.00002
Methylobacterium	407	G	117	8	125	0.00269
Microvirga	186650	G	1	2	3	0.00006
Labrys	204476	G	79	0	79	0.00170
Xanthobacter	279	G	1	1	2	0.00004
Rhizobium	379	G	44	0	44	0.00095
Methylocystis	133	G	42	0	42	0.00090
Bartonella	773	G	25	0	25	0.00054
Enhydrobacter	212791	G	15	11	26	0.00056
Terrihabitans	2874214	G	1	1	2	0.00004
Hyphomicrobium	81	G	12	0	12	0.00026
Pleomorphomonas	261933	G	11	21	32	0.00069
Anderseniella	444432	G	5	2	7	0.00015
Devosia	46913	G	2	0	2	0.00004
Methyloraptor	3382645	G	2	4	6	0.00013
Brucella	234	G	1	2	3	0.00006
Aureimonas	414371	G	1	0	1	0.00002
Phreatobacter	1632780	G	1	1	2	0.00004
Sphingomonas	13687	G	165	112	277	0.00595
Novosphingobium	165696	G	15	0	15	0.00032
Sphingomicrobium	1227948	G	1	0	1	0.00002
Sphingosinicella	335405	G	29	11	40	0.00086
Tsuneonella	2800686	G	1	0	1	0.00002
Hypericibacter	2705399	G	145	0	145	0.00312
Azospirillum	191	G	39	12	51	0.00110
Varunaivibrio	1866954	G	10	1	11	0.00024
