name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Rhodopseudomonas	1073	G	6	1756	1762	0.23166
Bradyrhizobium	374	G	3	176	179	0.02353
Nitrobacter	911	G	3	592	595	0.07823
Methylobacterium	407	G	123	3	126	0.01657
Liberibacter	34019	G	2	0	2	0.00026
Xanthobacter	279	G	2	2	4	0.00053
Anderseniella	444432	G	1	0	1	0.00013
Methyloraptor	3382645	G	1	1	2	0.00026
Kaistia	166953	G	1	1	2	0.00026
Sphingomonas	13687	G	84	81	165	0.02169
Sphingobium	165695	G	1	0	1	0.00013
Wolbachia	953	G	1	1	2	0.00026
Rickettsia	780	G	1	0	1	0.00013
Kozakia	153497	G	1	0	1	0.00013
Lichenicola	2804525	G	1	0	1	0.00013
Caulobacter	75	G	1	0	1	0.00013
Escherichia	561	G	39	52	91	0.01196
Salmonella	590	G	24	2537	2561	0.33671
Klebsiella	570	G	20	48	68	0.00894
Enterobacter	547	G	6	9	15	0.00197
Candidatus Regiella	568988	G	1	0	1	0.00013
Candidatus Hoaglandella	1906659	G	1	0	1	0.00013
Candidatus Mikella	1906660	G	1	0	1	0.00013
Citrobacter	544	G	3	1	4	0.00053
Candidatus Profftia	1177214	G	2	0	2	0.00026
Candidatus Moranella	1048757	G	2	0	2	0.00026
Atlantibacter	1903434	G	1	0	1	0.00013
Shigella	620	G	1	6	7	0.00092
Sodalis	84565	G	94	6	100	0.01315
Serratia	613	G	9	7	16	0.00210
Yersinia	629	G	5	503	508	0.06679
Pantoea	53335	G	5	1	6	0.00079
Erwinia	551	G	3	0	3	0.00039
Dickeya	204037	G	5	0	5	0.00066
Pectobacterium	122277	G	3	1	4	0.00053
Morganella	581	G	2	0	2	0.00026
Proteus	583	G	1	0	1	0.00013
Providencia	586	G	1	1	2	0.00026
Gallaecimonas	745410	G	1	0	1	0.00013
Pseudomonas	286	G	383	14	397	0.05220
Stenotrophomonas	40323	G	64	8	72	0.00947
Xanthomonas	338	G	20	5	25	0.00329
Xylella	2370	G	1	1	2	0.00026
Luteibacter	242605	G	5	1	6	0.00079
Dyella	231454	G	3	2	5	0.00066
Acinetobacter	469	G	20	0	20	0.00263
Vibrio	662	G	8	23	31	0.00408
Shewanella	22	G	4	0	4	0.00053
Moritella	58050	G	2	0	2	0.00026
Pseudoalteromonas	53246	G	1	0	1	0.00013
Thioflavicoccus	156885	G	5	0	5	0.00066
Thiocapsa	1056	G	1	0	1	0.00013
Allochromatium	85072	G	1	0	1	0.00013
Zhongshania	1434050	G	3	0	3	0.00039
Candidatus Paraluminiphilus	3040948	G	1	0	1	0.00013
Aeromonas	642	G	3	0	3	0.00039
Marinomonas	28253	G	1	0	1	0.00013
Salinispirillum	1649491	G	1	0	1	0.00013
Rickettsiella	59195	G	1	0	1	0.00013
Methylomarinovum	1486720	G	1	0	1	0.00013
Candidatus Nardonella	204619	G	1	0	1	0.00013
Steroidobacter	469322	G	1	0	1	0.00013
Kangiella	261963	G	1	0	1	0.00013
Thiosulfatimonas	2781121	G	1	0	1	0.00013
Paraburkholderia	1822464	G	4	0	4	0.00053
Burkholderia	32008	G	3	121	124	0.01630
Ralstonia	48736	G	3	0	3	0.00039
Polynucleobacter	44013	G	2	0	2	0.00026
Cupriavidus	106589	G	1	1	2	0.00026
Pseudoduganella	1522432	G	32	29	61	0.00802
Massilia	149698	G	16	15	31	0.00408
Duganella	75654	G	5	0	5	0.00066
Janthinobacterium	29580	G	11	0	11	0.00145
Herbaspirillum	963	G	6	0	6	0.00079
Variovorax	34072	G	3	16	19	0.00250
Taylorella	29574	G	5	0	5	0.00066
Basilea	1472344	G	2	0	2	0.00026
Oligella	90243	G	1	0	1	0.00013
Vogesella	57739	G	10	7	17	0.00224
Aquitalea	407217	G	1	0	1	0.00013
Nitrosomonas	914	G	2	0	2	0.00026
Ferrovum	416212	G	1	0	1	0.00013
Desulfuromonas	890	G	94	0	94	0.01236
Geoalkalibacter	392332	G	36	0	36	0.00473
Geobacter	28231	G	1	0	1	0.00013
Candidatus Desulfofervidus	1902583	G	1	0	1	0.00013
Chitinophaga	79328	G	91	3	94	0.01236
Niastella	354354	G	2	0	2	0.00026
Flavisolibacter	398041	G	1	0	1	0.00013
Paraflavitalea	2698688	G	1	0	1	0.00013
Chryseobacterium	59732	G	2	0	2	0.00026
Flavobacterium	237	G	2	2	4	0.00053
Mucilaginibacter	423349	G	4	0	4	0.00053
Candidatus Cardinium	273135	G	1	0	1	0.00013
Spirosoma	107	G	1	0	1	0.00013
Alistipes	239759	G	1	0	1	0.00013
Rhodocaloribacter	2893090	G	1	0	1	0.00013
Gemmatimonas	173479	G	2	0	2	0.00026
Candidatus Rhabdochlamydia	292833	G	2	0	2	0.00026
Candidatus Neptunochlamydia	1891669	G	1	0	1	0.00013
Candidatus Korobacter	658061	G	1	0	1	0.00013
Luteitalea	2004797	G	1	0	1	0.00013
Nitrospira	1234	G	1	0	1	0.00013
Chondromyces	50	G	1	0	1	0.00013
Enterococcus	1350	G	68	17	85	0.01118
Dellaglioa	2767880	G	6	0	6	0.00079
Companilactobacillus	2767879	G	2	0	2	0.00026
Paenibacillus	44249	G	23	1	24	0.00316
Priestia	2800373	G	8	0	8	0.00105
Bacillus	1386	G	4	6	10	0.00131
Peribacillus	2675229	G	1	1	2	0.00026
Anoxybacillus	150247	G	3	0	3	0.00039
Staphylococcus	1279	G	1	0	1	0.00013
Polycladomyces	1348505	G	1	0	1	0.00013
Clostridium	1485	G	4	0	4	0.00053
Solibaculum	2842531	G	1	0	1	0.00013
Peptoniphilus	162289	G	1	0	1	0.00013
Corynebacterium	1716	G	9	0	9	0.00118
Lawsonella	1847725	G	4	0	4	0.00053
Mycobacterium	1763	G	1	1	2	0.00026
Streptomyces	1883	G	3	0	3	0.00039
Cutibacterium	1912216	G	6	1	7	0.00092
Cellulomonas	1707	G	1	1	2	0.00026
Kocuria	57493	G	1	0	1	0.00013
Bifidobacterium	1678	G	2	0	2	0.00026
Jatrophihabitans	1434010	G	1	0	1	0.00013
Scrofimicrobium	2815785	G	1	0	1	0.00013
Pseudofrankia	2994363	G	1	0	1	0.00013
Amycolatopsis	1813	G	1	0	1	0.00013
Thermoleophilum	192992	G	3	0	3	0.00039
Chloroflexus	1107	G	1	0	1	0.00013
Thermobaculum	262406	G	1	0	1	0.00013
Leptolyngbya	47251	G	1	0	1	0.00013
Minisyncoccus	3238478	G	9	0	9	0.00118
Oceanithermus	208447	G	1	0	1	0.00013
