name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Paraburkholderia tropica	92647	S	53	142	195	0.03303
Burkholderia pseudomallei	28450	S	4	376	380	0.06437
Cupriavidus metallidurans	119219	S	1	1	2	0.00034
Thauera sp. K11	2005884	S	37	345	382	0.06471
Sodalis ligni	2697027	S	222	21	243	0.04117
Candidatus Moranella endobia	1048758	S	35	0	35	0.00593
Escherichia coli	562	S	29	80	109	0.01847
Salmonella enterica	28901	S	6	1273	1279	0.21667
Klebsiella pneumoniae	573	S	3	16	19	0.00322
Klebsiella aerogenes	548	S	1	0	1	0.00017
Enterobacter ludwigii	299767	S	1	2	3	0.00051
Superficieibacter sp. HKU1	3031919	S	1	0	1	0.00017
Citrobacter gillenii	67828	S	1	2	3	0.00051
Proteus mirabilis	584	S	17	2	19	0.00322
Morganella morganii	582	S	1	0	1	0.00017
Yersinia pestis	632	S	3	745	748	0.12672
Serratia marcescens	615	S	1	1	2	0.00034
Serratia plymuthica	82996	S	1	2	3	0.00051
Pectobacterium parmentieri	1905730	S	2	1	3	0.00051
Candidatus Pantoea carbekii	1235990	S	1	0	1	0.00017
Dyella terrae	522259	S	13	19	32	0.00542
Stenotrophomonas maltophilia	40324	S	3	25	28	0.00474
Xanthomonas albilineans	29447	S	9	1	10	0.00169
Metapseudomonas furukawaii	1149133	S	20	6	26	0.00440
Pseudomonas putida	303	S	1	2	3	0.00051
Pseudomonas aeruginosa	287	S	1	5	6	0.00102
Thioflavicoccus mobilis	80679	S	4	0	4	0.00068
Steroidobacter denitrificans	465721	S	13	0	13	0.00220
Shewanella bicestrii	2018305	S	5	1	6	0.00102
Shewanella baltica	62322	S	3	0	3	0.00051
Moritella marina	90736	S	1	0	1	0.00017
Acinetobacter pittii	48296	S	2	0	2	0.00034
Acinetobacter baumannii	470	S	1	1	2	0.00034
Candidatus Paraluminiphilus aquimaris	2518994	S	2	0	2	0.00034
Aeromonas sp. 2692-1	2560029	S	1	0	1	0.00017
Aeromonas veronii	654	S	1	0	1	0.00017
Sulfurifustis variabilis	1675686	S	1	0	1	0.00017
Mergibacter septicus	221402	S	1	0	1	0.00017
Rhizobium ruizarguesonis	2081791	S	1	99	100	0.01694
Methylobacterium radiodurans	2202828	S	1	66	67	0.01135
Phreatobacter stygius	1940610	S	51	61	112	0.01897
Kaistia sp. 32K	2795690	S	8	12	20	0.00339
Devosia sp. A16	1736675	S	1	0	1	0.00017
Tsuneonella sp. CC-YZS046	3042152	S	56	30	86	0.01457
Croceibacterium aestuarii	3064139	S	26	15	41	0.00695
Croceibacterium sp. TMG7-5b_MA50	3121290	S	1	0	1	0.00017
Sphingomonas sp. DBB INV C78	3349434	S	16	15	31	0.00525
Sphingomonas rhizophila	2071607	S	11	23	34	0.00576
Caenispirillum salinarum	859058	S	1	0	1	0.00017
Wolbachia endosymbiont (group A) of Agelastica alni	3066130	S	1	98	99	0.01677
Commensalibacter melissae	2070537	S	1	44	45	0.00762
Caulobacter mirabilis	69666	S	11	5	16	0.00271
Caulobacter sp. NIBR1757	3016000	S	2	0	2	0.00034
Niabella ginsenosidivorans	1176587	S	39	14	53	0.00898
