name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Nitrobacter hamburgensis	912	S	3	1694	1697	0.06611
Rhodopseudomonas palustris	1076	S	1	701	702	0.02735
Rhodopseudomonas boonkerdii	475937	S	1	975	976	0.03802
Agrobacterium tumefaciens	358	S	2	685	687	0.02676
Methylobacterium radiotolerans	31998	S	44	323	367	0.01430
Methylobacterium radiodurans	2202828	S	3	0	3	0.00012
Enhydrobacter sp.	1894999	S	327	28	355	0.01383
Anderseniella sp. Alg231-50	1922226	S	217	8	225	0.00877
Rhodomicrobium lacus	2498452	S	147	10	157	0.00612
Pseudolabrys taiwanensis	331696	S	9	1	10	0.00039
Ancylobacter polymorphus	223390	S	2	0	2	0.00008
Xanthobacter dioxanivorans	2528964	S	1	0	1	0.00004
Methylocapsa sp. D3K7	3041435	S	29	1	30	0.00117
Beijerinckia indica	533	S	10	0	10	0.00039
Phreatobacter cathodiphilus	1868589	S	13	2	15	0.00058
Phreatobacter stygius	1940610	S	8	0	8	0.00031
Kaistia sp. 32K	2795690	S	5	0	5	0.00019
Brucella melitensis	29459	S	2	461	463	0.01804
Brucella intermedia	94625	S	2	0	2	0.00008
Salinarimonas sp.	2766526	S	1	0	1	0.00004
Sphingomonas sp. M1-B02	3114300	S	56	222	278	0.01083
Sphingomonas morindae	1541170	S	6	19	25	0.00097
Sphingomonas rhizophila	2071607	S	3	8	11	0.00043
Sphingomonas flavalba	2559804	S	1	4	5	0.00019
Sphingosinicella microcystinivorans	335406	S	200	39	239	0.00931
Altererythrobacter sp. B11	2060312	S	1	9	10	0.00039
Niveispirillum cyanobacteriorum	1612173	S	5	11	16	0.00062
Azospirillum baldaniorum	1064539	S	1	6	7	0.00027
Ferrovibrio terrae	2594003	S	1	1	2	0.00008
Pararhodospirillum photometricum	1084	S	1	1	2	0.00008
Phenylobacterium sp. NIBR 498073	3015177	S	27	3	30	0.00117
Terricaulis silvestris	2686094	S	18	0	18	0.00070
Asticcacaulis sp. MM231	3157666	S	16	1	17	0.00066
Wolbachia endosymbiont of Rhagoletis cingulata	1220542	S	44	2	46	0.00179
Wolbachia endosymbiont (group A) of Agelastica alni	3066130	S	1	0	1	0.00004
Rickettsia conorii	781	S	2	0	2	0.00008
Orientia tsutsugamushi	784	S	1	0	1	0.00004
Oceanicaulis alexandrii	153233	S	16	0	16	0.00062
Gimibacter soli	3024400	S	1	1	2	0.00008
Gemmobacter fulvus	2840474	S	1	0	1	0.00004
Roseomonas sp. CCTCC AB2023176	3342640	S	1	0	1	0.00004
Escherichia coli	562	S	207	256	463	0.01804
Salmonella enterica	28901	S	107	8395	8502	0.33120
Klebsiella pneumoniae	573	S	41	118	159	0.00619
Klebsiella variicola	244366	S	4	18	22	0.00086
Klebsiella quasipneumoniae	1463165	S	1	0	1	0.00004
Klebsiella aerogenes	548	S	4	0	4	0.00016
Klebsiella sp. PL-2018	2851540	S	2	0	2	0.00008
Enterobacter ludwigii	299767	S	14	16	30	0.00117
Enterobacter cloacae	550	S	1	0	1	0.00004
Enterobacter bugandensis	881260	S	5	4	9	0.00035
