name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sodalis ligni	2697027	S	3225	184	3409	0.05147
Candidatus Sodalis pierantonius	1486991	S	4	0	4	0.00006
Escherichia coli	562	S	295	1858	2153	0.03251
Salmonella enterica	28901	S	275	22785	23060	0.34818
Klebsiella pneumoniae	573	S	188	815	1003	0.01514
Klebsiella quasipneumoniae	1463165	S	13	6	19	0.00029
Klebsiella aerogenes	548	S	17	2	19	0.00029
Klebsiella sp. PL-2018	2851540	S	10	3	13	0.00020
Klebsiella electrica	1259973	S	5	0	5	0.00008
Klebsiella michiganensis	1134687	S	3	1	4	0.00006
Klebsiella oxytoca	571	S	1	0	1	0.00002
Enterobacter ludwigii	299767	S	82	53	135	0.00204
Enterobacter cloacae	550	S	3	0	3	0.00005
Enterobacter bugandensis	881260	S	22	10	32	0.00048
Enterobacter sp. C2	2870346	S	11	0	11	0.00017
Enterobacter soli	885040	S	1	0	1	0.00002
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	16	0	16	0.00024
Candidatus Regiella endosymbiont of Tuberolachnus salignus	3077956	S	1	0	1	0.00002
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	S	10	0	10	0.00015
Candidatus Hoaglandella endobia	1778263	S	2	0	2	0.00003
Candidatus Mikella endobia	1778264	S	1	0	1	0.00002
Citrobacter gillenii	67828	S	14	20	34	0.00051
Citrobacter portucalensis	1639133	S	4	2	6	0.00009
Citrobacter enshiensis	2971264	S	9	0	9	0.00014
Enterobacteriaceae endosymbiont of Plateumaris sericea	2675797	S	18	3	21	0.00032
Plesiomonas shigelloides	703	S	18	0	18	0.00027
Candidatus Moranella endobia	1048758	S	15	0	15	0.00023
Superficieibacter sp. HKU1	3031919	S	14	0	14	0.00021
Shigella flexneri	623	S	9	44	53	0.00080
Candidatus Ishikawella capsulata	168169	S	8	0	8	0.00012
Yersinia pestis	632	S	81	15822	15903	0.24012
Yersinia entomophaga	935293	S	23	0	23	0.00035
Yersinia mollaretii	33060	S	17	0	17	0.00026
Yersinia enterocolitica	630	S	6	11	17	0.00026
Yersinia sp. HM-2024	3344550	S	1	0	1	0.00002
Serratia sp. CMO1	2785630	S	7	21	28	0.00042
Serratia liquefaciens	614	S	5	1	6	0.00009
Serratia plymuthica	82996	S	5	10	15	0.00023
Serratia marcescens	615	S	3	2	5	0.00008
Serratia symbiotica	138074	S	2	0	2	0.00003
Arsenophonus endosymbiont of Aphis craccivora	1231049	S	70	11	81	0.00122
Morganella morganii	582	S	13	0	13	0.00020
Candidatus Providencia siddallii	1715285	S	11	0	11	0.00017
Proteus mirabilis	584	S	7	0	7	0.00011
Pectobacterium parmentieri	1905730	S	47	24	71	0.00107
Pectobacterium zantedeschiae	2034769	S	1	0	1	0.00002
Dickeya solani	1089444	S	10	0	10	0.00015
Candidatus Pantoea carbekii	1235990	S	16	0	16	0.00024
Pantoea dispersa	59814	S	2	0	2	0.00003
Pantoea sp. At-9b	592316	S	1	0	1	0.00002
Erwinia tracheiphila	65700	S	1	0	1	0.00002
Pragia fontium	82985	S	1	0	1	0.00002
Gallaecimonas sp. GXIMD4217	3131927	S	1	0	1	0.00002
Stenotrophomonas sp. LGBM10	3390038	S	3	97	100	0.00151
Lysobacter sp. KIS68-7	2904252	S	1	11	12	0.00018
Xanthomonas oryzae	347	S	1	47	48	0.00072
Xanthomonas axonopodis	53413	S	1	0	1	0.00002
Luteibacter anthropi	564369	S	8	68	76	0.00115
Dyella sp. BiH032	3075430	S	4	18	22	0.00033
Tahibacter amnicola	2976241	S	2	2	4	0.00006
Shewanella baltica	62322	S	16	6	22	0.00033
Shewanella bicestrii	2018305	S	10	6	16	0.00024
Pseudoalteromonas sp. A41-2	2785910	S	19	2	21	0.00032
Psychromonas sp. GE-S-Ul-11	3241170	S	4	0	4	0.00006
Pseudidiomarina sp. YC-516-91	3384452	S	1	0	1	0.00002
Allochromatium tepidum	553982	S	15	0	15	0.00023
Thioflavicoccus mobilis	80679	S	1	0	1	0.00002
Ectothiorhodosinus mongolicus	233100	S	1	0	1	0.00002
Aeromonas veronii	654	S	43	5	48	0.00072
Aeromonas sp. 2692-1	2560029	S	9	2	11	0.00017
Aeromonas sp. 19NY04SH05-1	2920537	S	2	1	3	0.00005
Zobellella denitrificans	347534	S	2	0	2	0.00003
Pseudomonas putida	303	S	15	20	35	0.00053
Pseudomonas sp. NS1(2017)	2025658	S	9	4	13	0.00020
Pseudomonas leptonychotis	2448482	S	5	0	5	0.00008
Stutzerimonas stutzeri	316	S	1	0	1	0.00002
Vibrio sp. THAF191d	2661922	S	22	213	235	0.00355
Vibrio cholerae	666	S	13	0	13	0.00020
Vibrio tapetis	52443	S	3	0	3	0.00005
Vibrio harveyi	669	S	1	0	1	0.00002
Candidatus Legionella polyplacis	2005262	S	18	0	18	0.00027
Legionella lytica	96232	S	9	4	13	0.00020
Aquicella siphonis	254247	S	3	9	12	0.00018
Acinetobacter baumannii	470	S	7	12	19	0.00029
Acinetobacter pittii	48296	S	2	1	3	0.00005
Moraxella haemolytica	2904119	S	1	0	1	0.00002
Steroidobacter denitrificans	465721	S	27	0	27	0.00041
Candidatus Carsonella ruddii	114186	S	1	0	1	0.00002
Salinispirillum sp. LH 10-3-1	2952525	S	1	0	1	0.00002
Algiphilus sp.	1872431	S	8	0	8	0.00012
Mergibacter septicus	221402	S	3	0	3	0.00005
Pasteurella multocida	747	S	1	0	1	0.00002
Methylomarinovum caldicuralii	438856	S	2	0	2	0.00003
Celerinatantimonas diazotrophica	412034	S	3	0	3	0.00005
Aequoribacter fuscus	2518989	S	1	0	1	0.00002
Candidatus Paraluminiphilus aquimaris	2518994	S	1	0	1	0.00002
