name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Rhodopseudomonas palustris	1076	S	3	735	738	0.09919
Rhodopseudomonas boonkerdii	475937	S	3	1021	1024	0.13763
Bradyrhizobium prioriisuperbiae	2854389	S	3	176	179	0.02406
Nitrobacter hamburgensis	912	S	3	592	595	0.07997
Methylobacterium radiotolerans	31998	S	1	125	126	0.01694
Xanthobacter dioxanivorans	2528964	S	2	2	4	0.00054
Anderseniella sp. Alg231-50	1922226	S	1	0	1	0.00013
Methyloraptor flagellatus	3162530	S	1	1	2	0.00027
Kaistia sp. 32K	2795690	S	1	1	2	0.00027
Sphingomonas morindae	1541170	S	10	110	120	0.01613
Sphingomonas kaistensis	298708	S	2	24	26	0.00349
Sphingomonas sp. MMS24-J13	3238686	S	1	6	7	0.00094
Sphingomonas profundi	2681549	S	1	10	11	0.00148
Wolbachia endosymbiont of Rhagoletis cingulata	1220542	S	1	1	2	0.00027
Rickettsia endosymbiont of Aspidapion aeneum	3066247	S	1	0	1	0.00013
Kozakia baliensis	153496	S	1	0	1	0.00013
Lichenicola sp.	2804529	S	1	0	1	0.00013
Caulobacter mirabilis	69666	S	1	0	1	0.00013
Escherichia coli	562	S	38	52	90	0.01210
Escherichia albertii	208962	S	1	0	1	0.00013
Salmonella enterica	28901	S	24	2537	2561	0.34422
Klebsiella pneumoniae	573	S	13	45	58	0.00780
Klebsiella quasipneumoniae	1463165	S	1	0	1	0.00013
Klebsiella sp. PL-2018	2851540	S	4	1	5	0.00067
Klebsiella aerogenes	548	S	1	0	1	0.00013
Klebsiella electrica	1259973	S	1	0	1	0.00013
Enterobacter ludwigii	299767	S	4	4	8	0.00108
Enterobacter bugandensis	881260	S	2	1	3	0.00040
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	3	0	3	0.00040
Candidatus Regiella endosymbiont of Tuberolachnus salignus	3077956	S	1	0	1	0.00013
Candidatus Hoaglandella endobia	1778263	S	1	0	1	0.00013
Candidatus Mikella endobia	1778264	S	1	0	1	0.00013
