name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium canariense	255045	S	4	26	30	0.00030
Bradyrhizobium sp. 200	2782665	S	2	22	24	0.00024
Bradyrhizobium diazoefficiens	1355477	S	1	185	186	0.00184
Rhodopseudomonas palustris	1076	S	43	673	716	0.00707
Tardiphaga alba	340268	S	7	120	127	0.00125
Devosia sp. A16	1736675	S	331	406	737	0.00727
Devosia sp. MC521	2759954	S	4	5	9	0.00009
Devosia sp. SL43	2806348	S	1	3	4	0.00004
Devosia beringensis	2657486	S	13	51	64	0.00063
Devosia neptuniae	191302	S	1	2	3	0.00003
Devosia rhizoryzae	2774137	S	1	2	3	0.00003
Microvirga thermotolerans	2651334	S	7	189	196	0.00193
Microvirga sp. RSM25	3273802	S	6	309	315	0.00311
Methylobacterium durans	2202825	S	3	1	4	0.00004
Methylobacterium sp. 17Sr1-1	2202826	S	1	1	2	0.00002
Methylobacterium sp. CB376	3138063	S	1	537	538	0.00531
Methylobacterium radiodurans	2202828	S	2	1	3	0.00003
Hyphomicrobium denitrificans	53399	S	6	347	353	0.00348
Rhodomicrobium lacus	2498452	S	102	29	131	0.00129
Methyloligella sp. GL2	2742204	S	3	0	3	0.00003
Mesorhizobium sp. NBSH29	2654249	S	15	272	287	0.00283
Mesorhizobium sp. DCY119	2108445	S	1	56	57	0.00056
Aminobacter sp. UC22_36	3374549	S	19	9	28	0.00028
Aquibium microcysteis	675281	S	11	4	15	0.00015
Chelativorans sp. AA-79	3028735	S	1	0	1	0.00001
Rhizobium gallicum	56730	S	2	38	40	0.00039
Rhizobium leguminosarum	384	S	1	206	207	0.00204
Agrobacterium tumefaciens	358	S	1	29	30	0.00030
Liberibacter crescens	1273132	S	8	14	22	0.00022
Candidatus Liberibacter americanus	309868	S	1	6	7	0.00007
Sinorhizobium meliloti	382	S	2	60	62	0.00061
Enhydrobacter sp.	1894999	S	281	71	352	0.00347
Pseudorhodoplanes sinuspersici	1235591	S	81	17	98	0.00097
Terrihabitans soli	708113	S	5	1	6	0.00006
Nordella sp. HKS 07	2712222	S	3	0	3	0.00003
Kaistia sp. 32K	2795690	S	237	99	336	0.00332
Xanthobacter dioxanivorans	2528964	S	1	127	128	0.00126
Pseudolabrys taiwanensis	331696	S	16	5	21	0.00021
Pseudolabrys sp. FHR47	2562284	S	5	1	6	0.00006
Azorhizobium caulinodans	7	S	8	2	10	0.00010
Ancylobacter polymorphus	223390	S	5	2	7	0.00007
Phreatobacter cathodiphilus	1868589	S	75	35	110	0.00109
Phreatobacter stygius	1940610	S	35	11	46	0.00045
Beijerinckia indica	533	S	60	14	74	0.00073
Methylovirgula sp. 4M-Z18	2293567	S	1	5	6	0.00006
Methylocapsa sp. D3K7	3041435	S	5	0	5	0.00005
Salinarimonas sp.	2766526	S	66	30	96	0.00095
Chenggangzhangella methanolivorans	1437009	S	42	14	56	0.00055
Martelella sp. AD-3	686597	S	7	11	18	0.00018
Martelella endophytica	1486262	S	3	1	4	0.00004
Aurantimonas sp. HBX-1	2906072	S	1	0	1	0.00001
Anderseniella sp. Alg231-50	1922226	S	13	2	15	0.00015
Parvibaculum lavamentivorans	256618	S	1	6	7	0.00007
Afifella sp. YEN Y35	3388337	S	12	3	15	0.00015
Brucella melitensis	29459	S	6	3804	3810	0.03760
Brucella intermedia	94625	S	2	0	2	0.00002
Terrirubrum flagellatum	2895980	S	8	1	9	0.00009
Methyloraptor flagellatus	3162530	S	6	2	8	0.00008
uncultured Pleomorphomonas sp.	442121	S	3	1	4	0.00004
Roseitalea porphyridii	1852022	S	2	0	2	0.00002
Methylocystis heyeri	391905	S	1	0	1	0.00001
Sphingomonas rhizophila	2071607	S	260	413	673	0.00664
Sphingomonas daechungensis	1176646	S	149	149	298	0.00294
Sphingomonas sabuli	2764186	S	140	167	307	0.00303
Sphingomonas sediminicola	386874	S	93	95	188	0.00186
Sphingomonas sp. M1-B02	3114300	S	88	160	248	0.00245
Sphingomonas sp. MMS24-J13	3238686	S	2	1	3	0.00003
Sphingomonas sp. SUN019	2937788	S	1	1	2	0.00002
Sphingomonas sp. DBB INV C78	3349434	S	1	0	1	0.00001
Sphingomonas morindae	1541170	S	36	57	93	0.00092
Sphingomonas kaistensis	298708	S	24	50	74	0.00073
Sphingomonas flavalba	2559804	S	17	26	43	0.00042
Sphingomonas xanthus	2594473	S	14	19	33	0.00033
Sphingomonas sanxanigenens	397260	S	13	34	47	0.00046
Sphingomonas profundi	2681549	S	11	16	27	0.00027
Sphingomonas changnyeongensis	2698679	S	9	14	23	0.00023
