name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sphingomonas rhizophila	2071607	S	1802	3112	4914	0.05131
Sphingomonas flavalba	2559804	S	673	925	1598	0.01669
Sphingomonas sp. MMS24-J13	3238686	S	62	40	102	0.00107
Sphingomonas sp. M1-B02	3114300	S	46	87	133	0.00139
Sphingomonas sp. SUN019	2937788	S	1	1	2	0.00002
Sphingomonas sp. AP4-R1	2735134	S	1	0	1	0.00001
Sphingomonas morindae	1541170	S	93	153	246	0.00257
Sphingomonas sediminicola	386874	S	81	91	172	0.00180
Sphingomonas profundi	2681549	S	78	118	196	0.00205
Sphingomonas sabuli	2764186	S	61	73	134	0.00140
Sphingomonas nostoxanthinifaciens	2872652	S	33	50	83	0.00087
Sphingomonas daechungensis	1176646	S	22	23	45	0.00047
Sphingomonas abietis	3012344	S	17	22	39	0.00041
Sphingomonas kaistensis	298708	S	7	16	23	0.00024
Sphingomonas changnyeongensis	2698679	S	6	8	14	0.00015
Sphingomonas piscis	2714943	S	6	5	11	0.00011
Sphingomonas sanxanigenens	397260	S	4	7	11	0.00011
Sphingomonas xanthus	2594473	S	2	3	5	0.00005
Sphingomonas lacunae	2698828	S	2	0	2	0.00002
Sphingomonas endolithica	2972485	S	1	2	3	0.00003
Sphingobium sp. SYK-6	627192	S	30	41	71	0.00074
Novosphingobium sp. Gsoil 351	2675225	S	1	3	4	0.00004
Novosphingobium sp. ZN18A2	3079861	S	1	6	7	0.00007
Parasphingopyxis algicola	2026624	S	2	0	2	0.00002
Novosphingopyxis sp.	2709690	S	1	0	1	0.00001
Zymomonas mobilis	542	S	786	35	821	0.00857
Tsuneonella sp. CC-YZS046	3042152	S	59	232	291	0.00304
Qipengyuania soli	2782568	S	12	112	124	0.00129
Erythrobacter sp. Alg231-14	1922225	S	9	13	22	0.00023
Erythrobacter sp. 3-20A1M	2653850	S	2	40	42	0.00044
Altererythrobacter sp. B11	2060312	S	1	13	14	0.00015
Sphingosinicella microcystinivorans	335406	S	23	6	29	0.00030
Sphingosinicella sp. BN140058	1892855	S	3	0	3	0.00003
Sandaracinobacteroides saxicola	2759707	S	6	1	7	0.00007
Bradyrhizobium canariense	255045	S	8	193	201	0.00210
Bradyrhizobium prioriisuperbiae	2854389	S	5	61	66	0.00069
Rhodopseudomonas palustris	1076	S	88	1611	1699	0.01774
Rhodopseudomonas sp. P2A-2r	2991972	S	7	163	170	0.00178
Rhodopseudomonas boonkerdii	475937	S	1	25	26	0.00027
Tardiphaga alba	340268	S	6	121	127	0.00133
Enhydrobacter sp.	1894999	S	220	60	280	0.00292
Pseudorhodoplanes sinuspersici	1235591	S	101	34	135	0.00141
Terrihabitans soli	708113	S	5	1	6	0.00006
Candidatus Hodgkinia cicadicola	573658	S	1	0	1	0.00001
Xanthobacter dioxanivorans	2528964	S	3	110	113	0.00118
Pseudolabrys taiwanensis	331696	S	17	8	25	0.00026
Azorhizobium caulinodans	7	S	2	0	2	0.00002
Methylobacterium radiotolerans	31998	S	5	33	38	0.00040
Methylobacterium radiodurans	2202828	S	5	3	8	0.00008
Methylobacterium sp. 17Sr1-1	2202826	S	2	2	4	0.00004
Methylobacterium sp. CB376	3138063	S	1	569	570	0.00595
Methylobacterium organophilum	410	S	1	0	1	0.00001
Microvirga thermotolerans	2651334	S	4	11	15	0.00016
Rhizobium gallicum	56730	S	26	107	133	0.00139
Rhizobium ruizarguesonis	2081791	S	2	13	15	0.00016
Neorhizobium sp. SOG26	2060726	S	5	10	15	0.00016
Liberibacter crescens	1273132	S	2	27	29	0.00030
Devosia sp. A16	1736675	S	98	87	185	0.00193
Devosia beringensis	2657486	S	3	7	10	0.00010
Phreatobacter cathodiphilus	1868589	S	55	35	90	0.00094
Phreatobacter stygius	1940610	S	53	25	78	0.00081
uncultured Pleomorphomonas sp.	442121	S	108	64	172	0.00180
Rhodomicrobium lacus	2498452	S	10	2	12	0.00013
Methyloligella sp. GL2	2742204	S	2	0	2	0.00002
Beijerinckia indica	533	S	50	23	73	0.00076
Methylocapsa sp. D3K7	3041435	S	19	7	26	0.00027
Methylovirgula sp. 4M-Z18	2293567	S	2	5	7	0.00007
Salinarimonas sp.	2766526	S	56	33	89	0.00093
Methylocystis heyeri	391905	S	10	9	19	0.00020
Methylocystis sp. MJC1	2654282	S	1	14	15	0.00016
Kaistia sp. 32K	2795690	S	27	16	43	0.00045
Chenggangzhangella methanolivorans	1437009	S	23	10	33	0.00034
Aureimonas sp. OT7	2816454	S	1	12	13	0.00014
Martelella endophytica	1486262	S	1	3	4	0.00004
Aurantimonas sp. HBX-1	2906072	S	1	0	1	0.00001
Afifella sp. YEN Y35	3388337	S	9	3	12	0.00013
Terrirubrum flagellatum	2895980	S	4	1	5	0.00005
Brucella melitensis	29459	S	2	1996	1998	0.02086
Brucella intermedia	94625	S	2	1	3	0.00003
Anderseniella sp. Alg231-50	1922226	S	2	0	2	0.00002
Kaustia mangrovi	2593653	S	1	0	1	0.00001
Bartonella sp. DGB1	3239807	S	1	1	2	0.00002
Oceaniradius stylonematis	2184161	S	1	0	1	0.00001
Methyloraptor flagellatus	3162530	S	1	0	1	0.00001
Acidibrevibacterium fodinaquatile	1969806	S	71	38	109	0.00114
Lichenicola sp.	2804529	S	17	14	31	0.00032
Rhodovastum atsumiense	504468	S	10	4	14	0.00015
Granulibacter bethesdensis	364410	S	6	3	9	0.00009
Commensalibacter melissae	2070537	S	5	0	5	0.00005
Komagataeibacter saccharivorans	265959	S	3	28	31	0.00032
Roseomonas marmotae	2768161	S	85	20	105	0.00110
Roseomonas sp. CCTCC AB2023176	3342640	S	9	1	10	0.00010
Roseomonas fluvialis	1750527	S	2	0	2	0.00002
Acidisoma cladoniae	3040935	S	62	9	71	0.00074
Acidocella sp. MX-AZ03	2697363	S	10	2	12	0.00013
Elioraea tepida	2843330	S	51	13	64	0.00067
Niveispirillum cyanobacteriorum	1612173	S	188	69	257	0.00268
Caenispirillum salinarum	859058	S	31	16	47	0.00049
Ferrovibrio terrae	2594003	S	21	6	27	0.00028
Pararhodospirillum photometricum	1084	S	8	1	9	0.00009
Rhodospirillum centenum	34018	S	1	1	2	0.00002
Stella humosa	94	S	5	2	7	0.00007
Varunaivibrio sulfuroxidans	1773489	S	2	0	2	0.00002
Phenylobacterium montanum	2823693	S	124	23	147	0.00153
Phenylobacterium zucineum	284016	S	7	2	9	0.00009
Phenylobacterium parvum	2201350	S	6	1	7	0.00007
Caulobacter mirabilis	69666	S	114	37	151	0.00158
Caulobacter sp. NIBR1757	3016000	S	2	0	2	0.00002
Terricaulis silvestris	2686094	S	35	3	38	0.00040
Brevundimonas staleyi	74326	S	1	2	3	0.00003
Brevundimonas sp. Bb-A	2560058	S	1	9	10	0.00010
Asticcacaulis sp. MM231	3157666	S	4	3	7	0.00007
Hyphobacterium sp.	2004662	S	151	16	167	0.00174
Algimonas porphyrae	1128113	S	1	0	1	0.00001
Pikeienuella piscinae	2748098	S	1	80	81	0.00085
Wolbachia endosymbiont (group A) of Agelastica alni	3066130	S	8	5	13	0.00014
Wolbachia pipientis	955	S	4	3	7	0.00007
Neoehrlichia mikurensis	89586	S	6	0	6	0.00006
Candidatus Mesenet endosymbiont of Agriotes lineatus	3077948	S	4	3	7	0.00007
Rickettsia conorii	781	S	1	3	4	0.00004
Candidatus Phycorickettsia trachydisci	2115978	S	4	0	4	0.00004
Candidatus Deianiraea vastatrix	2163644	S	1	0	1	0.00001
Candidatus Nucleicultrix amoebiphila	1509244	S	8	0	8	0.00008
Candidatus Bealeia paramacronuclearis	1921001	S	6	0	6	0.00006
Candidatus Hydrogenosomobacter endosymbioticus	2558174	S	1	0	1	0.00001
Kordiimonas pumila	2161677	S	4	0	4	0.00004
Gimibacter soli	3024400	S	1	0	1	0.00001
Candidatus Fonsibacter ubiquis	1925548	S	1	0	1	0.00001
Candidatus Viadribacter manganicus	1759059	S	1	0	1	0.00001
