name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Microvirga sp. RSM25	3273802	S	16	833	849	0.00783
Microvirga thermotolerans	2651334	S	10	271	281	0.00259
Methylobacterium sp. CB376	3138063	S	9	3044	3053	0.02814
Methylobacterium durans	2202825	S	8	2	10	0.00009
Methylobacterium radiotolerans	31998	S	3	7	10	0.00009
Methylobacterium radiodurans	2202828	S	1	0	1	0.00001
Bradyrhizobium canariense	255045	S	4	132	136	0.00125
Rhodopseudomonas palustris	1076	S	31	442	473	0.00436
Rhodopseudomonas sp. P2A-2r	2991972	S	6	108	114	0.00105
Tardiphaga alba	340268	S	35	544	579	0.00534
Nitrobacter hamburgensis	912	S	1	11	12	0.00011
Variibacter gotjawalensis	1333996	S	1	1	2	0.00002
Devosia sp. A16	1736675	S	489	583	1072	0.00988
Devosia sp. SL43	2806348	S	8	19	27	0.00025
Devosia sp. MC521	2759954	S	2	2	4	0.00004
Devosia beringensis	2657486	S	36	83	119	0.00110
Devosia neptuniae	191302	S	2	3	5	0.00005
Devosia rhizoryzae	2774137	S	2	3	5	0.00005
Rhizobium gallicum	56730	S	4	121	125	0.00115
Rhizobium leguminosarum	384	S	1	230	231	0.00213
Rhizobium ruizarguesonis	2081791	S	1	39	40	0.00037
Pararhizobium gei	1395951	S	1	24	25	0.00023
Agrobacterium tumefaciens	358	S	1	69	70	0.00065
Liberibacter crescens	1273132	S	2	19	21	0.00019
Rhodomicrobium lacus	2498452	S	64	16	80	0.00074
Candidatus Filomicrobium marinum	1608628	S	1	0	1	0.00001
Enhydrobacter sp.	1894999	S	225	46	271	0.00250
Pseudorhodoplanes sinuspersici	1235591	S	170	30	200	0.00184
Terrihabitans soli	708113	S	4	0	4	0.00004
Candidatus Hodgkinia cicadicola	573658	S	1	0	1	0.00001
Mesorhizobium sp. NBSH29	2654249	S	35	325	360	0.00332
Aminobacter sp. UC22_36	3374549	S	20	6	26	0.00024
Aquibium microcysteis	675281	S	13	4	17	0.00016
Nitratireductor thuwali	2267699	S	3	1	4	0.00004
Bosea sp. UC22_33	3350165	S	1	212	213	0.00196
Phreatobacter cathodiphilus	1868589	S	113	43	156	0.00144
Phreatobacter stygius	1940610	S	40	10	50	0.00046
Xanthobacter dioxanivorans	2528964	S	10	67	77	0.00071
Pseudolabrys sp. FHR47	2562284	S	15	4	19	0.00018
Pseudolabrys taiwanensis	331696	S	7	1	8	0.00007
Azorhizobium caulinodans	7	S	16	4	20	0.00018
Ancylobacter polymorphus	223390	S	3	1	4	0.00004
Chenggangzhangella methanolivorans	1437009	S	105	28	133	0.00123
Salinarimonas sp.	2766526	S	104	37	141	0.00130
Kaistia sp. 32K	2795690	S	79	26	105	0.00097
Anderseniella sp. Alg231-50	1922226	S	71	7	78	0.00072
Parvibaculum lavamentivorans	256618	S	2	1	3	0.00003
Martelella sp. AD-3	686597	S	16	12	28	0.00026
Martelella endophytica	1486262	S	9	2	11	0.00010
Aurantimonas sp. HBX-1	2906072	S	12	4	16	0.00015
Beijerinckia indica	533	S	27	15	42	0.00039
Methylovirgula sp. 4M-Z18	2293567	S	1	8	9	0.00008
Methylocapsa sp. D3K7	3041435	S	7	3	10	0.00009
Terrirubrum flagellatum	2895980	S	23	4	27	0.00025
Brucella intermedia	94625	S	4	1	5	0.00005
Brucella melitensis	29459	S	3	1533	1536	0.01416
Oceaniradius stylonematis	2184161	S	6	1	7	0.00006
Roseitalea porphyridii	1852022	S	3	1	4	0.00004
Methylocystis heyeri	391905	S	2	4	6	0.00006
Afifella sp. YEN Y35	3388337	S	5	1	6	0.00006
Breoghania sp. L-A4	2304600	S	2	0	2	0.00002
Methyloraptor flagellatus	3162530	S	3	1	4	0.00004
uncultured Pleomorphomonas sp.	442121	S	3	1	4	0.00004
Sphingomonas rhizophila	2071607	S	218	365	583	0.00537
Sphingomonas sp. M1-B02	3114300	S	122	246	368	0.00339
Sphingomonas sp. DBB INV C78	3349434	S	11	12	23	0.00021
Sphingomonas sp. MMS24-J13	3238686	S	10	8	18	0.00017
Sphingomonas sp. GlSt437	3389970	S	1	2	3	0.00003
Sphingomonas sp. SUN019	2937788	S	1	1	2	0.00002
Sphingomonas sp. Y38-1Y	3078265	S	1	2	3	0.00003
Sphingomonas sabuli	2764186	S	106	139	245	0.00226
Sphingomonas daechungensis	1176646	S	86	89	175	0.00161
Sphingomonas sediminicola	386874	S	63	66	129	0.00119
Sphingomonas kaistensis	298708	S	62	133	195	0.00180
Sphingomonas morindae	1541170	S	60	104	164	0.00151
Sphingomonas sanxanigenens	397260	S	34	125	159	0.00147
Sphingomonas xanthus	2594473	S	23	33	56	0.00052
Sphingomonas profundi	2681549	S	22	37	59	0.00054
Sphingomonas changnyeongensis	2698679	S	8	14	22	0.00020
Sphingomonas flavalba	2559804	S	4	7	11	0.00010
Sphingomonas piscis	2714943	S	4	3	7	0.00006
Sphingomonas nostoxanthinifaciens	2872652	S	1	1	2	0.00002
Sphingomonas endolithica	2972485	S	1	2	3	0.00003
Sphingomonas lacunae	2698828	S	1	0	1	0.00001
Sphingobium sp. SYK-6	627192	S	29	172	201	0.00185
Sphingobium sp. Cam5-1	2789327	S	2	18	20	0.00018
Sphingobium sp. AP49	1144307	S	1	46	47	0.00043
Sphingobium chlorophenolicum	46429	S	6	263	269	0.00248
Novosphingobium sp. Gsoil 351	2675225	S	5	54	59	0.00054
Novosphingobium capsulatum	13688	S	3	42	45	0.00041
Sphingopyxis sp. YF1	2482763	S	1	27	28	0.00026
Parasphingopyxis algicola	2026624	S	5	3	8	0.00007
Sphingorhabdus lacus	392610	S	3	1	4	0.00004
Alterisphingorhabdus coralli	3071408	S	3	1	4	0.00004
Blastomonas marina	1867408	S	1	1	2	0.00002
Erythrobacter sp. 3-20A1M	2653850	S	161	1075	1236	0.01139
Erythrobacter sp. Alg231-14	1922225	S	16	7	23	0.00021
Aurantiacibacter sp. MUD61	3009083	S	1	32	33	0.00030
Tsuneonella sp. CC-YZS046	3042152	S	26	46	72	0.00066
Croceibacterium sp. TMG7-5b_MA50	3121290	S	3	4	7	0.00006
