name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium sp. 195	2782662	S	1	99	100	0.00108
Rhodopseudomonas palustris	1076	S	47	535	582	0.00627
Tardiphaga alba	340268	S	4	49	53	0.00057
Nitrobacter hamburgensis	912	S	2	18	20	0.00022
Hyphomicrobium denitrificans	53399	S	1	387	388	0.00418
Rhodomicrobium lacus	2498452	S	124	46	170	0.00183
Microvirga thermotolerans	2651334	S	5	417	422	0.00455
Methylobacterium radiodurans	2202828	S	3	12	15	0.00016
Methylobacterium durans	2202825	S	3	8	11	0.00012
Methylobacterium radiotolerans	31998	S	1	54	55	0.00059
Enhydrobacter sp.	1894999	S	339	128	467	0.00503
Pseudorhodoplanes sinuspersici	1235591	S	133	55	188	0.00203
Nordella sp. HKS 07	2712222	S	5	1	6	0.00006
Candidatus Hodgkinia cicadicola	573658	S	4	0	4	0.00004
Terrihabitans soli	708113	S	3	1	4	0.00004
Devosia sp. A16	1736675	S	171	317	488	0.00526
Devosia sp. MC521	2759954	S	1	1	2	0.00002
Devosia neptuniae	191302	S	4	16	20	0.00022
Devosia beringensis	2657486	S	3	17	20	0.00022
Pseudolabrys taiwanensis	331696	S	12	7	19	0.00020
Pseudolabrys sp. FHR47	2562284	S	6	4	10	0.00011
Azorhizobium caulinodans	7	S	15	9	24	0.00026
Ancylobacter polymorphus	223390	S	6	4	10	0.00011
Nitratireductor thuwali	2267699	S	1	0	1	0.00001
Phreatobacter cathodiphilus	1868589	S	97	79	176	0.00190
Phreatobacter stygius	1940610	S	46	27	73	0.00079
Rhizobium ruizarguesonis	2081791	S	5	64	69	0.00074
Rhizobium gallicum	56730	S	1	11	12	0.00013
Rhizobium grahamii	1120045	S	1	2	3	0.00003
Neorhizobium sp. SOG26	2060726	S	2	7	9	0.00010
Liberibacter crescens	1273132	S	5	16	21	0.00023
Beijerinckia indica	533	S	47	16	63	0.00068
Methylovirgula sp. 4M-Z18	2293567	S	1	3	4	0.00004
Methylocapsa sp. D3K7	3041435	S	3	0	3	0.00003
Salinarimonas sp.	2766526	S	50	37	87	0.00094
Chenggangzhangella methanolivorans	1437009	S	42	23	65	0.00070
Kaistia sp. 32K	2795690	S	36	26	62	0.00067
Anderseniella sp. Alg231-50	1922226	S	22	5	27	0.00029
Parvibaculum lavamentivorans	256618	S	2	6	8	0.00009
Terrirubrum flagellatum	2895980	S	11	4	15	0.00016
Martelella endophytica	1486262	S	1	1	2	0.00002
Martelella sp. AD-3	686597	S	1	6	7	0.00008
Aureimonas altamirensis	370622	S	1	1	2	0.00002
Aurantimonas sp. HBX-1	2906072	S	1	0	1	0.00001
uncultured Pleomorphomonas sp.	442121	S	9	6	15	0.00016
Methylocystis heyeri	391905	S	4	4	8	0.00009
Afifella sp. YEN Y35	3388337	S	6	2	8	0.00009
Brucella intermedia	94625	S	3	2	5	0.00005
Brucella melitensis	29459	S	2	2408	2410	0.02597
Oceaniradius stylonematis	2184161	S	3	2	5	0.00005
Roseitalea porphyridii	1852022	S	2	1	3	0.00003
Methyloraptor flagellatus	3162530	S	3	2	5	0.00005
Acuticoccus sp. MNP-M23	3072793	S	1	1	2	0.00002
Sphingomonas rhizophila	2071607	S	193	279	472	0.00509
Sphingomonas sp. M1-B02	3114300	S	86	146	232	0.00250
Sphingomonas sp. DBB INV C78	3349434	S	3	2	5	0.00005
Sphingomonas sabuli	2764186	S	85	97	182	0.00196
Sphingomonas sediminicola	386874	S	58	53	111	0.00120
Sphingomonas kaistensis	298708	S	36	67	103	0.00111
Sphingomonas flavalba	2559804	S	31	50	81	0.00087
Sphingomonas morindae	1541170	S	19	28	47	0.00051
Sphingomonas profundi	2681549	S	13	18	31	0.00033
Sphingomonas daechungensis	1176646	S	12	10	22	0.00024
Sphingomonas sanxanigenens	397260	S	11	31	42	0.00045
Sphingomonas xanthus	2594473	S	8	9	17	0.00018
Sphingomonas changnyeongensis	2698679	S	6	9	15	0.00016
Sphingomonas abietis	3012344	S	1	1	2	0.00002
Sphingomonas nostoxanthinifaciens	2872652	S	1	1	2	0.00002
Sphingomonas piscis	2714943	S	1	0	1	0.00001
Sphingobium sp. SYK-6	627192	S	2	18	20	0.00022
Sphingobium sp. AP49	1144307	S	2	181	183	0.00197
Novosphingobium sp. Gsoil 351	2675225	S	3	10	13	0.00014
Novosphingobium capsulatum	13688	S	1	5	6	0.00006
Sphingopyxis sp. YF1	2482763	S	1	7	8	0.00009
Alterisphingorhabdus coralli	3071408	S	3	1	4	0.00004
Sphingorhabdus lacus	392610	S	1	0	1	0.00001
Sphingorhabdus lutea	1913578	S	1	0	1	0.00001
Erythrobacter sp. 3-20A1M	2653850	S	64	831	895	0.00965
Erythrobacter sp. Alg231-14	1922225	S	1	0	1	0.00001
Tsuneonella sp. CC-YZS046	3042152	S	21	60	81	0.00087
Qipengyuania soli	2782568	S	13	78	91	0.00098
Croceibacterium sp. TMG7-5b_MA50	3121290	S	1	2	3	0.00003
Croceibacterium aestuarii	3064139	S	1	4	5	0.00005
Sphingosinicella microcystinivorans	335406	S	98	57	155	0.00167
Zymomonas mobilis	542	S	32	2	34	0.00037
Niveispirillum cyanobacteriorum	1612173	S	193	107	300	0.00323
Azospirillum humicireducens	1226968	S	17	14	31	0.00033
Azospirillum baldaniorum	1064539	S	1	1	2	0.00002
Indioceanicola profundi	2220096	S	3	2	5	0.00005
Ferrovibrio terrae	2594003	S	291	147	438	0.00472
Pararhodospirillum photometricum	1084	S	29	11	40	0.00043
Algihabitans albus	2164067	S	10	4	14	0.00015
Candidatus Endolissoclinum faulkneri	1263979	S	2	0	2	0.00002
Magnetospirillum gryphiswaldense	55518	S	1	1	2	0.00002
Defluviicoccus vanus	111831	S	1	0	1	0.00001
Hypericibacter adhaerens	2602016	S	3	149	152	0.00164
Caenispirillum salinarum	859058	S	55	45	100	0.00108
Stella humosa	94	S	10	7	17	0.00018
Varunaivibrio sulfuroxidans	1773489	S	6	1	7	0.00008
Terasakiella sp. SH-1	2560057	S	1	0	1	0.00001
Caulobacter mirabilis	69666	S	454	186	640	0.00690
Caulobacter sp. NIBR1757	3016000	S	12	4	16	0.00017
Brevundimonas sp. Bb-A	2560058	S	34	118	152	0.00164
Terricaulis silvestris	2686094	S	107	19	126	0.00136
Phenylobacterium montanum	2823693	S	14	4	18	0.00019
Phenylobacterium parvum	2201350	S	6	2	8	0.00009
Phenylobacterium sp. NIBR 498073	3015177	S	4	1	5	0.00005
Phenylobacterium sp. LH3H17	2903901	S	2	0	2	0.00002
Asticcacaulis sp. MM231	3157666	S	4	3	7	0.00008
Pseudorhodobacter turbinis	2500533	S	29	101	130	0.00140
Paracoccus sp. S3-43	3030011	S	6	59	65	0.00070
Paracoccus denitrificans	266	S	1	8	9	0.00010
Paracoccus yeei	147645	S	1	11	12	0.00013
Rhodovulum sp. P5	1564506	S	8	41	49	0.00053
Pontivivens nitratireducens	2758038	S	3	18	21	0.00023
Pikeienuella piscinae	2748098	S	1	2	3	0.00003
