name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Luteibacter anthropi	564369	S	14	9504	9518	0.13684
Dokdonella koreensis	323415	S	10	52	62	0.00089
Dyella sp. GSA-30	2994496	S	7	67	74	0.00106
Tahibacter amnicola	2976241	S	2	5	7	0.00010
Stenotrophomonas sp. 169	2770322	S	3	3669	3672	0.05279
Stenotrophomonas cyclobalanopsidis	2771362	S	1	2224	2225	0.03199
Xanthomonas oryzae	347	S	14	21	35	0.00050
Xanthomonas axonopodis	53413	S	5	1	6	0.00009
Xanthomonas albilineans	29447	S	2	0	2	0.00003
Xanthomonas euvesicatoria	456327	S	1	2	3	0.00004
Xylella fastidiosa	2371	S	1	0	1	0.00001
Sodalis ligni	2697027	S	1062	76	1138	0.01636
Candidatus Sodalis pierantonius	1486991	S	3	0	3	0.00004
Escherichia coli	562	S	156	1830	1986	0.02855
Salmonella enterica	28901	S	122	11750	11872	0.17068
Klebsiella pneumoniae	573	S	63	255	318	0.00457
Klebsiella quasipneumoniae	1463165	S	12	7	19	0.00027
Klebsiella aerogenes	548	S	6	0	6	0.00009
Klebsiella sp. PL-2018	2851540	S	6	2	8	0.00012
Klebsiella oxytoca	571	S	1	0	1	0.00001
Klebsiella michiganensis	1134687	S	1	0	1	0.00001
Klebsiella electrica	1259973	S	1	0	1	0.00001
Enterobacter ludwigii	299767	S	27	24	51	0.00073
Enterobacter cloacae	550	S	2	0	2	0.00003
Enterobacter bugandensis	881260	S	16	10	26	0.00037
Enterobacter sp. C2	2870346	S	1	0	1	0.00001
Citrobacter gillenii	67828	S	6	9	15	0.00022
Citrobacter portucalensis	1639133	S	6	4	10	0.00014
Citrobacter freundii complex sp. CFNIH2	2066049	S	5	1	6	0.00009
Citrobacter enshiensis	2971264	S	1	0	1	0.00001
Shigella flexneri	623	S	9	50	59	0.00085
Candidatus Moranella endobia	1048758	S	6	0	6	0.00009
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	4	0	4	0.00006
Candidatus Ishikawella capsulata	168169	S	4	0	4	0.00006
Candidatus Curculioniphilus buchneri	690594	S	1	0	1	0.00001
Candidatus Erwinia haradaeae	1922217	S	16	0	16	0.00023
Erwinia tracheiphila	65700	S	11	1	12	0.00017
Pantoea stewartii	66269	S	10	9	19	0.00027
Pantoea sp. At-9b	592316	S	9	1	10	0.00014
Candidatus Pantoea carbekii	1235990	S	4	0	4	0.00006
Pantoea dispersa	59814	S	1	0	1	0.00001
Dickeya solani	1089444	S	37	4	41	0.00059
Pectobacterium brasiliense	180957	S	5	1	6	0.00009
Pectobacterium parmentieri	1905730	S	5	4	9	0.00013
Yersinia pestis	632	S	11	3049	3060	0.04399
Yersinia entomophaga	935293	S	9	0	9	0.00013
Yersinia enterocolitica	630	S	2	0	2	0.00003
Serratia plymuthica	82996	S	3	8	11	0.00016
Serratia sp. CMO1	2785630	S	1	3	4	0.00006
Serratia liquefaciens	614	S	1	0	1	0.00001
Serratia symbiotica	138074	S	1	0	1	0.00001
Chania multitudinisentens	1639108	S	2	0	2	0.00003
Morganella morganii	582	S	6	0	6	0.00009
Providencia sp. PROV252	2936799	S	1	0	1	0.00001
Arsenophonus endosymbiont of Aphis craccivora	1231049	S	1	0	1	0.00001
Pragia fontium	82985	S	5	0	5	0.00007
Edwardsiella tarda	636	S	3	1	4	0.00006
Gallaecimonas sp. GXIMD1310	3131926	S	3	0	3	0.00004
Pseudomonas putida	303	S	18	95	113	0.00162
Pseudomonas aeruginosa	287	S	6	82	88	0.00127
Pseudomonas synxantha	47883	S	2	14	16	0.00023
Pseudomonas sp. S150	2559074	S	1	293	294	0.00423
Pseudomonas frederiksbergensis	104087	S	1	0	1	0.00001
Stutzerimonas stutzeri	316	S	4	15	19	0.00027
Ectopseudomonas guguanensis	1198456	S	2	18	20	0.00029
Acinetobacter pittii	48296	S	3	141	144	0.00207
Acinetobacter baumannii	470	S	1	155	156	0.00224
Acinetobacter thermotolerans	3151487	S	1	3	4	0.00006
Acinetobacter bereziniae	106648	S	1	27	28	0.00040
Acinetobacter piscicola	2006115	S	1	2	3	0.00004
Vibrio cholerae	666	S	17	0	17	0.00024
Vibrio sp. THAF191d	2661922	S	11	83	94	0.00135
Vibrio tapetis	52443	S	3	0	3	0.00004
Vibrio algicola	2662262	S	1	0	1	0.00001
Shewanella baltica	62322	S	10	1	11	0.00016
Shewanella bicestrii	2018305	S	2	0	2	0.00003
Shewanella sp. MTB7	2746932	S	1	0	1	0.00001
