name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium canariense	255045	S	13	124	137	0.00150
Bradyrhizobium prioriisuperbiae	2854389	S	4	24	28	0.00031
Bradyrhizobium diazoefficiens	1355477	S	1	221	222	0.00243
Bradyrhizobium quebecense	2748629	S	1	44	45	0.00049
Rhodopseudomonas palustris	1076	S	60	1431	1491	0.01634
Rhodopseudomonas sp. P2A-2r	2991972	S	5	153	158	0.00173
Tardiphaga alba	340268	S	9	238	247	0.00271
Nitrobacter hamburgensis	912	S	3	57	60	0.00066
Methylobacterium radiodurans	2202828	S	18	54	72	0.00079
Methylobacterium radiotolerans	31998	S	16	387	403	0.00442
Methylobacterium flocculans	2984843	S	2	3	5	0.00005
Microvirga sp. RSM25	3273802	S	6	78	84	0.00092
Microvirga thermotolerans	2651334	S	2	15	17	0.00019
Enhydrobacter sp.	1894999	S	319	100	419	0.00459
Pseudorhodoplanes sinuspersici	1235591	S	120	42	162	0.00178
Terrihabitans soli	708113	S	3	1	4	0.00004
Candidatus Hodgkinia cicadicola	573658	S	1	0	1	0.00001
Devosia sp. A16	1736675	S	191	191	382	0.00419
Devosia sp. MC521	2759954	S	5	6	11	0.00012
Devosia rhizoryzae	2774137	S	4	8	12	0.00013
Devosia beringensis	2657486	S	1	3	4	0.00004
Xanthobacter dioxanivorans	2528964	S	5	56	61	0.00067
Pseudolabrys taiwanensis	331696	S	11	5	16	0.00018
Pseudolabrys sp. FHR47	2562284	S	2	1	3	0.00003
Azorhizobium caulinodans	7	S	6	3	9	0.00010
Ancylobacter polymorphus	223390	S	1	0	1	0.00001
Hyphomicrobium denitrificans	53399	S	1	159	160	0.00175
Rhodomicrobium lacus	2498452	S	11	6	17	0.00019
Beijerinckia indica	533	S	79	62	141	0.00155
Methylocapsa sp. D3K7	3041435	S	17	10	27	0.00030
Methylovirgula sp. 4M-Z18	2293567	S	6	6	12	0.00013
Rhizobium gallicum	56730	S	10	80	90	0.00099
Rhizobium ruizarguesonis	2081791	S	4	41	45	0.00049
Salinarimonas sp.	2766526	S	132	84	216	0.00237
Phreatobacter cathodiphilus	1868589	S	49	33	82	0.00090
Phreatobacter stygius	1940610	S	23	11	34	0.00037
Chenggangzhangella methanolivorans	1437009	S	57	26	83	0.00091
Methylocystis heyeri	391905	S	22	20	42	0.00046
Kaistia sp. 32K	2795690	S	21	13	34	0.00037
Afifella sp. YEN Y35	3388337	S	20	8	28	0.00031
Bartonella grahamii	33045	S	1	18	19	0.00021
uncultured Pleomorphomonas sp.	442121	S	9	5	14	0.00015
Terrirubrum flagellatum	2895980	S	9	3	12	0.00013
Anderseniella sp. Alg231-50	1922226	S	5	2	7	0.00008
Brucella intermedia	94625	S	4	2	6	0.00007
Brucella melitensis	29459	S	3	3060	3063	0.03357
Aurantimonas sp. HBX-1	2906072	S	1	0	1	0.00001
Methyloraptor flagellatus	3162530	S	2	1	3	0.00003
Sphingomonas rhizophila	2071607	S	623	1670	2293	0.02513
Sphingomonas flavalba	2559804	S	465	1001	1466	0.01607
Sphingomonas sediminicola	386874	S	185	323	508	0.00557
Sphingomonas sabuli	2764186	S	134	251	385	0.00422
Sphingomonas sp. M1-B02	3114300	S	53	157	210	0.00230
Sphingomonas sp. MMS24-J13	3238686	S	29	30	59	0.00065
