name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium canariense	255045	S	9	420	429	0.00410
Bradyrhizobium prioriisuperbiae	2854389	S	2	43	45	0.00043
Rhodopseudomonas palustris	1076	S	29	437	466	0.00445
Rhodopseudomonas sp. P2A-2r	2991972	S	3	57	60	0.00057
Rhodopseudomonas boonkerdii	475937	S	1	20	21	0.00020
Tardiphaga alba	340268	S	4	66	70	0.00067
Pseudorhodoplanes sinuspersici	1235591	S	328	72	400	0.00382
Enhydrobacter sp.	1894999	S	272	55	327	0.00312
Terrihabitans soli	708113	S	115	30	145	0.00138
Hyphomicrobium denitrificans	53399	S	2	489	491	0.00469
Rhodomicrobium lacus	2498452	S	68	14	82	0.00078
Methyloligella sp. GL2	2742204	S	1	0	1	0.00001
Chelativorans sp. AA-79	3028735	S	17	5	22	0.00021
Microvirga sp. RSM25	3273802	S	1	268	269	0.00257
Methylobacterium sp. CB376	3138063	S	3	1123	1126	0.01075
Methylobacterium radiodurans	2202828	S	3	1	4	0.00004
Methylobacterium durans	2202825	S	3	0	3	0.00003
Methylobacterium radiotolerans	31998	S	2	6	8	0.00008
Methylobacterium flocculans	2984843	S	1	0	1	0.00001
Methylobacterium organophilum	410	S	1	0	1	0.00001
Devosia sp. A16	1736675	S	70	134	204	0.00195
Devosia sp. MC521	2759954	S	4	10	14	0.00013
Rhizobium gallicum	56730	S	2	57	59	0.00056
Rhizobium sp. NXC14	1981173	S	1	23	24	0.00023
Rhizobium ruizarguesonis	2081791	S	1	39	40	0.00038
Neorhizobium sp. SOG26	2060726	S	1	18	19	0.00018
Xanthobacter dioxanivorans	2528964	S	5	22	27	0.00026
Ancylobacter polymorphus	223390	S	8	3	11	0.00011
Pseudolabrys taiwanensis	331696	S	6	1	7	0.00007
Pseudolabrys sp. FHR47	2562284	S	1	0	1	0.00001
Azorhizobium caulinodans	7	S	5	1	6	0.00006
Phreatobacter cathodiphilus	1868589	S	89	38	127	0.00121
Phreatobacter stygius	1940610	S	48	15	63	0.00060
Salinarimonas sp.	2766526	S	68	27	95	0.00091
Beijerinckia indica	533	S	49	15	64	0.00061
Methylocapsa sp. D3K7	3041435	S	2	0	2	0.00002
Methylovirgula sp. 4M-Z18	2293567	S	1	0	1	0.00001
Chenggangzhangella methanolivorans	1437009	S	43	12	55	0.00053
Afifella sp. YEN Y35	3388337	S	20	5	25	0.00024
Terrirubrum flagellatum	2895980	S	11	2	13	0.00012
Methylocystis heyeri	391905	S	2	0	2	0.00002
Methylocystis sp. SC2	187303	S	1	4	5	0.00005
Brucella melitensis	29459	S	5	3157	3162	0.03020
Brucella intermedia	94625	S	3	1	4	0.00004
Kaistia sp. 32K	2795690	S	7	2	9	0.00009
Anderseniella sp. Alg231-50	1922226	S	4	0	4	0.00004
Breoghania sp. L-A4	2304600	S	1	0	1	0.00001
Oceaniradius stylonematis	2184161	S	2	0	2	0.00002
Methyloraptor flagellatus	3162530	S	2	0	2	0.00002
uncultured Pleomorphomonas sp.	442121	S	1	0	1	0.00001
Sphingomonas flavalba	2559804	S	525	988	1513	0.01445
Sphingomonas rhizophila	2071607	S	274	707	981	0.00937
Sphingomonas kaistensis	298708	S	88	320	408	0.00390
Sphingomonas sp. M1-B02	3114300	S	72	202	274	0.00262
Sphingomonas sp. MMS24-J13	3238686	S	4	3	7	0.00007
Sphingomonas sp. SUN019	2937788	S	3	6	9	0.00009
Sphingomonas sp. GlSt437	3389970	S	1	1	2	0.00002
Sphingomonas sp. AP4-R1	2735134	S	1	1	2	0.00002
Sphingomonas sediminicola	386874	S	64	107	171	0.00163
Sphingomonas sabuli	2764186	S	50	88	138	0.00132
Sphingomonas morindae	1541170	S	47	113	160	0.00153
Sphingomonas piscis	2714943	S	37	46	83	0.00079
Sphingomonas daechungensis	1176646	S	19	30	49	0.00047
Sphingomonas sanxanigenens	397260	S	14	33	47	0.00045
Sphingomonas xanthus	2594473	S	9	20	29	0.00028
Sphingomonas profundi	2681549	S	8	17	25	0.00024
Sphingomonas changnyeongensis	2698679	S	7	14	21	0.00020
Sphingomonas nostoxanthinifaciens	2872652	S	3	6	9	0.00009
Sphingobium sp. SYK-6	627192	S	30	62	92	0.00088
Parasphingopyxis algicola	2026624	S	39	7	46	0.00044
Novosphingobium sp. Gsoil 351	2675225	S	1	3	4	0.00004
Alterisphingorhabdus coralli	3071408	S	3	0	3	0.00003
Tsuneonella sp. CC-YZS046	3042152	S	86	653	739	0.00706
Erythrobacter sp. Alg231-14	1922225	S	7	20	27	0.00026
Erythrobacter sp. 3-20A1M	2653850	S	7	283	290	0.00277
Croceibacterium atlanticum	1267766	S	1	31	32	0.00031
Croceibacterium sp. TMG7-5b_MA50	3121290	S	1	6	7	0.00007
Sphingosinicella microcystinivorans	335406	S	76	21	97	0.00093
Zymomonas mobilis	542	S	8	0	8	0.00008
Hypericibacter adhaerens	2602016	S	6	99	105	0.00100
Hypericibacter terrae	2602015	S	2	32	34	0.00032
Niveispirillum cyanobacteriorum	1612173	S	78	155	233	0.00223
Azospirillum ramasamyi	682998	S	1	3	4	0.00004
Ferrovibrio terrae	2594003	S	68	89	157	0.00150
Pararhodospirillum photometricum	1084	S	19	23	42	0.00040
Defluviicoccus vanus	111831	S	3	3	6	0.00006
Candidatus Endolissoclinum faulkneri	1263979	S	1	0	1	0.00001
Caenispirillum salinarum	859058	S	90	280	370	0.00353
Stella humosa	94	S	27	69	96	0.00092
Varunaivibrio sulfuroxidans	1773489	S	11	10	21	0.00020
Caulobacter mirabilis	69666	S	113	29	142	0.00136
Caulobacter sp. NIBR1757	3016000	S	3	0	3	0.00003
Terricaulis silvestris	2686094	S	63	5	68	0.00065
Brevundimonas sp. Bb-A	2560058	S	38	34	72	0.00069
Phenylobacterium montanum	2823693	S	17	4	21	0.00020
Phenylobacterium sp. NIBR 498073	3015177	S	5	2	7	0.00007
Phenylobacterium zucineum	284016	S	2	1	3	0.00003
Phenylobacterium parvum	2201350	S	1	0	1	0.00001
Acidibrevibacterium fodinaquatile	1969806	S	37	25	62	0.00059
Lichenicola sp.	2804529	S	31	15	46	0.00044
Formicincola oecophyllae	2558361	S	1	0	1	0.00001
Roseomonas fluvialis	1750527	S	19	10	29	0.00028
Roseomonas marmotae	2768161	S	12	8	20	0.00019
Roseomonas sp. CCTCC AB2023176	3342640	S	9	5	14	0.00013
Elioraea tepida	2843330	S	9	6	15	0.00014
Acidisoma cladoniae	3040935	S	3	1	4	0.00004
Hyphobacterium sp.	2004662	S	128	11	139	0.00133
Algimonas porphyrae	1128113	S	13	0	13	0.00012
Wolbachia endosymbiont (group A) of Agelastica alni	3066130	S	23	13	36	0.00034
Wolbachia endosymbiont of Rhagoletis cingulata	1220542	S	19	6	25	0.00024
Wolbachia endosymbiont (group A) of Lasioglossum fulvicorne	3066201	S	1	0	1	0.00001
Wolbachia endosymbiont of Tetranychus urticae	169184	S	1	0	1	0.00001
Wolbachia pipientis	955	S	6	4	10	0.00010
Candidatus Mesenet endosymbiont of Agriotes lineatus	3077948	S	2	6	8	0.00008
Candidatus Deianiraea vastatrix	2163644	S	4	0	4	0.00004
Rickettsia conorii	781	S	1	1	2	0.00002
Pontivivens nitratireducens	2758038	S	10	7	17	0.00016
Rhodovulum sp. P5	1564506	S	2	0	2	0.00002
Jannaschia sp. W003	2867012	S	7	2	9	0.00009
Sulfitobacter sp. SK011	1389004	S	1	0	1	0.00001
Candidatus Bealeia paramacronuclearis	1921001	S	8	0	8	0.00008
Candidatus Nucleicultrix amoebiphila	1509244	S	4	0	4	0.00004
Candidatus Bodocaedibacter vickermanii	2741701	S	2	0	2	0.00002
Candidatus Pelagibacter sp. IMCC9063	1002672	S	2	1	3	0.00003
Kordiimonas pumila	2161677	S	1	1	2	0.00002
Thiocapsa bogorovii	521689	S	3	1041	1044	0.00997
Thermochromatium tepidum	1050	S	13	6	19	0.00018
Caldichromatium japonicum	2699430	S	10	1	11	0.00011
Allochromatium tepidum	553982	S	5	2	7	0.00007
Rheinheimera sp. D18	2545632	S	3	0	3	0.00003
Thioflavicoccus mobilis	80679	S	1	0	1	0.00001
Thiolapillus brandeum	1076588	S	2	274	276	0.00264
Spiribacter salinus	1335746	S	88	9	97	0.00093
Spiribacter halobius	2182432	S	2	0	2	0.00002
Alkalilimnicola ehrlichii	351052	S	42	4	46	0.00044
Acidihalobacter ferrooxydans	1765967	S	2	9	11	0.00011
Ectothiorhodospira shaposhnikovii	1054	S	1	0	1	0.00001
Halorhodospira halochloris	1052	S	1	0	1	0.00001
Granulosicoccus antarcticus	437505	S	1	0	1	0.00001
Candidatus Moranella endobia	1048758	S	799	0	799	0.00763
Escherichia coli	562	S	134	286	420	0.00401
Salmonella enterica	28901	S	36	9458	9494	0.09067
Klebsiella pneumoniae	573	S	33	168	201	0.00192
Klebsiella quasipneumoniae	1463165	S	1	0	1	0.00001
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	S	3	2	5	0.00005
secondary endosymbiont of Trabutina mannipara	1835721	S	5	0	5	0.00005
Candidatus Purcelliella pentastirinorum	472834	S	5	0	5	0.00005
Candidatus Mikella endobia	1778264	S	1	0	1	0.00001
Citrobacter gillenii	67828	S	7	20	27	0.00026
Citrobacter portucalensis	1639133	S	1	1	2	0.00002
Enterobacter ludwigii	299767	S	4	6	10	0.00010
Candidatus Curculioniphilus buchneri	690594	S	3	0	3	0.00003
Superficieibacter sp. HKU1	3031919	S	2	0	2	0.00002
Candidatus Profftia sp. (ex Adelges kitamiensis)	2864218	S	1	0	1	0.00001
Candidatus Schneideria nysicola	1081631	S	1	0	1	0.00001
Sodalis ligni	2697027	S	170	17	187	0.00179
Proteus mirabilis	584	S	115	11	126	0.00120
Arsenophonus endosymbiont of Aleurodicus dispersus	235559	S	38	1	39	0.00037
Candidatus Providencia siddallii	1715285	S	1	0	1	0.00001
Providencia sp. PROV252	2936799	S	1	0	1	0.00001
Photorhabdus thracensis	230089	S	1	0	1	0.00001
Edwardsiella tarda	636	S	86	9	95	0.00091
Buchnera aphidicola	9	S	11	0	11	0.00011
Erwinia pyrifoliae	79967	S	6	0	6	0.00006
Brenneria rubrifaciens	55213	S	15	0	15	0.00014
Pectobacterium parmentieri	1905730	S	2	0	2	0.00002
Enterobacterales bacterium endosymbiont of Anomoneura mori	3132096	S	13	3	16	0.00015
Serratia plymuthica	82996	S	2	4	6	0.00006
Serratia marcescens	615	S	1	1	2	0.00002
Lysobacter sp. KIS68-7	2904252	S	129	83	212	0.00202
Lysobacter sp. TY2-98	2290922	S	1	0	1	0.00001
Lysobacter arenosi	2795387	S	3	6	9	0.00009
Agrilutibacter terrestris	2865112	S	91	81	172	0.00164
Arenimonas daejeonensis	370777	S	80	44	124	0.00118
Xylella fastidiosa	2371	S	73	194	267	0.00255
Luteimonas sp. MC1825	2761107	S	6	18	24	0.00023
Xanthomonas campestris	339	S	2	47	49	0.00047
Xanthomonas oryzae	347	S	1	141	142	0.00136
Marilutibacter alkalisoli	2591633	S	1	0	1	0.00001
Tahibacter amnicola	2976241	S	5	25	30	0.00029
Luteibacter anthropi	564369	S	2	13	15	0.00014
Dyella terrae	522259	S	9	16	25	0.00024
Dokdonella koreensis	323415	S	4	5	9	0.00009
