name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium canariense	255045	S	33	249	282	0.00241
Bradyrhizobium prioriisuperbiae	2854389	S	4	17	21	0.00018
Rhodopseudomonas palustris	1076	S	27	318	345	0.00295
Tardiphaga alba	340268	S	4	51	55	0.00047
Microvirga thermotolerans	2651334	S	5	181	186	0.00159
Microvirga sp. RSM25	3273802	S	4	259	263	0.00225
Methylobacterium radiodurans	2202828	S	4	82	86	0.00074
Methylobacterium sp. 17Sr1-1	2202826	S	1	59	60	0.00051
Pseudorhodoplanes sinuspersici	1235591	S	287	69	356	0.00305
Enhydrobacter sp.	1894999	S	221	64	285	0.00244
Terrihabitans soli	708113	S	41	12	53	0.00045
Chelativorans sp. AA-79	3028735	S	8	2	10	0.00009
Rhodomicrobium lacus	2498452	S	53	14	67	0.00057
Methyloligella sp. GL2	2742204	S	1	0	1	0.00001
Phreatobacter cathodiphilus	1868589	S	102	53	155	0.00133
Phreatobacter stygius	1940610	S	71	26	97	0.00083
Devosia sp. A16	1736675	S	50	111	161	0.00138
Devosia sp. MC521	2759954	S	5	12	17	0.00015
Chenggangzhangella methanolivorans	1437009	S	138	51	189	0.00162
Xanthobacter dioxanivorans	2528964	S	3	10	13	0.00011
Ancylobacter polymorphus	223390	S	5	2	7	0.00006
Pseudolabrys taiwanensis	331696	S	2	0	2	0.00002
Pseudolabrys sp. FHR47	2562284	S	1	0	1	0.00001
Azorhizobium caulinodans	7	S	1	0	1	0.00001
Rhizobium gallicum	56730	S	1	24	25	0.00021
Rhizobium ruizarguesonis	2081791	S	1	27	28	0.00024
Neorhizobium sp. SOG26	2060726	S	2	21	23	0.00020
Beijerinckia indica	533	S	23	5	28	0.00024
Methylocapsa sp. D3K7	3041435	S	12	2	14	0.00012
Methylovirgula sp. 4M-Z18	2293567	S	2	1	3	0.00003
Salinarimonas sp.	2766526	S	39	19	58	0.00050
Afifella sp. YEN Y35	3388337	S	35	10	45	0.00039
Kaistia sp. 32K	2795690	S	17	7	24	0.00021
Terrirubrum flagellatum	2895980	S	15	3	18	0.00015
Martelella endophytica	1486262	S	1	10	11	0.00009
Aureimonas altamirensis	370622	S	1	2	3	0.00003
Brucella melitensis	29459	S	6	4042	4048	0.03466
Brucella intermedia	94625	S	3	1	4	0.00003
Methylocystis sp. SC2	187303	S	4	3	7	0.00006
Methyloraptor flagellatus	3162530	S	4	1	5	0.00004
Anderseniella sp. Alg231-50	1922226	S	4	0	4	0.00003
Oceaniradius stylonematis	2184161	S	1	0	1	0.00001
Sphingomonas rhizophila	2071607	S	350	682	1032	0.00884
Sphingomonas flavalba	2559804	S	215	335	550	0.00471
Sphingomonas sediminicola	386874	S	153	195	348	0.00298
Sphingomonas sabuli	2764186	S	59	81	140	0.00120
Sphingomonas sp. M1-B02	3114300	S	47	99	146	0.00125
Sphingomonas sp. MMS24-J13	3238686	S	8	6	14	0.00012
Sphingomonas sp. GlSt437	3389970	S	1	1	2	0.00002
Sphingomonas kaistensis	298708	S	31	83	114	0.00098
Sphingomonas piscis	2714943	S	11	10	21	0.00018
Sphingomonas xanthus	2594473	S	8	13	21	0.00018
Sphingomonas profundi	2681549	S	8	13	21	0.00018
Sphingomonas daechungensis	1176646	S	6	7	13	0.00011
Sphingomonas nostoxanthinifaciens	2872652	S	3	5	8	0.00007
Sphingomonas sanxanigenens	397260	S	3	5	8	0.00007
Sphingomonas changnyeongensis	2698679	S	3	4	7	0.00006
Sphingomonas lacunae	2698828	S	1	0	1	0.00001
Sphingobium sp. SYK-6	627192	S	8	8	16	0.00014
Sphingobium sp. AP49	1144307	S	1	6	7	0.00006
Parasphingopyxis algicola	2026624	S	8	2	10	0.00009
Novosphingobium sp. Gsoil 351	2675225	S	3	3	6	0.00005
Alterisphingorhabdus coralli	3071408	S	3	0	3	0.00003
Tsuneonella sp. CC-YZS046	3042152	S	188	601	789	0.00676
Erythrobacter sp. 3-20A1M	2653850	S	19	305	324	0.00277
Sphingosinicella microcystinivorans	335406	S	119	47	166	0.00142
Sphingosinicella sp. BN140058	1892855	S	1	0	1	0.00001
Sandaracinobacteroides saxicola	2759707	S	1	0	1	0.00001
Zymomonas mobilis	542	S	1	0	1	0.00001
Niveispirillum cyanobacteriorum	1612173	S	90	182	272	0.00233
Indioceanicola profundi	2220096	S	1	3	4	0.00003
Hypericibacter adhaerens	2602016	S	5	80	85	0.00073
Ferrovibrio terrae	2594003	S	34	47	81	0.00069
Pararhodospirillum photometricum	1084	S	24	30	54	0.00046
Caenispirillum salinarum	859058	S	44	140	184	0.00158
Stella humosa	94	S	41	108	149	0.00128
Varunaivibrio sulfuroxidans	1773489	S	4	3	7	0.00006
Terasakiella sp. SH-1	2560057	S	1	1	2	0.00002
Caulobacter mirabilis	69666	S	73	27	100	0.00086
Caulobacter sp. NIBR1757	3016000	S	3	1	4	0.00003
Terricaulis silvestris	2686094	S	73	11	84	0.00072
Phenylobacterium montanum	2823693	S	5	1	6	0.00005
Phenylobacterium sp. NIBR 498073	3015177	S	2	1	3	0.00003
Phenylobacterium zucineum	284016	S	1	0	1	0.00001
Brevundimonas sp. Bb-A	2560058	S	3	7	10	0.00009
Lichenicola sp.	2804529	S	51	26	77	0.00066
Acidibrevibacterium fodinaquatile	1969806	S	7	3	10	0.00009
Komagataeibacter saccharivorans	265959	S	1	2	3	0.00003
Formicincola oecophyllae	2558361	S	1	0	1	0.00001
Granulibacter bethesdensis	364410	S	1	0	1	0.00001
Roseomonas sp. CCTCC AB2023176	3342640	S	19	8	27	0.00023
Roseomonas marmotae	2768161	S	13	8	21	0.00018
Roseomonas fluvialis	1750527	S	9	4	13	0.00011
Elioraea tepida	2843330	S	11	5	16	0.00014
Acidisoma cladoniae	3040935	S	3	0	3	0.00003
Hyphobacterium sp.	2004662	S	133	20	153	0.00131
Algimonas porphyrae	1128113	S	15	1	16	0.00014
Wolbachia endosymbiont of Rhagoletis cingulata	1220542	S	87	53	140	0.00120
Wolbachia endosymbiont (group A) of Agelastica alni	3066130	S	21	22	43	0.00037
Wolbachia endosymbiont of Tetranychus urticae	169184	S	5	0	5	0.00004
Wolbachia pipientis	955	S	1	1	2	0.00002
Candidatus Mesenet endosymbiont of Agriotes lineatus	3077948	S	3	0	3	0.00003
Candidatus Deianiraea vastatrix	2163644	S	5	0	5	0.00004
Rickettsia conorii	781	S	1	1	2	0.00002
Candidatus Midichloria mitochondrii	234827	S	1	0	1	0.00001
Jannaschia sp. W003	2867012	S	8	7	15	0.00013
Pontivivens nitratireducens	2758038	S	8	19	27	0.00023
Rhodovulum sp. P5	1564506	S	1	1	2	0.00002
Pikeienuella piscinae	2748098	S	1	0	1	0.00001
Candidatus Bealeia paramacronuclearis	1921001	S	13	0	13	0.00011
Candidatus Nesciobacter abundans	2601668	S	2	0	2	0.00002
Candidatus Hydrogenosomobacter endosymbioticus	2558174	S	1	0	1	0.00001
Candidatus Nucleicultrix amoebiphila	1509244	S	8	0	8	0.00007
Candidatus Bodocaedibacter vickermanii	2741701	S	4	0	4	0.00003
Kordiimonas pumila	2161677	S	7	1	8	0.00007
Candidatus Viadribacter manganicus	1759059	S	7	0	7	0.00006
Candidatus Pelagibacter sp. IMCC9063	1002672	S	5	0	5	0.00004
Thiocapsa bogorovii	521689	S	5	1766	1771	0.01516
Caldichromatium japonicum	2699430	S	296	49	345	0.00295
Thermochromatium tepidum	1050	S	10	3	13	0.00011
Allochromatium tepidum	553982	S	4	1	5	0.00004
Rheinheimera sp. D18	2545632	S	1	2	3	0.00003
Spiribacter salinus	1335746	S	63	17	80	0.00068
Alkalilimnicola ehrlichii	351052	S	13	3	16	0.00014
Acidihalobacter ferrooxydans	1765967	S	3	2	5	0.00004
Granulosicoccus antarcticus	437505	S	1	0	1	0.00001
Candidatus Moranella endobia	1048758	S	991	0	991	0.00848
Escherichia coli	562	S	220	1146	1366	0.01170
Klebsiella pneumoniae	573	S	24	298	322	0.00276
Klebsiella oxytoca	571	S	1	0	1	0.00001
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	S	21	4	25	0.00021
