name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium prioriisuperbiae	2854389	S	2	76	78	0.00059
Bradyrhizobium canariense	255045	S	2	169	171	0.00130
Rhodopseudomonas palustris	1076	S	121	1267	1388	0.01056
Rhodopseudomonas sp. P2A-2r	2991972	S	1	13	14	0.00011
Tardiphaga alba	340268	S	2	23	25	0.00019
Microvirga sp. RSM25	3273802	S	6	441	447	0.00340
Microvirga thermotolerans	2651334	S	6	235	241	0.00183
Methylobacterium radiodurans	2202828	S	12	68	80	0.00061
Methylobacterium durans	2202825	S	7	26	33	0.00025
Methylobacterium flocculans	2984843	S	3	10	13	0.00010
Methylobacterium sp. 17Sr1-1	2202826	S	1	12	13	0.00010
Methylobacterium radiotolerans	31998	S	2	169	171	0.00130
Hyphomicrobium denitrificans	53399	S	5	594	599	0.00456
Rhodomicrobium lacus	2498452	S	22	9	31	0.00024
Enhydrobacter sp.	1894999	S	279	93	372	0.00283
Pseudorhodoplanes sinuspersici	1235591	S	133	46	179	0.00136
Terrihabitans soli	708113	S	31	13	44	0.00033
Chenggangzhangella methanolivorans	1437009	S	248	118	366	0.00278
Xanthobacter dioxanivorans	2528964	S	8	118	126	0.00096
Pseudolabrys taiwanensis	331696	S	46	23	69	0.00052
Pseudolabrys sp. FHR47	2562284	S	1	0	1	0.00001
Ancylobacter polymorphus	223390	S	21	14	35	0.00027
Azorhizobium caulinodans	7	S	4	2	6	0.00005
Phreatobacter stygius	1940610	S	166	82	248	0.00189
Phreatobacter cathodiphilus	1868589	S	65	44	109	0.00083
Devosia sp. A16	1736675	S	46	121	167	0.00127
Devosia sp. MC521	2759954	S	1	3	4	0.00003
Devosia beringensis	2657486	S	2	40	42	0.00032
Beijerinckia indica	533	S	135	43	178	0.00135
Methylocapsa sp. D3K7	3041435	S	10	2	12	0.00009
Methylovirgula sp. 4M-Z18	2293567	S	2	5	7	0.00005
Rhizobium ruizarguesonis	2081791	S	1	87	88	0.00067
Sinorhizobium terangae	110322	S	1	25	26	0.00020
Salinarimonas sp.	2766526	S	101	64	165	0.00125
Terrirubrum flagellatum	2895980	S	15	5	20	0.00015
Brucella melitensis	29459	S	8	7876	7884	0.05995
Brucella intermedia	94625	S	6	3	9	0.00007
Pseudochrobactrum algeriensis	2834768	S	1	0	1	0.00001
Afifella sp. YEN Y35	3388337	S	12	4	16	0.00012
Kaistia sp. 32K	2795690	S	12	7	19	0.00014
