name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium canariense	255045	S	8	155	163	0.00173
Bradyrhizobium prioriisuperbiae	2854389	S	3	29	32	0.00034
Rhodopseudomonas palustris	1076	S	112	1532	1644	0.01745
Rhodopseudomonas sp. P2A-2r	2991972	S	25	436	461	0.00489
Tardiphaga alba	340268	S	13	196	209	0.00222
Nitrobacter hamburgensis	912	S	1	11	12	0.00013
Microvirga sp. RSM25	3273802	S	7	224	231	0.00245
Microvirga thermotolerans	2651334	S	5	88	93	0.00099
Methylobacterium radiodurans	2202828	S	7	34	41	0.00044
Methylobacterium radiotolerans	31998	S	3	159	162	0.00172
Methylobacterium organophilum	410	S	3	41	44	0.00047
Methylobacterium durans	2202825	S	2	6	8	0.00008
Devosia sp. A16	1736675	S	201	312	513	0.00544
Devosia sp. MC521	2759954	S	6	11	17	0.00018
Devosia sp. SL43	2806348	S	1	4	5	0.00005
Devosia beringensis	2657486	S	16	66	82	0.00087
Enhydrobacter sp.	1894999	S	326	111	437	0.00464
Pseudorhodoplanes sinuspersici	1235591	S	170	59	229	0.00243
Terrihabitans soli	708113	S	9	3	12	0.00013
Hyphomicrobium denitrificans	53399	S	3	192	195	0.00207
Rhodomicrobium lacus	2498452	S	89	28	117	0.00124
Methyloligella sp. GL2	2742204	S	6	2	8	0.00008
Rhizobium ruizarguesonis	2081791	S	3	128	131	0.00139
Rhizobium gallicum	56730	S	2	71	73	0.00077
Candidatus Liberibacter americanus	309868	S	1	22	23	0.00024
Xanthobacter dioxanivorans	2528964	S	4	24	28	0.00030
Azorhizobium caulinodans	7	S	15	7	22	0.00023
Pseudolabrys taiwanensis	331696	S	13	6	19	0.00020
Pseudolabrys sp. FHR47	2562284	S	1	0	1	0.00001
Ancylobacter polymorphus	223390	S	2	1	3	0.00003
Ancylobacter pratisalsi	1745854	S	1	0	1	0.00001
Beijerinckia indica	533	S	71	26	97	0.00103
Methylocapsa sp. D3K7	3041435	S	24	7	31	0.00033
Methylovirgula sp. 4M-Z18	2293567	S	1	0	1	0.00001
Phreatobacter cathodiphilus	1868589	S	89	62	151	0.00160
Phreatobacter stygius	1940610	S	19	9	28	0.00030
Salinarimonas sp.	2766526	S	87	57	144	0.00153
Chenggangzhangella methanolivorans	1437009	S	83	40	123	0.00131
Kaistia sp. 32K	2795690	S	58	36	94	0.00100
Anderseniella sp. Alg231-50	1922226	S	31	14	45	0.00048
Terrirubrum flagellatum	2895980	S	26	9	35	0.00037
Afifella sp. YEN Y35	3388337	S	12	5	17	0.00018
Methyloraptor flagellatus	3162530	S	9	5	14	0.00015
Brucella intermedia	94625	S	6	3	9	0.00010
Brucella melitensis	29459	S	3	2989	2992	0.03175
Martelella sp. AD-3	686597	S	1	3	4	0.00004
Aurantimonas sp. HBX-1	2906072	S	1	0	1	0.00001
Methylocystis heyeri	391905	S	4	3	7	0.00007
uncultured Pleomorphomonas sp.	442121	S	4	2	6	0.00006
Acuticoccus sp. I52.16.1	2928472	S	1	0	1	0.00001
Sphingomonas rhizophila	2071607	S	529	1075	1604	0.01702
Sphingomonas sediminicola	386874	S	424	559	983	0.01043
Sphingomonas flavalba	2559804	S	180	322	502	0.00533
Sphingomonas sabuli	2764186	S	137	204	341	0.00362
Sphingomonas sp. M1-B02	3114300	S	101	227	328	0.00348
Sphingomonas sp. MMS24-J13	3238686	S	7	5	12	0.00013
Sphingomonas sp. SUN019	2937788	S	4	7	11	0.00012
Sphingomonas sp. DBB INV C78	3349434	S	2	1	3	0.00003
Sphingomonas sp. AP4-R1	2735134	S	1	1	2	0.00002
Sphingomonas kaistensis	298708	S	60	165	225	0.00239
Sphingomonas xanthus	2594473	S	58	101	159	0.00169
Sphingomonas piscis	2714943	S	43	45	88	0.00093
Sphingomonas sanxanigenens	397260	S	17	41	58	0.00062
Sphingomonas profundi	2681549	S	14	25	39	0.00041
Sphingomonas nostoxanthinifaciens	2872652	S	13	23	36	0.00038
Sphingomonas daechungensis	1176646	S	10	12	22	0.00023
Sphingomonas changnyeongensis	2698679	S	7	13	20	0.00021
Sphingomonas morindae	1541170	S	2	3	5	0.00005
Sphingomonas abietis	3012344	S	1	1	2	0.00002
Sphingobium sp. SYK-6	627192	S	3	234	237	0.00252
Novosphingobium sp. Gsoil 351	2675225	S	19	17	36	0.00038
Parasphingopyxis algicola	2026624	S	2	0	2	0.00002
Erythrobacter sp. 3-20A1M	2653850	S	45	422	467	0.00496
Erythrobacter sp. Alg231-14	1922225	S	9	6	15	0.00016
Tsuneonella sp. CC-YZS046	3042152	S	54	120	174	0.00185
Qipengyuania soli	2782568	S	6	26	32	0.00034
Croceibacterium sp. TMG7-5b_MA50	3121290	S	3	5	8	0.00008
