name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sphingomonas rhizophila	2071607	S	773	1431	2204	0.01705
Sphingomonas sabuli	2764186	S	464	657	1121	0.00867
Sphingomonas daechungensis	1176646	S	313	364	677	0.00524
Sphingomonas sediminicola	386874	S	259	308	567	0.00439
Sphingomonas sp. M1-B02	3114300	S	235	495	730	0.00565
Sphingomonas sp. MMS24-J13	3238686	S	10	8	18	0.00014
Sphingomonas sp. DBB INV C78	3349434	S	6	6	12	0.00009
Sphingomonas sp. GlSt437	3389970	S	2	3	5	0.00004
Sphingomonas kaistensis	298708	S	250	610	860	0.00665
Sphingomonas xanthus	2594473	S	94	149	243	0.00188
Sphingomonas flavalba	2559804	S	57	104	161	0.00125
Sphingomonas sanxanigenens	397260	S	50	143	193	0.00149
Sphingomonas morindae	1541170	S	36	66	102	0.00079
Sphingomonas lacunae	2698828	S	33	22	55	0.00043
Sphingomonas changnyeongensis	2698679	S	30	55	85	0.00066
Sphingomonas profundi	2681549	S	19	33	52	0.00040
Sphingomonas endolithica	2972485	S	6	13	19	0.00015
Sphingomonas nostoxanthinifaciens	2872652	S	5	8	13	0.00010
Sphingomonas piscis	2714943	S	4	4	8	0.00006
Sphingomonas paeninsulae	2319844	S	1	0	1	0.00001
Sphingobium sp. SYK-6	627192	S	15	66	81	0.00063
Sphingobium sp. AP49	1144307	S	1	36	37	0.00029
Sphingobium chlorophenolicum	46429	S	5	170	175	0.00135
Novosphingobium sp. Gsoil 351	2675225	S	26	160	186	0.00144
Novosphingobium sp. ZN18A2	3079861	S	1	12	13	0.00010
Novosphingobium capsulatum	13688	S	1	7	8	0.00006
Parasphingopyxis algicola	2026624	S	36	20	56	0.00043
Sphingorhabdus lutea	1913578	S	14	1	15	0.00012
Sphingorhabdus lacus	392610	S	9	2	11	0.00009
Alterisphingorhabdus coralli	3071408	S	4	1	5	0.00004
Erythrobacter sp. 3-20A1M	2653850	S	297	1789	2086	0.01613
Erythrobacter sp. Alg231-14	1922225	S	11	5	16	0.00012
Erythrobacter sp. SCSIO 43205	2779361	S	1	0	1	0.00001
Aurantiacibacter sp. MUD61	3009083	S	1	36	37	0.00029
Tsuneonella sp. CC-YZS046	3042152	S	29	51	80	0.00062
