name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium prioriisuperbiae	2854389	S	15	982	997	0.01958
Rhodopseudomonas boonkerdii	475937	S	23	8214	8237	0.16178
Rhodopseudomonas palustris	1076	S	17	4378	4395	0.08632
Nitrobacter hamburgensis	912	S	10	2075	2085	0.04095
Methylobacterium radiodurans	2202828	S	8	444	452	0.00888
Methylobacterium flocculans	2984843	S	3	119	122	0.00240
Methylobacterium radiotolerans	31998	S	1	3156	3157	0.06201
Xanthobacter dioxanivorans	2528964	S	2	5	7	0.00014
Devosia sp. A16	1736675	S	127	284	411	0.00807
uncultured Pleomorphomonas sp.	442121	S	22	77	99	0.00194
Chenggangzhangella methanolivorans	1437009	S	2	4	6	0.00012
Anderseniella sp. Alg231-50	1922226	S	2	1	3	0.00006
Salinarimonas sp.	2766526	S	1	3	4	0.00008
Phreatobacter stygius	1940610	S	1	2	3	0.00006
Methylovirgula sp. 4M-Z18	2293567	S	1	2	3	0.00006
Sphingomonas morindae	1541170	S	116	1086	1202	0.02361
Sphingomonas rhizophila	2071607	S	80	687	767	0.01506
Sphingomonas endolithica	2972485	S	67	697	764	0.01501
Sphingomonas sediminicola	386874	S	27	141	168	0.00330
Sphingomonas nostoxanthinifaciens	2872652	S	7	61	68	0.00134
Sphingomonas panacisoli	1813879	S	3	31	34	0.00067
Sphingomonas sp. GlSt437	3389970	S	2	29	31	0.00061
Sphingomonas sp. M1-B02	3114300	S	1	11	12	0.00024
Sphingomonas piscis	2714943	S	3	15	18	0.00035
Parasphingopyxis algicola	2026624	S	1	5	6	0.00012
Qipengyuania soli	2782568	S	12	78	90	0.00177
Tsuneonella sp. CC-YZS046	3042152	S	2	13	15	0.00029
Croceibacterium sp. TMG7-5b_MA50	3121290	S	1	3	4	0.00008
Erythrobacter sp. 3-20A1M	2653850	S	1	14	15	0.00029
Sphingosinicella microcystinivorans	335406	S	1	3	4	0.00008
Sphingosinicella sp. BN140058	1892855	S	1	2	3	0.00006
Zymomonas mobilis	542	S	1	0	1	0.00002
Azospirillum ramasamyi	682998	S	196	58	254	0.00499
Ferrovibrio terrae	2594003	S	1	0	1	0.00002
Hypericibacter adhaerens	2602016	S	1	0	1	0.00002
Wolbachia endosymbiont (group A) of Agelastica alni	3066130	S	22	5	27	0.00053
Rickettsia conorii	781	S	4	0	4	0.00008
Caulobacter mirabilis	69666	S	1	10	11	0.00022
Brevundimonas sp. Bb-A	2560058	S	1	0	1	0.00002
Candidatus Hydrogenosomobacter endosymbioticus	2558174	S	7	0	7	0.00014
Lichenicola sp.	2804529	S	1	0	1	0.00002
Elioraea tepida	2843330	S	1	0	1	0.00002
Roseomonas sp. CCTCC AB2023176	3342640	S	1	0	1	0.00002
Salmonella enterica	28901	S	85	9831	9916	0.19476
Escherichia coli	562	S	301	3073	3374	0.06627
Candidatus Moranella endobia	1048758	S	169	0	169	0.00332
Klebsiella pneumoniae	573	S	35	126	161	0.00316
Klebsiella quasipneumoniae	1463165	S	2	1	3	0.00006
Klebsiella aerogenes	548	S	7	1	8	0.00016
Klebsiella sp. PL-2018	2851540	S	4	2	6	0.00012
Klebsiella electrica	1259973	S	2	0	2	0.00004
Klebsiella oxytoca	571	S	1	0	1	0.00002
Klebsiella michiganensis	1134687	S	1	0	1	0.00002
Enterobacter ludwigii	299767	S	31	67	98	0.00192
Enterobacter cloacae	550	S	1	0	1	0.00002
Enterobacter bugandensis	881260	S	6	8	14	0.00027
Citrobacter gillenii	67828	S	6	10	16	0.00031
Citrobacter portucalensis	1639133	S	5	4	9	0.00018
Citrobacter enshiensis	2971264	S	3	0	3	0.00006
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	6	0	6	0.00012
Candidatus Regiella endosymbiont of Tuberolachnus salignus	3077956	S	1	0	1	0.00002
Candidatus Blochmanniella vafra	251535	S	1	0	1	0.00002
Blochmannia endosymbiont of Camponotus nipponensis	2681986	S	1	0	1	0.00002
Candidatus Mikella endobia	1778264	S	1	0	1	0.00002
Shigella flexneri	623	S	6	52	58	0.00114
Candidatus Ishikawella capsulata	168169	S	6	0	6	0.00012
Candidatus Profftia sp. (ex Adelges kitamiensis)	2864218	S	3	0	3	0.00006
Superficieibacter sp. HKU1	3031919	S	1	0	1	0.00002
Sodalis ligni	2697027	S	484	30	514	0.01010
Candidatus Sodalis pierantonius	1486991	S	4	0	4	0.00008
Candidatus Erwinia haradaeae	1922217	S	64	4	68	0.00134
Candidatus Pantoea carbekii	1235990	S	6	0	6	0.00012
Yersinia pestis	632	S	10	1522	1532	0.03009
Yersinia entomophaga	935293	S	10	0	10	0.00020
Serratia plymuthica	82996	S	6	9	15	0.00029
Serratia liquefaciens	614	S	4	0	4	0.00008
Serratia marcescens	615	S	2	1	3	0.00006
Serratia fonticola	47917	S	2	0	2	0.00004
Serratia sp. CMO1	2785630	S	2	5	7	0.00014
Morganella morganii	582	S	6	0	6	0.00012
Proteus mirabilis	584	S	5	1	6	0.00012
Arsenophonus endosymbiont of Aphis craccivora	1231049	S	2	0	2	0.00004
Candidatus Providencia siddallii	1715285	S	1	0	1	0.00002
Pectobacterium parmentieri	1905730	S	5	2	7	0.00014
Xanthomonas albilineans	29447	S	57	44	101	0.00198
Xanthomonas oryzae	347	S	3	161	164	0.00322
Xanthomonas campestris	339	S	1	258	259	0.00509
Arenimonas daejeonensis	370777	S	45	41	86	0.00169
Stenotrophomonas maltophilia	40324	S	5	31	36	0.00071
Dyella terrae	522259	S	40	23	63	0.00124
Luteibacter anthropi	564369	S	1	4	5	0.00010
Dokdonella koreensis	323415	S	3	3	6	0.00012
Pseudomonas sp. NS1(2017)	2025658	S	13	23	36	0.00071
Pseudomonas sp. ABC1	2748080	S	2	2	4	0.00008
Pseudomonas sp. 16FHM2	2992837	S	2	1	3	0.00006
Pseudomonas putida	303	S	7	52	59	0.00116
Pseudomonas aeruginosa	287	S	4	86	90	0.00177
Stutzerimonas stutzeri	316	S	1	6	7	0.00014
Acinetobacter pittii	48296	S	11	47	58	0.00114
Acinetobacter baumannii	470	S	4	56	60	0.00118
Acinetobacter thermotolerans	3151487	S	1	0	1	0.00002
Acinetobacter ursingii	108980	S	1	3	4	0.00008
Acinetobacter baylyi	202950	S	1	0	1	0.00002
Thioflavicoccus mobilis	80679	S	14	1	15	0.00029
Allochromatium tepidum	553982	S	8	0	8	0.00016
Ectothiorhodosinus mongolicus	233100	S	2	0	2	0.00004
Legionella clemsonensis	1867846	S	22	1	23	0.00045
