name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium canariense	255045	S	3	101	104	0.00102
Bradyrhizobium roseum	3056648	S	1	67	68	0.00067
Bradyrhizobium prioriisuperbiae	2854389	S	1	16	17	0.00017
Rhodopseudomonas palustris	1076	S	70	1039	1109	0.01085
Rhodopseudomonas sp. P2A-2r	2991972	S	3	56	59	0.00058
Rhodopseudomonas boonkerdii	475937	S	1	20	21	0.00021
Tardiphaga alba	340268	S	3	49	52	0.00051
Nitrobacter hamburgensis	912	S	1	11	12	0.00012
Microvirga thermotolerans	2651334	S	5	244	249	0.00244
Microvirga sp. RSM25	3273802	S	2	187	189	0.00185
Methylobacterium radiotolerans	31998	S	4	21	25	0.00024
Methylobacterium radiodurans	2202828	S	3	1	4	0.00004
Methylobacterium sp. CB376	3138063	S	1	527	528	0.00517
Methylobacterium durans	2202825	S	1	0	1	0.00001
Hyphomicrobium denitrificans	53399	S	3	369	372	0.00364
Rhodomicrobium lacus	2498452	S	126	42	168	0.00164
Methyloligella sp. GL2	2742204	S	3	0	3	0.00003
Enhydrobacter sp.	1894999	S	244	69	313	0.00306
Pseudorhodoplanes sinuspersici	1235591	S	113	32	145	0.00142
Terrihabitans soli	708113	S	3	1	4	0.00004
Candidatus Hodgkinia cicadicola	573658	S	2	0	2	0.00002
Xanthobacter dioxanivorans	2528964	S	1	226	227	0.00222
Pseudolabrys taiwanensis	331696	S	40	16	56	0.00055
Pseudolabrys sp. FHR47	2562284	S	1	0	1	0.00001
Azorhizobium caulinodans	7	S	13	5	18	0.00018
Ancylobacter polymorphus	223390	S	2	1	3	0.00003
Devosia sp. A16	1736675	S	147	194	341	0.00334
Devosia sp. MC521	2759954	S	1	1	2	0.00002
Devosia beringensis	2657486	S	5	20	25	0.00024
Nitratireductor thuwali	2267699	S	1	0	1	0.00001
Rhizobium ruizarguesonis	2081791	S	2	150	152	0.00149
Rhizobium gallicum	56730	S	1	48	49	0.00048
Liberibacter crescens	1273132	S	6	20	26	0.00025
Beijerinckia indica	533	S	89	19	108	0.00106
Methylocapsa sp. D3K7	3041435	S	1	0	1	0.00001
Methylovirgula sp. 4M-Z18	2293567	S	1	0	1	0.00001
Phreatobacter cathodiphilus	1868589	S	54	30	84	0.00082
Phreatobacter stygius	1940610	S	17	7	24	0.00023
Salinarimonas sp.	2766526	S	63	33	96	0.00094
Kaistia sp. 32K	2795690	S	30	15	45	0.00044
Chenggangzhangella methanolivorans	1437009	S	29	11	40	0.00039
Methylocystis heyeri	391905	S	15	8	23	0.00023
Afifella sp. YEN Y35	3388337	S	19	6	25	0.00024
Terrirubrum flagellatum	2895980	S	12	3	15	0.00015
Anderseniella sp. Alg231-50	1922226	S	6	4	10	0.00010
Martelella endophytica	1486262	S	2	4	6	0.00006
Brucella melitensis	29459	S	4	3241	3245	0.03175
Brucella intermedia	94625	S	2	1	3	0.00003
uncultured Pleomorphomonas sp.	442121	S	4	2	6	0.00006
Methyloraptor flagellatus	3162530	S	2	1	3	0.00003
Sphingomonas rhizophila	2071607	S	212	354	566	0.00554
Sphingomonas sp. M1-B02	3114300	S	126	246	372	0.00364
Sphingomonas sp. AP4-R1	2735134	S	11	12	23	0.00023
Sphingomonas sp. MMS24-J13	3238686	S	4	3	7	0.00007
Sphingomonas sp. DBB INV C78	3349434	S	2	1	3	0.00003
Sphingomonas sabuli	2764186	S	132	166	298	0.00292
Sphingomonas sediminicola	386874	S	74	79	153	0.00150
Sphingomonas kaistensis	298708	S	28	61	89	0.00087
Sphingomonas flavalba	2559804	S	26	43	69	0.00068
