name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Paraburkholderia tropica	92647	S	8	19388	19396	0.37936
Ralstonia solanacearum	305	S	2	639	641	0.01254
Ralstonia pseudosolanacearum	1310165	S	2	1387	1389	0.02717
Burkholderia mallei	13373	S	16	526	542	0.01060
Burkholderia pseudomallei	28450	S	3	6	9	0.00018
Burkholderia oklahomensis	342113	S	1	0	1	0.00002
Burkholderia multivorans	87883	S	8	6	14	0.00027
Polynucleobacter necessarius	576610	S	4	7	11	0.00022
Cupriavidus malaysiensis	367825	S	5	11	16	0.00031
Limnobacter sp.	2003368	S	1	0	1	0.00002
Robbsia sp. KACC 23696	3149231	S	1	0	1	0.00002
Herbaspirillum hiltneri	341045	S	349	1401	1750	0.03423
Pseudoduganella sp. UC29_106	3374553	S	10	56	66	0.00129
Massilia varians	457921	S	1	7	8	0.00016
Herminiimonas arsenitoxidans	1809410	S	29	43	72	0.00141
Candidatus Zinderia endosymbiont of Aphrophora alni	3077951	S	2	0	2	0.00004
Collimonas fungivorans	158899	S	1	3	4	0.00008
Actimicrobium sp. CCC2.4	3048606	S	1	2	3	0.00006
Polaromonas vacuolata	37448	S	2	293	295	0.00577
Vandammella animalimorsus	2029117	S	1	551	552	0.01080
Ideonella dechloratans	36863	S	47	25	72	0.00141
Roseateles sp. UC29_93	3350177	S	1	0	1	0.00002
Taylorella equigenitalis	29575	S	1	11	12	0.00023
Oligella ureolytica	90244	S	1	32	33	0.00065
Tepidimonas taiwanensis	307486	S	6	2	8	0.00016
Turicimonas muris	1796652	S	3	0	3	0.00006
Thiobacillus sedimenti	3110231	S	2	0	2	0.00004
Sulfuritortus calidifontis	1914471	S	1	0	1	0.00002
Sterolibacterium denitrificans	157592	S	1	0	1	0.00002
Kingella kingae	504	S	2	0	2	0.00004
Dechloromonas aquae	2664436	S	2	0	2	0.00004
Oryzomicrobium terrae	1735038	S	1	0	1	0.00002
Stenotrophomonas sp. LGBM10	3390038	S	2	479	481	0.00941
Stenotrophomonas sp. 169	2770322	S	1	357	358	0.00700
Stenotrophomonas cyclobalanopsidis	2771362	S	3	1953	1956	0.03826
Arenimonas daejeonensis	370777	S	41	8	49	0.00096
Lysobacter sp. KIS68-7	2904252	S	1	27	28	0.00055
Xanthomonas oryzae	347	S	8	28	36	0.00070
Xanthomonas albilineans	29447	S	4	0	4	0.00008
Xanthomonas axonopodis	53413	S	3	3	6	0.00012
Xanthomonas campestris	339	S	1	10	11	0.00022
Agrilutibacter terrestris	2865112	S	7	2	9	0.00018
Xylella fastidiosa	2371	S	1	0	1	0.00002
Luteibacter anthropi	564369	S	2	528	530	0.01037
Tahibacter amnicola	2976241	S	11	4	15	0.00029
Dokdonella koreensis	323415	S	9	9	18	0.00035
Dyella sp. GSA-30	2994496	S	1	1	2	0.00004
Sodalis ligni	2697027	S	891	60	951	0.01860
Candidatus Sodalis pierantonius	1486991	S	1	0	1	0.00002
Sodalis endosymbiont of Henestaris halophilus	1929246	S	1	0	1	0.00002
Escherichia coli	562	S	168	1391	1559	0.03049
Salmonella enterica	28901	S	49	5501	5550	0.10855
Klebsiella pneumoniae	573	S	28	109	137	0.00268
Klebsiella quasipneumoniae	1463165	S	1	0	1	0.00002
Klebsiella sp. PL-2018	2851540	S	5	2	7	0.00014
Klebsiella aerogenes	548	S	4	0	4	0.00008
Klebsiella electrica	1259973	S	3	0	3	0.00006
Enterobacter ludwigii	299767	S	12	22	34	0.00066
Enterobacter cloacae	550	S	2	0	2	0.00004
Enterobacter bugandensis	881260	S	4	5	9	0.00018
Citrobacter portucalensis	1639133	S	5	4	9	0.00018
Citrobacter gillenii	67828	S	3	5	8	0.00016
Citrobacter freundii complex sp. CFNIH2	2066049	S	1	0	1	0.00002
Shigella flexneri	623	S	9	75	84	0.00164
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	4	0	4	0.00008
Candidatus Moranella endobia	1048758	S	3	0	3	0.00006
Candidatus Ishikawella capsulata	168169	S	3	0	3	0.00006
Candidatus Erwinia haradaeae	1922217	S	34	0	34	0.00066
Erwinia tracheiphila	65700	S	1	0	1	0.00002
Erwinia pyrifoliae	79967	S	1	0	1	0.00002
Candidatus Pantoea carbekii	1235990	S	2	0	2	0.00004
Pantoea sp. At-9b	592316	S	1	0	1	0.00002
Arsenophonus endosymbiont of Aleurodicus dispersus	235559	S	9	0	9	0.00018
Arsenophonus endosymbiont of Crataerina pallida	3066235	S	1	0	1	0.00002
Morganella morganii	582	S	3	0	3	0.00006
Candidatus Providencia siddallii	1715285	S	3	0	3	0.00006
Xenorhabdus nematophila	628	S	1	0	1	0.00002
Yersinia entomophaga	935293	S	4	0	4	0.00008
Yersinia pestis	632	S	2	339	341	0.00667
Yersinia enterocolitica	630	S	1	0	1	0.00002
Serratia sp. CMO1	2785630	S	3	9	12	0.00023
Serratia plymuthica	82996	S	1	1	2	0.00004
Serratia liquefaciens	614	S	1	0	1	0.00002
Pectobacterium parmentieri	1905730	S	3	2	5	0.00010
Dickeya solani	1089444	S	1	0	1	0.00002
Coxiella-like endosymbiont	1592897	S	2	0	2	0.00004
Aquicella siphonis	254247	S	1	0	1	0.00002
Legionella sp. MW5194	2662448	S	2	0	2	0.00004
Pseudomonas putida	303	S	4	3	7	0.00014
Pseudomonas mosselii	78327	S	1	0	1	0.00002
Pseudomonas sp. NS1(2017)	2025658	S	2	0	2	0.00004
Pseudomonas sp. FP2196	2954086	S	1	0	1	0.00002
Pseudomonas aeruginosa	287	S	3	5	8	0.00016
Pseudomonas wuhanensis	2954098	S	1	87	88	0.00172
Avibacterium paragallinarum	728	S	69	1	70	0.00137
Thioflavicoccus mobilis	80679	S	11	0	11	0.00022
Allochromatium tepidum	553982	S	2	0	2	0.00004
Sedimenticola thiotaurini	1543721	S	2	0	2	0.00004
Halothiobacillus diazotrophicus	1860122	S	2	0	2	0.00004
Paraphotobacterium marinum	1755811	S	32	0	32	0.00063
