name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Burkholderia pseudomallei	28450	S	100	4040	4140	0.09052
Burkholderia thailandensis	57975	S	38	15354	15392	0.33654
Burkholderia mallei	13373	S	20	866	886	0.01937
Burkholderia oklahomensis	342113	S	8	9	17	0.00037
Burkholderia ubonensis	101571	S	20	74	94	0.00206
Burkholderia anthina	179879	S	11	21	32	0.00070
Burkholderia contaminans	488447	S	9	14	23	0.00050
Burkholderia multivorans	87883	S	7	7	14	0.00031
Burkholderia vietnamiensis	60552	S	6	29	35	0.00077
Burkholderia ambifaria	152480	S	3	5	8	0.00017
Burkholderia cenocepacia	95486	S	1	3	4	0.00009
Burkholderia gladioli	28095	S	9	4	13	0.00028
Burkholderia sp. 2002721687	1468409	S	1	1112	1113	0.02434
Ralstonia pseudosolanacearum	1310165	S	1	89	90	0.00197
Cupriavidus sp. EM10	2839983	S	48	51	99	0.00216
Cupriavidus taiwanensis	164546	S	1	3	4	0.00009
Paraburkholderia tropica	92647	S	5	28	33	0.00072
Candidatus Vallotia tarda	1177213	S	19	11	30	0.00066
Robbsia andropogonis	28092	S	7	1	8	0.00017
Pararobbsia alpina	621374	S	1	0	1	0.00002
Massilia sp. METH4	3123041	S	14	50	64	0.00140
Massilia varians	457921	S	4	16	20	0.00044
Pseudoduganella sp. UC29_106	3374553	S	21	19	40	0.00087
Noviherbaspirillum sp. UKPF54	2601898	S	21	5	26	0.00057
Vandammella animalimorsus	2029117	S	2	18	20	0.00044
Comamonas thiooxydans	363952	S	1	40	41	0.00090
Comamonas sp. NLF-1-9	2853163	S	1	21	22	0.00048
Tepidimonas taiwanensis	307486	S	32	10	42	0.00092
Turicimonas muris	1796652	S	14	0	14	0.00031
Taylorella equigenitalis	29575	S	8	34	42	0.00092
Basilea psittacipulmonis	1472345	S	2	0	2	0.00004
Bordetella parapertussis	519	S	1	3	4	0.00009
Achromobacter insolitus	217204	S	1	0	1	0.00002
Niveibacterium sp. SC-1	3135646	S	94	38	132	0.00289
Azospira inquinata	2785627	S	1	0	1	0.00002
Ferribacterium limneticum	76259	S	2	14	16	0.00035
Thauera sp. K11	2005884	S	2	1	3	0.00007
Sideroxyarcus emersonii	2764705	S	12	37	49	0.00107
Ferriphaselus amnicola	1188319	S	1	2	3	0.00007
Thiobacillus sedimenti	3110231	S	7	31	38	0.00083
Vogesella sp. XCS3	2877939	S	15	6	21	0.00046
Kingella kingae	504	S	4	2	6	0.00013
Rhodopseudomonas boonkerdii	475937	S	12	7638	7650	0.16726
Rhodopseudomonas palustris	1076	S	9	4124	4133	0.09037
Bradyrhizobium prioriisuperbiae	2854389	S	9	995	1004	0.02195
Nitrobacter hamburgensis	912	S	6	2213	2219	0.04852
Methylobacterium radiodurans	2202828	S	2	90	92	0.00201
Methylobacterium flocculans	2984843	S	1	32	33	0.00072
