name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Massilia varians	457921	S	574	10635	11209	0.30292
Massilia endophytica	2899220	S	34	548	582	0.01573
Massilia sp. Se16.2.3	2709303	S	23	9856	9879	0.26698
Massilia sp. W12	3126507	S	1	0	1	0.00003
Massilia oculi	945844	S	1	62	63	0.00170
Massilia atriviolacea	2495579	S	1	30	31	0.00084
Pseudoduganella sp. UC29_106	3374553	S	12	118	130	0.00351
Glaciimonas sp. PAMC28666	2807626	S	279	78	357	0.00965
Oxalobacter aliiformigenes	2946593	S	13	1	14	0.00038
Janthinobacterium sp. J1-1	3065910	S	1	3	4	0.00011
Collimonas fungivorans	158899	S	2	2	4	0.00011
Noviherbaspirillum sp. UKPF54	2601898	S	2	2	4	0.00011
Paraburkholderia dokdonensis	2211211	S	4	191	195	0.00527
Paraburkholderia tropica	92647	S	1	32	33	0.00089
Ralstonia solanacearum	305	S	98	114	212	0.00573
Cupriavidus sp. EM10	2839983	S	18	7	25	0.00068
Cupriavidus pinatubonensis	248026	S	6	1	7	0.00019
Cupriavidus malaysiensis	367825	S	4	10	14	0.00038
Burkholderia mallei	13373	S	11	481	492	0.01330
Burkholderia pseudomallei	28450	S	8	461	469	0.01267
Burkholderia thailandensis	57975	S	1	455	456	0.01232
Burkholderia oklahomensis	342113	S	1	1	2	0.00005
Burkholderia anthina	179879	S	1	4	5	0.00014
Lautropia mirabilis	47671	S	4	0	4	0.00011
Polynucleobacter necessarius	576610	S	1	2	3	0.00008
Robbsia andropogonis	28092	S	3	0	3	0.00008
Ramlibacter tataouinensis	94132	S	6	549	555	0.01500
Comamonas sp. NLF-1-9	2853163	S	1	135	136	0.00368
Vandammella animalimorsus	2029117	S	1	55	56	0.00151
Oligella ureolytica	90244	S	2	0	2	0.00005
Taylorella equigenitalis	29575	S	1	49	50	0.00135
Basilea psittacipulmonis	1472345	S	1	0	1	0.00003
Tepidimonas taiwanensis	307486	S	1	0	1	0.00003
Turicimonas muris	1796652	S	1	0	1	0.00003
Ideonella dechloratans	36863	S	1	0	1	0.00003
Sulfuritortus calidifontis	1914471	S	134	102	236	0.00638
Thiobacillus sedimenti	3110231	S	10	5	15	0.00041
Methylobacillus flagellatus	405	S	16	8	24	0.00065
Sideroxyarcus emersonii	2764705	S	2	0	2	0.00005
Ferriphaselus amnicola	1188319	S	1	0	1	0.00003
Sterolibacterium denitrificans	157592	S	1	0	1	0.00003
Laribacter hongkongensis	168471	S	2	1	3	0.00008
Chitinimonas koreensis	356302	S	1	1	2	0.00005
Pseudothauera hydrothermalis	2184083	S	4	1	5	0.00014
Bradyrhizobium prioriisuperbiae	2854389	S	1	61	62	0.00168
Rhodopseudomonas palustris	1076	S	11	1402	1413	0.03819
Nitrobacter hamburgensis	912	S	1	102	103	0.00278
Methylobacterium radiotolerans	31998	S	13	94	107	0.00289
Devosia sp. A16	1736675	S	40	12	52	0.00141
Enhydrobacter sp.	1894999	S	46	4	50	0.00135
Pseudorhodoplanes sinuspersici	1235591	S	2	0	2	0.00005
Rhizobium gallicum	56730	S	2	26	28	0.00076
Hyphomicrobium denitrificans	53399	S	3	16	19	0.00051
Rhodomicrobium lacus	2498452	S	7	0	7	0.00019
uncultured Pleomorphomonas sp.	442121	S	26	4	30	0.00081
Phreatobacter stygius	1940610	S	8	1	9	0.00024
Phreatobacter cathodiphilus	1868589	S	5	0	5	0.00014
